name,address,area,city,phone,website,rating,review_count,categories,hours,google_maps_url,search_term,scraped_at,facebook_url,instagram_url,tiktok_url,google_review_count,doctor_count,staff_count,site_score,has_online_booking,comments,segment,segment_name,practice_type,review_recency,latest_review_age,review1_name,review1_rating,review1_text,review2_name,review2_rating,review2_text,review3_name,review3_rating,review3_text,review4_name,review4_rating,review4_text,review5_name,review5_rating,review5_text
Cronin Timothy DDS,"
4334 Newton Ave, Dallas, TX 75219, United States",Dallas Core,DFW,+1 214-943-9580,,5.0,1,Dentist,,https://www.google.com/maps/place/Cronin+Timothy+DDS/data=!4m7!3m6!1s0x864e9991fa86b9d1:0xdad7dc51d02eba64!8m2!3d32.818151!4d-96.8009189!16s%2Fg%2F1tdsk5rx!19sChIJ0bmG-pGZToYRZLou0FHc19o?authuser=0&hl=en&rclk=1,dentist Oak Lawn Dallas TX,2026-02-27T17:13:21.043505,,,,1,,,0,,No website,4,Invisible Good,Solo,Stale,4yr ago,Chris White,5,This man is God's angel!! I love him and his wife! .....God has a special place for pple like them!!!   Love yall cronins!!!,Chris White,5,This man is God's angel!! I love him and his wife! .....God has a special place for pple like them!!!   Love yall cronins!!!,,,,,,,,,
Lake Highlands Dental,"
8610 Greenville Ave #150, Dallas, TX 75243, United States",Dallas Core,DFW,+1 214-613-1279,https://www.lakehighlandsdental.com/,5.0,909,Dentist,Show open hours for the week,https://www.google.com/maps/place/Lake+Highlands+Dental/data=!4m7!3m6!1s0x864c1fdd56c72ad5:0xc7afd86069808dfa!8m2!3d32.8942527!4d-96.752655!16s%2Fg%2F12605vkrd!19sChIJ1SrHVt0fTIYR-o2AaWDYr8c?authuser=0&hl=en&rclk=1,dentist Highland Park TX,2026-02-27T17:14:36.601299,https://www.facebook.com/tr,,,909,8,,9,yes,Has online booking; Large team (8 doctors); Facebook only,1,Leaky Funnel,Group,Fresh,90d ago,,,,,,,,,,,,,,,
Ideal Dental Lakewood,"
7331 Gaston Ave Ste 160, Dallas, TX 75214, United States",Dallas Core,DFW,+1 214-320-9999,https://www.myidealdental.com/lakewood/?utm_source=organic&utm_medium=soci&utm_campaign=websiteurl,4.6,648,Dentist,Show open hours for the week,https://www.google.com/maps/place/Ideal+Dental+Lakewood/data=!4m7!3m6!1s0x864ea1f491907b79:0x5a3e800bc6b2e711!8m2!3d32.812543!4d-96.7300395!16s%2Fg%2F11byv8gmt_!19sChIJeXuQkfShToYREeeyxguAPlo?authuser=0&hl=en&rclk=1,dentist Lakewood Dallas TX,2026-02-27T17:37:58.248942,https://facebook.com/DecaDentalGroup,https://instagram.com/decadentalgroup,,648,8,,9,no,Large team (8 doctors),1,Leaky Funnel,Group,Fresh,30d ago,,,,,,,,,,,,,,,
Lakewood Restorative Dentistry,"
DIENER-MILLS BLDG, 6342 La Vista Dr c, Dallas, TX 75214, United States",Dallas Core,DFW,+1 214-821-8639,https://www.dentistinlakewood.com/,4.9,104,Dentist,Show open hours for the week,https://www.google.com/maps/place/Lakewood+Restorative+Dentistry/data=!4m7!3m6!1s0x864e9f569fc840c9:0x578e113574a63171!8m2!3d32.8126031!4d-96.7532881!16s%2Fg%2F1tksnsg0!19sChIJyUDIn1afToYRcTGmdDURjlc?authuser=0&hl=en&rclk=1,dentist Lakewood Dallas TX,2026-02-27T17:38:21.254596,,,,104,,,5,no,No social media,1,Leaky Funnel,Unknown,Fresh,60d ago,,,,,,,,,,,,,,,
North Dallas Smiles,"
17194 Preston Rd #224, Dallas, TX 75248, United States",Dallas Core,DFW,+1 972-233-9399,https://northdallassmiles.com/,5.0,1051,Dentist,Show open hours for the week,https://www.google.com/maps/place/North+Dallas+Smiles/data=!4m7!3m6!1s0x864c23048e923ebb:0x80e5b243e99608af!8m2!3d32.9842865!4d-96.8010382!16s%2Fg%2F11fp6t7982!19sChIJuz6SjgQjTIYRrwiW6UOy5YA?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:39:27.677686,,https://www.instagram.com/northdallassmiles,,1051,,,10,yes,Has online booking; Has online booking,1,Leaky Funnel,Group,Fresh,30d ago,,,,,,,,,,,,,,,
North Dallas Family Dental,"
5408 Alpha Rd, Dallas, TX 75240, United States",Dallas Core,DFW,+1 972-386-6200,http://www.northdallasfamilydental.com/,5.0,594,Dentist,Show open hours for the week,https://www.google.com/maps/place/North+Dallas+Family+Dental/data=!4m7!3m6!1s0x864c20dddfc405fd:0x705dc4665f1f63d2!8m2!3d32.9325256!4d-96.8150644!16s%2Fg%2F1264k9g8l!19sChIJ_QXE390gTIYR0mMfX2bEXXA?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:39:34.760156,https://www.facebook.com/NorthDallasFamilyDental,https://www.instagram.com/north_dallas_family_dental,,594,16,,9,yes,Has online booking; Large team (16 doctors); No SSL; Has online booking,1,Leaky Funnel,Group,Fresh,30d ago,,,,,,,,,,,,,,,
North Dallas Dental Group,"
17120 Dallas Pkwy #150, Dallas, TX 75248, United States",Dallas Core,DFW,+1 972-407-1333,https://www.northdallasdentalgroup.com/,5.0,900,Dentist,Show open hours for the week,https://www.google.com/maps/place/North+Dallas+Dental+Group/data=!4m7!3m6!1s0x864c23fd9a48ab35:0x8137c296addb016!8m2!3d32.9833755!4d-96.8274154!16s%2Fg%2F11clswhnp1!19sChIJNatImv0jTIYRFrDdail8Ewg?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:39:45.585474,https://www.facebook.com/pages/Dr-Darren-Crosbie-DDS/135780943186903,https://www.instagram.com/northdallasdentalgroup,,900,5,,9,no,,1,Leaky Funnel,Group,Fresh,14d ago,,,,,,,,,,,,,,,
Coco Dental of North Dallas,"
12835 Preston Rd # 217, Dallas, TX 75230, United States",Dallas Core,DFW,+1 972-818-5649,https://www.cocodentalcenter.com/,4.9,253,Dentist,Show open hours for the week,https://www.google.com/maps/place/Coco+Dental+of+North+Dallas/data=!4m7!3m6!1s0x864c276c46a997b1:0xd0abc17382f14604!8m2!3d32.9243536!4d-96.8044545!16s%2Fg%2F11dfm153cm!19sChIJsZepRmwnTIYRBEbxgnPBq9A?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:39:52.621322,https://www.facebook.com/CocoDentalDallas,https://www.instagram.com/cocodentalcenter,,253,1,,9,yes,Has online booking; Single practitioner; Has online booking,1,Leaky Funnel,Solo,Fresh,60d ago,,,,,,,,,,,,,,,
Bear Creek Family Dentistry,"
14207 Coit Rd, Dallas, TX 75254, United States",Dallas Core,DFW,+1 972-490-1600,https://www.bearcreekfamilydentistry.com/,4.8,1913,Dentist,Show open hours for the week,https://www.google.com/maps/place/Bear+Creek+Family+Dentistry/data=!4m7!3m6!1s0x864c21caccaf1703:0xcbd029c90dadf026!8m2!3d32.94166!4d-96.7705164!16s%2Fg%2F1ptwp76px!19sChIJAxevzMohTIYRJvCtDckp0Ms?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:40:00.911176,https://www.facebook.com/tr,,,1913,2,,8,no,Facebook only,1,Leaky Funnel,Group,Fresh,30d ago,,,,,,,,,,,,,,,
Yes Dental,"
14215 Coit Rd #112, Dallas, TX 75254, United States",Dallas Core,DFW,+1 972-701-8282,https://www.yesdentaltx.com/?utm_source=google_organic&utm_medium=gmb_website&utm_campaign=gmb_website_link,4.9,593,Dentist,Show open hours for the week,https://www.google.com/maps/place/Yes+Dental/data=!4m7!3m6!1s0x864c21cacf6ed159:0x2a9692b5c74be4f8!8m2!3d32.9429888!4d-96.7709111!16s%2Fg%2F11b7gmvk1j!19sChIJWdFuz8ohTIYR-ORLx7WSlio?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:40:29.632330,,,,593,,,0,no,Website timeout,1,Leaky Funnel,Unknown,Fresh,7d ago,,,,,,,,,,,,,,,
Crossroads Dental,"
6190 Lyndon B Johnson Fwy Ste 100, Dallas, TX 75240, United States",Dallas Core,DFW,+1 945-298-5882,http://crossroadsdentaldallas.com/?utm_source=gbp&utm_medium=organic&utm_campaign=yext_listing,4.9,531,Dentist,Show open hours for the week,https://www.google.com/maps/place/Crossroads+Dental/data=!4m7!3m6!1s0x864c20f108bcb6a9:0x1c9a0c2b872d2d8a!8m2!3d32.924041!4d-96.799679!16s%2Fg%2F1vkxmnsl!19sChIJqba8CPEgTIYRii0thysMmhw?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:40:36.056537,https://facebook.com/134827083274827,,,531,4,,8,yes,Has online booking; Facebook only; No SSL,1,Leaky Funnel,Group,Fresh,30d ago,,,,,,,,,,,,,,,
Heritage Family Dentistry - North Dallas,"
18111 Preston Rd STE 100, Dallas, TX 75252, United States",Dallas Core,DFW,+1 214-894-9247,https://yourheritagefamilydentistry.com/locations/north-dallas-dentist/,4.9,628,Dentist,Show open hours for the week,https://www.google.com/maps/place/Heritage+Family+Dentistry+-+North+Dallas/data=!4m7!3m6!1s0x864c23cea20509f5:0xbec15a25de19e9ea!8m2!3d32.9997423!4d-96.7981411!16s%2Fg%2F1hc28_mgl!19sChIJ9QkFos4jTIYR6ukZ3iVawb4?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:40:50.781850,https://www.facebook.com/HFDFrisco,,,628,4,,10,yes,Has online booking; Facebook only; Has online booking,1,Leaky Funnel,Group,Fresh,30d ago,,,,,,,,,,,,,,,
For You Dental,"
5365 Spring Valley Rd 130 Room C, Dallas, TX 75254, United States",Dallas Core,DFW,+1 214-231-3131,https://foryoudental.com/,4.9,579,Dentist,Show open hours for the week,https://www.google.com/maps/place/For+You+Dental/data=!4m7!3m6!1s0x864c21204094a851:0x908e408c2a3aaecb!8m2!3d32.939827!4d-96.8150619!16s%2Fg%2F1yh5tgy1y!19sChIJUaiUQCAhTIYRy646KoxAjpA?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:40:56.583917,https://www.facebook.com/ForYouDental,https://www.instagram.com/foryoudental1,,579,7,,10,yes,Has online booking; Large team (7 doctors); Has online booking,1,Leaky Funnel,Group,Fresh,30d ago,,,,,,,,,,,,,,,
W Dental Dallas,"
13525 Montfort Dr, Dallas, TX 75240, United States",Dallas Core,DFW,+1 972-385-4855,http://www.wdentaldallas.com/,4.9,297,Dentist,Show open hours for the week,https://www.google.com/maps/place/W+Dental+Dallas/data=!4m7!3m6!1s0x864c20e74350e529:0xb609500f128d5721!8m2!3d32.9313802!4d-96.8132242!16s%2Fg%2F1tfh51f6!19sChIJKeVQQ-cgTIYRIVeNEg9QCbY?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:41:09.586869,http://www.facebook.com/2008/fbml,http://instagram.com/wdentaldallas,,297,7,,7,yes,Has online booking; Large team (7 doctors); No SSL,1,Leaky Funnel,Group,Fresh,30d ago,,,,,,,,,,,,,,,
Dental Defenders,"
13536 Preston Rd Suite #108, Dallas, TX 75240, United States",Dallas Core,DFW,+1 469-677-2575,https://www.dentaldefendersdallas.com/,4.8,512,Dentist,Show open hours for the week,https://www.google.com/maps/place/Dental+Defenders/data=!4m7!3m6!1s0x864c21b4ec7cedb3:0x4d7c56fc9501db0f!8m2!3d32.931865!4d-96.8026559!16s%2Fg%2F11j91qf9rc!19sChIJs-187LQhTIYRD9sBlfxWfE0?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:41:18.880980,https://facebook.com/profile.php,,,512,,,10,yes,Has online booking; Facebook only; Has online booking,1,Leaky Funnel,Unknown,Fresh,14d ago,,,,,,,,,,,,,,,
North Dallas Endodontics,"
12655 N Central Expy #1014, Dallas, TX 75251, United States",Dallas Core,DFW,+1 214-342-0425,https://northdallasendo.com/,4.9,1636,Endodontist,Show open hours for the week,https://www.google.com/maps/place/North+Dallas+Endodontics/data=!4m7!3m6!1s0x864c203e7cca4b95:0xb92b42652aff5aa4!8m2!3d32.9208001!4d-96.7675015!16s%2Fg%2F1tx8tm26!19sChIJlUvKfD4gTIYRpFr_KmVCK7k?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:41:27.764715,,,,1636,1,,9,yes,Has online booking; Single practitioner; No social media; Has online booking,1,Leaky Funnel,Solo,Fresh,14d ago,,,,,,,,,,,,,,,
North Dallas Cosmetic Dentistry - Robert B. Mitchell,"
5438 Alpha Rd, Dallas, TX 75240, United States",Dallas Core,DFW,+1 972-233-1311,https://www.robertmitchelldds.com/,5.0,318,Dentist,Show open hours for the week,https://www.google.com/maps/place/North+Dallas+Cosmetic+Dentistry+-+Robert+B.+Mitchell/data=!4m7!3m6!1s0x864c20ddff072eed:0x9c363ae8b8f706e7!8m2!3d32.9324438!4d-96.8137479!16s%2Fg%2F1tcxk4yy!19sChIJ7S4H_90gTIYR5wb3uOg6Npw?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:41:32.466839,https://www.facebook.com/RobertMitchellDDS,https://www.instagram.com/drrobertmitchelldds,,318,13,,9,yes,Has online booking; Large team (13 doctors),1,Leaky Funnel,Group,Fresh,60d ago,,,,,,,,,,,,,,,
Lynn Dental Care,"
6190 Lyndon B Johnson Fwy Suite 900, Dallas, TX 75240, United States",Dallas Core,DFW,+1 972-934-1400,https://www.lynndentalcare.com/?utm_campaign=gmb&utm_medium=local&utm_source=google,4.9,432,Dentist,Show open hours for the week,https://www.google.com/maps/place/Lynn+Dental+Care/data=!4m7!3m6!1s0x864c20f1aed78293:0xf2990c2710412b42!8m2!3d32.923645!4d-96.7997207!16s%2Fg%2F12cntvszb!19sChIJk4LXrvEgTIYRQitBECcMmfI?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:41:45.141330,https://www.facebook.com/LynnDentalCare,,,432,5,,9,no,Facebook only,1,Leaky Funnel,Group,No reviews,,,,,,,,,,,,,,,,
DentUrgent,"
13021 Coit Rd #100, Dallas, TX 75240, United States",Dallas Core,DFW,+1 469-249-9017,https://www.emergencydentistdallastx.com/,4.6,195,Dentist,Show open hours for the week,https://www.google.com/maps/place/DentUrgent/data=!4m7!3m6!1s0x864c20388df01593:0x115e2ab5c723d625!8m2!3d32.9259831!4d-96.7694633!16s%2Fg%2F11hbsxwy1c!19sChIJkxXwjTggTIYRJdYjx7UqXhE?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:41:49.129052,https://www.facebook.com/EmergencyDentalCareDallas,https://www.instagram.com/denturgentdallas,,195,2,,9,no,,1,Leaky Funnel,Group,Fresh,30d ago,,,,,,,,,,,,,,,
North Haven Family Dentistry,"
11661 Preston Rd # 141, Dallas, TX 75230, United States",Dallas Core,DFW,+1 972-233-1906,https://northhavenfamilydentistry.com/,4.9,287,Dental clinic,Show open hours for the week,https://www.google.com/maps/place/North+Haven+Family+Dentistry/data=!4m7!3m6!1s0x864c20922e6deed1:0x5d7ffb9c1773ff88!8m2!3d32.9072689!4d-96.8054267!16s%2Fg%2F12ltxx07b!19sChIJ0e5tLpIgTIYRiP9zF5z7f10?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:42:03.094376,https://facebook.com/northhavenfamilydentistry,https://www.instagram.com/northhavenfamilydental,,287,10,,9,yes,Has online booking; Large team (10 doctors); Has online booking,1,Leaky Funnel,Group,Fresh,60d ago,,,,,,,,,,,,,,,
Prestonwood Family Dentistry,"
16000 Preston Rd #310, Dallas, TX 75248, United States",Dallas Core,DFW,+1 972-559-9654,https://www.prestonwooddentistry.com/,4.9,498,Dentist,Show open hours for the week,https://www.google.com/maps/place/Prestonwood+Family+Dentistry/data=!4m7!3m6!1s0x864c216dedb1126f:0x5e8d7003794d25e2!8m2!3d32.9664172!4d-96.8039871!16s%2Fg%2F1tq4rh3j!19sChIJbxKx7W0hTIYR4iVNeQNwjV4?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:42:09.706788,https://www.facebook.com/prestonwooddentistry,,,498,15,,10,yes,Has online booking; Large team (15 doctors); Facebook only; Has online booking,1,Leaky Funnel,Group,Fresh,30d ago,,,,,,,,,,,,,,,
Fresh Dental Orthodontics & Implant Center,"
16631 Coit Rd #114, Dallas, TX 75248, United States",Dallas Core,DFW,+1 214-484-5978,https://www.freshdentaltoday.com/,5.0,525,Dentist,Show open hours for the week,https://www.google.com/maps/place/Fresh+Dental+Orthodontics+%26+Implant+Center/data=!4m7!3m6!1s0x864c21f4953b19ed:0xad556c0ef51dcb1b!8m2!3d32.9808199!4d-96.7693386!16s%2Fg%2F11b6dqky8p!19sChIJ7Rk7lfQhTIYRG8sd9Q5sVa0?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:42:19.233387,https://www.facebook.com/freshdentaldallas,https://www.instagram.com/_freshdental,,525,5,,10,yes,Has online booking; Has online booking,1,Leaky Funnel,Group,Fresh,7d ago,,,,,,,,,,,,,,,
Superior Smiles,"
6600 Lyndon B Johnson Fwy Suite 225, Dallas, TX 75240, United States",Dallas Core,DFW,+1 214-296-2778,https://superiorsmiles.net/?utm_source=GMB&utm_medium=organic&utm_campaign=DevOptimization&utm_content=Website,4.9,125,Dentist,Show open hours for the week,https://www.google.com/maps/place/Superior+Smiles/data=!4m7!3m6!1s0x864c20589be7b09f:0x5f1885837631f223!8m2!3d32.9238293!4d-96.7912986!16s%2Fg%2F1th7n94s!19sChIJn7Dnm1ggTIYRI_IxdoOFGF8?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:42:24.759871,https://www.facebook.com/superiorsmilesdallas,https://www.instagram.com/superiorsmiles.dallas,,125,,,10,yes,Has online booking; Has online booking,1,Leaky Funnel,Group,Fresh,60d ago,,,,,,,,,,,,,,,
Bent Tree Dental - Dr. Rick Miller,"
4222 Trinity Mills Rd Suite 118, Dallas, TX 75287, United States",Dallas Core,DFW,+1 972-833-7785,https://benttreedental.com/,4.9,85,Dentist,Show open hours for the week,https://www.google.com/maps/place/Bent+Tree+Dental+-+Dr.+Rick+Miller/data=!4m7!3m6!1s0x864c2406d373920b:0xeffacd58d7e16eab!8m2!3d32.987558!4d-96.8377607!16s%2Fg%2F1tfc6_zg!19sChIJC5Jz0wYkTIYRq27h11jN-u8?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:42:39.458352,https://www.facebook.com/profile.php,https://www.instagram.com/benttreedental,,85,18,,10,yes,Has online booking; Large team (18 doctors); Has online booking,1,Leaky Funnel,Group,No reviews,,,,,,,,,,,,,,,,
Denstar Dental Center,"
14075 Waterfall Way, Dallas, TX 75240, United States",Dallas Core,DFW,+1 972-783-5711,https://denstardentist.com/,4.9,661,Dentist,Show open hours for the week,https://www.google.com/maps/place/Denstar+Dental+Center/data=!4m7!3m6!1s0x864c20336c026ad1:0xc5a2f3d1d956c148!8m2!3d32.9391926!4d-96.7644955!16s%2Fg%2F1wv_smbf!19sChIJ0WoCbDMgTIYRSMFW2dHzosU?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:42:48.823124,https://www.facebook.com/DenstarDentalCenter,,,661,,,9,yes,Has online booking; Facebook only; Has online booking,1,Leaky Funnel,Group,No reviews,,,,,,,,,,,,,,,,
Prestonwood Dental,"
6009 Belt Line Rd #100, Dallas, TX 75254, United States",Dallas Core,DFW,+1 972-239-1998,http://www.prestonwooddental.com/,4.9,151,Cosmetic dentist,Show open hours for the week,https://www.google.com/maps/place/Prestonwood+Dental/data=!4m7!3m6!1s0x864c21161c1823a9:0x1ccfb1263a4e105a!8m2!3d32.954365!4d-96.803087!16s%2Fg%2F1tgz0_by!19sChIJqSMYHBYhTIYRWhBOOiaxzxw?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:42:57.301355,,,,151,21,,7,no,Large team (21 doctors); No social media; No SSL,1,Leaky Funnel,Group,Fresh,60d ago,,,,,,,,,,,,,,,
Shwarts Family Dentistry,"
7522 Campbell Rd #120, Dallas, TX 75248, United States",Dallas Core,DFW,+1 469-998-1499,https://www.shwartsfamilydentistry.com/?utm_source=GoogleBusinessProfile&utm_medium=Organic&utm_campaign=Website,4.9,778,Dentist,Show open hours for the week,https://www.google.com/maps/place/Shwarts+Family+Dentistry/data=!4m7!3m6!1s0x864c1f0cb47856e3:0x8b1265e288051561!8m2!3d32.9775321!4d-96.7701849!16s%2Fg%2F11h4pl3fbm!19sChIJ41Z4tAwfTIYRYRUFiOJlEos?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:43:05.249258,https://www.facebook.com/ShwartsFamilyDentistry,,,778,13,,10,yes,Has online booking; Large team (13 doctors); Facebook only; Has online booking,1,Leaky Funnel,Group,Fresh,21d ago,,,,,,,,,,,,,,,
Fundamental Dental,"
11613 N Central Expy Suite #111A, Dallas, TX 75243, United States",Dallas Core,DFW,+1 972-945-2981,https://fundental.com/?utm_source=google_organic&utm_medium=gmb_website&utm_campaign=gmb_website_link,5.0,311,Dentist,Show open hours for the week,https://www.google.com/maps/place/Fundamental+Dental/data=!4m7!3m6!1s0x864c21b91c935de9:0xd40ba376488e3699!8m2!3d32.908051!4d-96.770677!16s%2Fg%2F11jp_4dxk1!19sChIJ6V2THLkhTIYRmTaOSHajC9Q?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:43:13.543561,,,,311,,,0,no,Website timeout,1,Leaky Funnel,Unknown,Fresh,30d ago,,,,,,,,,,,,,,,
Dr. H Dentistry,"
7912 Spring Valley Rd, Dallas, TX 75254, United States",Dallas Core,DFW,+1 972-404-0000,https://drhdentistry7.com/,4.7,128,Dentist,Show open hours for the week,https://www.google.com/maps/place/Dr.+H+Dentistry/data=!4m7!3m6!1s0x864c2035467eacf3:0x129c73e8a640cb5b!8m2!3d32.9396255!4d-96.7698638!16s%2Fg%2F1tq8jz5b!19sChIJ86x-RjUgTIYRW8tApuhznBI?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:43:23.030169,,,,128,5,,7,no,No social media,1,Leaky Funnel,Group,Fresh,90d ago,,,,,,,,,,,,,,,
Thrive Dental and Orthodontics,"
17977 Preston Rd Unit A, Dallas, TX 75252, United States",Dallas Core,DFW,+1 214-306-8088,https://thrivedentist.com/,4.8,500,Dentist,Show open hours for the week,https://www.google.com/maps/place/Thrive+Dental+and+Orthodontics/data=!4m7!3m6!1s0x864c235bf7167665:0xb137cc83da7f328a!8m2!3d32.9971557!4d-96.798973!16s%2Fg%2F11t4hjb0pr!19sChIJZXYW91sjTIYRijJ_2oPMN7E?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:43:38.564282,https://www.facebook.com/thrivedentist,https://www.instagram.com/thrivedentist,https://www.tiktok.com/@thrivedentist,500,3,,10,yes,Has online booking; Has online booking,1,Leaky Funnel,Group,Fresh,7d ago,,,,,,,,,,,,,,,
Central Dentist,"
10210 N Central Expy #100, Dallas, TX 75231, United States",Dallas Core,DFW,+1 214-368-0900,https://www.centraldentist.com/,4.8,176,Dentist,Show open hours for the week,https://www.google.com/maps/place/Central+Dentist/data=!4m7!3m6!1s0x864e9fe7db583fc3:0xba410a34d84874e4!8m2!3d32.8852984!4d-96.7691325!16s%2Fg%2F11c6lv2788!19sChIJwz9Y2-efToYR5HRI2DQKQbo?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:43:42.091626,,,,176,11,,8,no,Large team (11 doctors); No social media,1,Leaky Funnel,Group,Fresh,21d ago,,,,,,,,,,,,,,,
Parkway Dental,"
17610 Midway Rd #110, Dallas, TX 75287, United States",Dallas Core,DFW,+1 972-735-8900,https://www.parkwaydentaltx.com/,4.9,386,Dentist,Show open hours for the week,https://www.google.com/maps/place/Parkway+Dental/data=!4m7!3m6!1s0x864c24041b2b3f9b:0x14dc31034035efd2!8m2!3d32.9883998!4d-96.8410653!16s%2Fg%2F1tgm37_y!19sChIJmz8rGwQkTIYR0u81QAMx3BQ?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:43:59.878570,https://www.facebook.com/parkwaydentalcarrollton,https://instagram.com/parkwaydentalcarrollton,,386,4,,8,yes,Has online booking; Thin content,1,Leaky Funnel,Group,Fresh,30d ago,,,,,,,,,,,,,,,
Children's Dentistry of North Dallas Bigs,"
7859 Walnut Hill Ln Ste. 275, Dallas, TX 75230, United States",Dallas Core,DFW,+1 214-378-8868,https://www.mycdnd.com/?utm_source=GBEprompt,5.0,437,Pediatric dentist,Show open hours for the week,https://www.google.com/maps/place/Children%27s+Dentistry+of+North+Dallas+Bigs/data=!4m7!3m6!1s0x864e9fefc3940103:0x18c2abba60ba5a78!8m2!3d32.8813345!4d-96.7729939!16s%2Fg%2F1vm7bwbx!19sChIJAwGUw--fToYReFq6YLqrwhg?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:44:10.802367,https://www.facebook.com/childrensdentistryofnorthdallas,https://www.instagram.com/cdnd.pediatric.dentistry,,437,3,,10,yes,Has online booking; Has online booking,1,Leaky Funnel,Group,Fresh,14d ago,,,,,,,,,,,,,,,
Victor's Smile Dental Studio,"
15203 Knoll Trail Dr #117, Dallas, TX 75248, United States",Dallas Core,DFW,+1 972-934-8497,http://dentistindallastexas.com/,4.4,31,Dental clinic,Show open hours for the week,https://www.google.com/maps/place/Victor%27s+Smile+Dental+Studio/data=!4m7!3m6!1s0x864c2140a6090637:0xca4437e1d30aa0e4!8m2!3d32.961187!4d-96.819432!16s%2Fg%2F1tfk9dw8!19sChIJNwYJpkAhTIYR5KAK0-E3RMo?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:44:15.898907,https://www.facebook.com/pages/Smile-Studio-Dr-Lin-DDS/472096712844220,,,31,12,,9,yes,Has online booking; Large team (12 doctors); Facebook only; No SSL; Has online booking,1,Leaky Funnel,Group,Recent,8mo ago,,,,,,,,,,,,,,,
HJ Dental,"
9301 N Central Expy ste 585 tower 2, Dallas, TX 75231, United States",Dallas Core,DFW,+1 214-521-3148,https://www.dallasdds.net/,4.9,623,Dentist,Show open hours for the week,https://www.google.com/maps/place/HJ+Dental/data=!4m7!3m6!1s0x864e9f189eb62435:0xa720d96e2055062b!8m2!3d32.8747918!4d-96.771231!16s%2Fg%2F1trrdm6w!19sChIJNSS2nhifToYRKwZVIG7ZIKc?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:44:24.357983,https://www.facebook.com/HJdent,https://www.instagram.com/hj.dental,,623,3,,9,no,,1,Leaky Funnel,Group,Fresh,7d ago,,,,,,,,,,,,,,,
Preston Hollow Dental Care & Orthodontics,"
11661 Preston Rd Suite 104, Dallas, TX 75230, United States",Dallas Core,DFW,+1 214-647-3106,https://prestonhollowdentalcare.com/contact.html,4.4,549,Dentist,Show open hours for the week,https://www.google.com/maps/place/Preston+Hollow+Dental+Care+%26+Orthodontics/data=!4m7!3m6!1s0x864ea057e2394973:0x6d5f4a1ea39c5b4a!8m2!3d32.9091347!4d-96.8048323!16s%2Fg%2F1tg8k3n7!19sChIJc0k54legToYRSlucox5KX20?authuser=0&hl=en&rclk=1,dentist North Dallas TX,2026-02-27T17:44:29.230104,,,,549,,,9,yes,Has online booking; No social media; Has online booking,1,Leaky Funnel,Group,Fresh,30d ago,,,,,,,,,,,,,,,
