name,address,area,city,phone,website,rating,review_count,categories,hours,google_maps_url,search_term,scraped_at,facebook_url,instagram_url,tiktok_url,google_review_count,doctor_count,staff_count,site_score,has_online_booking,comments
Dr. Civon Gewelber,"
1707 W Charleston Blvd, Las Vegas, NV 89102, United States",Central Las Vegas,Las Vegas,+1 702-671-5175,,5.0,,Dentist,,https://www.google.com/maps/place/Dr.+Civon+Gewelber/data=!4m7!3m6!1s0x80c8c392d8734055:0xe8420824fbea6801!8m2!3d36.1580564!4d-115.1643523!16s%2Fg%2F11b70hsds2!19sChIJVUBz2JLDyIARAWjq-yQIQug?authuser=0&hl=en&rclk=1,dentist Downtown Las Vegas NV,2026-03-02T13:51:55.241876,,,,,,,0,,No website
Las Vegas Dental Assistant School - Charleston,"
2801 W Charleston Blvd Suite 100, Las Vegas, NV 89102, United States",Central Las Vegas,Las Vegas,+1 702-744-9702,https://lasvegasdentalassistant.com/locations/las-vegas-las-vegas-nv/?utm_source=google&utm_medium=gbp&utm_campaign=gbp_be_lasvegas_das&utm_content=listing,4.3,29,Trade school,Show open hours for the week,https://www.google.com/maps/place/Las+Vegas+Dental+Assistant+School+-+Charleston/data=!4m7!3m6!1s0x80c8c3e642c0b0dd:0x9700332abcd7f9ad!8m2!3d36.1586577!4d-115.1792046!16s%2Fg%2F11gd67vv31!19sChIJ3bDAQubDyIARrfnXvCozAJc?authuser=0&hl=en&rclk=1,dentist Downtown Las Vegas NV,2026-03-02T13:52:21.178200,,,,29,,,0,no,Website timeout
"Dr. Douglas C. Ashman, DDS","
1700 W Charleston Blvd, Las Vegas, NV 89106, United States",Central Las Vegas,Las Vegas,+1 702-774-2816,http://dentalschool.unlv.edu/,5.0,,Dentist,,"https://www.google.com/maps/place/Dr.+Douglas+C.+Ashman,+DDS/data=!4m7!3m6!1s0x80c8c39322a7079f:0x1337516fff7c58fd!8m2!3d36.1603589!4d-115.1640892!16s%2Fg%2F1tp1z2m6!19sChIJnwenIpPDyIAR_Vh8_29RNxM?authuser=0&hl=en&rclk=1",dentist Downtown Las Vegas NV,2026-03-02T13:52:41.328549,https://www.facebook.com/OfficialUNLV,https://www.instagram.com/unlv,https://tiktok.com/@officialunlv,,8,,8,no,Large team (8 doctors); No SSL
"Dr. Billy G. Smith, DDS","
1700 W Charleston Blvd, Las Vegas, NV 89106, United States",Central Las Vegas,Las Vegas,+1 702-774-2816,http://dentalschool.unlv.edu/,5.0,,Dentist,,"https://www.google.com/maps/place/Dr.+Billy+G.+Smith,+DDS/data=!4m7!3m6!1s0x80c8c39322a7079f:0x91f88fd3e1a3aced!8m2!3d36.1603589!4d-115.1640892!16s%2Fg%2F1tgnryrd!19sChIJnwenIpPDyIAR7ayj4dOP-JE?authuser=0&hl=en&rclk=1",dentist Downtown Las Vegas NV,2026-03-02T13:52:59.360339,https://www.facebook.com/OfficialUNLV,https://www.instagram.com/unlv,https://tiktok.com/@officialunlv,,8,,8,no,Large team (8 doctors); No SSL
Comprehensive Dental Care,"
2790 W Horizon Ridge Pkwy #100, Henderson, NV 89052, United States",Henderson,Las Vegas,+1 702-735-3284,https://nvdentists.com/,4.9,1276,Dentist,Show open hours for the week,https://www.google.com/maps/place/Comprehensive+Dental+Care/data=!4m7!3m6!1s0x80c8ce0933d2549d:0x233f20764771d079!8m2!3d35.9992485!4d-115.1098861!16s%2Fg%2F1tyyxd2d!19sChIJnVTSMwnOyIARedBxR3YgPyM?authuser=0&hl=en&rclk=1,dentist Downtown Las Vegas NV,2026-03-02T13:53:19.021686,https://www.facebook.com/NVDentists,https://www.instagram.com/comprehensivedentalimplants,,1276,2,,9,no,
"Dr. Duy M. Nguyen, DDS","
1001 Shadow Ln # 7423, Las Vegas, NV 89106, United States",Central Las Vegas,Las Vegas,+1 702-774-2816,http://dentalschool.unlv.edu/,,,Dentist,,"https://www.google.com/maps/place/Dr.+Duy+M.+Nguyen,+DDS/data=!4m7!3m6!1s0x80c8c39367912d87:0x732b16759b655eeb!8m2!3d36.1600971!4d-115.1647662!16s%2Fg%2F1hc1n7k51!19sChIJhy2RZ5PDyIAR615lm3UWK3M?authuser=0&hl=en&rclk=1",dentist Downtown Las Vegas NV,2026-03-02T13:53:36.281842,https://www.facebook.com/OfficialUNLV,https://www.instagram.com/unlv,https://tiktok.com/@officialunlv,,8,,8,no,Large team (8 doctors); No SSL
"Dr. Kelli R. Stewart, DMD","
1707 W Charleston Blvd, Las Vegas, NV 89102, United States",Central Las Vegas,Las Vegas,+1 702-774-2816,http://dentalschool.unlv.edu/,4.7,,Dentist,,"https://www.google.com/maps/place/Dr.+Kelli+R.+Stewart,+DMD/data=!4m7!3m6!1s0x80c8c392d80b6cfd:0xe2dacfa60f801108!8m2!3d36.1579906!4d-115.1643671!16s%2Fg%2F1thsrnpx!19sChIJ_WwL2JLDyIARCBGAD6bP2uI?authuser=0&hl=en&rclk=1",dentist Downtown Las Vegas NV,2026-03-02T13:54:00.850936,https://www.facebook.com/OfficialUNLV,https://www.instagram.com/unlv,https://tiktok.com/@officialunlv,,8,,8,no,Large team (8 doctors); No SSL
"Dr. Bob M. Martin, DDS","
1700 W Charleston Blvd, Las Vegas, NV 89106, United States",Central Las Vegas,Las Vegas,+1 702-774-2816,http://dentalschool.unlv.edu/,3.5,,Dentist,,"https://www.google.com/maps/place/Dr.+Bob+M.+Martin,+DDS/data=!4m7!3m6!1s0x80c8c39322a7079f:0x6c46ed170ec97d34!8m2!3d36.1603589!4d-115.1640892!16s%2Fg%2F1tvgvmdb!19sChIJnwenIpPDyIARNH3JDhftRmw?authuser=0&hl=en&rclk=1",dentist Downtown Las Vegas NV,2026-03-02T13:54:13.413998,https://www.facebook.com/OfficialUNLV,https://www.instagram.com/unlv,https://tiktok.com/@officialunlv,,8,,8,no,Large team (8 doctors); No SSL
Hibler Jeanne a DDS,"
1001 Shadow Ln # 7410, Las Vegas, NV 89106, United States",Central Las Vegas,Las Vegas,+1 702-774-2682,,5.0,,Dentist,,https://www.google.com/maps/place/Hibler+Jeanne+a+DDS/data=!4m7!3m6!1s0x80c8c3ecb2f32f87:0x48aee91342ca10a9!8m2!3d36.1600971!4d-115.1647662!16s%2Fg%2F1vbnppj7!19sChIJhy_zsuzDyIARqRDKQhPprkg?authuser=0&hl=en&rclk=1,dentist Downtown Las Vegas NV,2026-03-02T13:54:30.076572,,,,,,,0,,No website
Stratton Travis C DDS,"
1001 Shadow Ln # 7423, Las Vegas, NV 89106, United States",Central Las Vegas,Las Vegas,+1 702-774-2682,,,,Dentist,,https://www.google.com/maps/place/Stratton+Travis+C+DDS/data=!4m7!3m6!1s0x80c8c3ecb2f32f87:0x6da5fc8fad2c0bc!8m2!3d36.1600971!4d-115.1647662!16s%2Fg%2F1tmpw7sz!19sChIJhy_zsuzDyIARvMDS-shf2gY?authuser=0&hl=en&rclk=1,dentist Downtown Las Vegas NV,2026-03-02T13:54:41.601619,,,,,,,0,,No website
Kirit Theodore DDS,"
1700 W Charleston Blvd, Las Vegas, NV 89106, United States",Central Las Vegas,Las Vegas,+1 702-774-2677,,5.0,,Dentist,,https://www.google.com/maps/place/Kirit+Theodore+DDS/data=!4m7!3m6!1s0x80c8c39322a7079f:0x792a70dbd4f7ea38!8m2!3d36.1603589!4d-115.1640892!16s%2Fg%2F1tgw59gd!19sChIJnwenIpPDyIAROOr31NtwKnk?authuser=0&hl=en&rclk=1,dentist Downtown Las Vegas NV,2026-03-02T13:55:02.264928,,,,,,,0,,No website
Spring Valley Dentist Office,"
6160 W Tropicana Ave Ste E-1, Las Vegas, NV 89103, United States",Central Las Vegas,Las Vegas,+1 702-858-9466,https://www.springvalleydentistoffice.com/?sc_cid=GBP%3AO%3AGP%3A491%3AOrganic_Search%3AGeneral%3Ana&_vsrefdom=organic_gbp&y_source=1_MjU4NTQ3Ny03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,4.7,432,Dentist,Show open hours for the week,https://www.google.com/maps/place/Spring+Valley+Dentist+Office/data=!4m7!3m6!1s0x80c8c6e529d37da3:0x783998df0b8d74f4!8m2!3d36.100595!4d-115.2275813!16s%2Fg%2F11b8v83d9_!19sChIJo33TKeXGyIAR9HSNC9-YOXg?authuser=0&hl=en&rclk=1,dentist Spring Valley Las Vegas NV,2026-03-02T14:01:13.290740,,,,432,,,2,no,No social media; No mobile viewport; Thin content
Dentists of Spring Valley,"
5270 S Fort Apache Rd Ste 350, Las Vegas, NV 89148, United States",Central Las Vegas,Las Vegas,+1 702-273-3404,https://www.dentistsofspringvalley.com/?sc_cid=GBP%3AO%3AGP%3A499%3AOrganic_Search%3AGeneral%3Ana&_vsrefdom=organic_gbp&y_source=1_MzgyNDczMy03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,4.8,468,Dentist,Show open hours for the week,https://www.google.com/maps/place/Dentists+of+Spring+Valley/data=!4m7!3m6!1s0x80c8b8979cd03ea9:0x46a45dc70b3fad4!8m2!3d36.0929722!4d-115.2964359!16s%2Fg%2F11cspmqbxf!19sChIJqT7QnJe4yIAR1PqzcNxFagQ?authuser=0&hl=en&rclk=1,dentist Spring Valley Las Vegas NV,2026-03-02T14:01:39.392813,,,,468,,,2,no,No social media; No mobile viewport; Thin content
Most Dental,"
6392 Spring Mountain Rd, Las Vegas, NV 89146, United States",Central Las Vegas,Las Vegas,+1 702-871-0304,https://www.mostdental.com/,4.9,250,Dentist,Closed · Opens 9 am,https://www.google.com/maps/place/Most+Dental/data=!4m7!3m6!1s0x80c8c6d410b509e3:0xd7b7d5f96e585eda!8m2!3d36.126083!4d-115.23155!16s%2Fg%2F11gn1wj1x6!19sChIJ4wm1ENTGyIAR2l5YbvnVt9c?authuser=0&hl=en&rclk=1,dentist Spring Valley Las Vegas NV,2026-03-02T14:02:45.987515,https://www.facebook.com/mostdental,https://www.instagram.com/mostdentallv,,250,1,,9,yes,Has online booking; Single practitioner
Rocksprings Dental Group,"
7175 W Lake Mead Blvd Ste 110, Las Vegas, NV 89128, United States",Central Las Vegas,Las Vegas,+1 702-228-9911,https://www.rockspringsdental.com/?sc_cid=GBP%3AO%3AGP%3A162%3AOrganic_Search%3AGeneral%3Ana&_vsrefdom=organic_gbp&y_source=1_MTEwMjc1MS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,4.7,622,Dentist,Show open hours for the week,https://www.google.com/maps/place/Rocksprings+Dental+Group/data=!4m7!3m6!1s0x80c8c0307f46254d:0x4a816a7253e6bc83!8m2!3d36.195254!4d-115.247804!16s%2Fg%2F1tfvhh5r!19sChIJTSVGfzDAyIARg7zmU3JqgUo?authuser=0&hl=en&rclk=1,dentist Spring Valley Las Vegas NV,2026-03-02T14:03:37.235863,,,,622,,,2,no,No social media; No mobile viewport; Thin content
Nevada Smiles Dental Spring Valley,"
8445 W Flamingo Rd, Las Vegas, NV 89147, United States",Central Las Vegas,Las Vegas,+1 702-309-0909,,4.6,240,Dentist,Show open hours for the week,https://www.google.com/maps/place/Nevada+Smiles+Dental+Spring+Valley/data=!4m7!3m6!1s0x80c8c751716718c5:0x3747d74f82559522!8m2!3d36.1144364!4d-115.2753412!16s%2Fg%2F1pt_z_4s6!19sChIJxRhncVHHyIARIpVVgk_XRzc?authuser=0&hl=en&rclk=1,dentist Spring Valley Las Vegas NV,2026-03-02T14:03:51.716437,,,,240,,,0,,No website
Complete Dental,"
2625 S Rainbow Blvd D-100, Las Vegas, NV 89146, United States",Central Las Vegas,Las Vegas,+1 702-227-5800,https://www.completedentallv.com/,4.6,366,Dentist,Show open hours for the week,https://www.google.com/maps/place/Complete+Dental/data=!4m7!3m6!1s0x80c8c0dbecf6468b:0xc5391ec273da166a!8m2!3d36.1415901!4d-115.2435073!16s%2Fg%2F12hlqj675!19sChIJi0b27NvAyIARahbac8IeOcU?authuser=0&hl=en&rclk=1,dentist Spring Valley Las Vegas NV,2026-03-02T14:04:09.886801,https://www.facebook.com/completedentallv1,https://www.instagram.com/completedental,,366,3,,9,no,
Vegas Choice Dental,"
2801 W Charleston Blvd Suite 100, Las Vegas, NV 89102, United States",Central Las Vegas,Las Vegas,+1 702-710-9252,https://www.vegaschoicedental.com/,4.9,522,Cosmetic dentist,Show open hours for the week,https://www.google.com/maps/place/Vegas+Choice+Dental/data=!4m7!3m6!1s0x80c8c3e65d534ccf:0x9b6e93cddc6d918!8m2!3d36.1586603!4d-115.1792153!16s%2Fg%2F1w8wb94c!19sChIJz0xTXebDyIARGNnG3Tzptgk?authuser=0&hl=en&rclk=1,dentist Spring Valley Las Vegas NV,2026-03-02T14:04:22.611557,http://www.facebook.com/2008/fbml,,,522,29,,9,yes,Has online booking; Large team (29 doctors); Facebook only
Valley Smile Solutions,"
500 N Rainbow Blvd #315, Las Vegas, NV 89107, United States",Central Las Vegas,Las Vegas,+1 702-877-1055,https://www.valleysmileslv.com/,4.9,111,Dentist,Show open hours for the week,https://www.google.com/maps/place/Valley+Smile+Solutions/data=!4m7!3m6!1s0x80c8c1989bf03ff7:0xb28bd0da9a47a609!8m2!3d36.1780811!4d-115.2415738!16s%2Fg%2F11hz0kj1y4!19sChIJ9z_wm5jByIARCaZHmtrQi7I?authuser=0&hl=en&rclk=1,dentist Spring Valley Las Vegas NV,2026-03-02T14:04:38.333297,https://www.facebook.com/valleysmilesolutions,,,111,4,,10,yes,Has online booking; Facebook only; Has online booking
Las Vegas Dental Medicine,"
3225 S Rainbow Blvd # 100, Las Vegas, NV 89146, United States",Central Las Vegas,Las Vegas,+1 702-220-8726,https://www.lvdm.net/,4.9,123,Dentist,Show open hours for the week,https://www.google.com/maps/place/Las+Vegas+Dental+Medicine/data=!4m7!3m6!1s0x80c8c0d396dedbb5:0x7d82d7b8c065a8ec!8m2!3d36.1309795!4d-115.2433975!16s%2Fg%2F1tfgk2jv!19sChIJtdveltPAyIAR7KhlwLjXgn0?authuser=0&hl=en&rclk=1,dentist Spring Valley Las Vegas NV,2026-03-02T14:05:14.239608,https://www.facebook.com/share/19p1hXYLcT,https://www.instagram.com/reel/DGRTKYqzc1J/embed,,123,5,,9,no,
Dr Azimi DDS - Spring Valley Dentist,"
5255 S Durango Dr #2, Las Vegas, NV 89113, United States",Central Las Vegas,Las Vegas,+1 725-735-5100,https://www.drazimi.com/spring-valley,4.9,250,Dentist,Show open hours for the week,https://www.google.com/maps/place/Dr+Azimi+DDS+-+Spring+Valley+Dentist/data=!4m7!3m6!1s0x80c8c72fdcf0ed0f:0xc3d64b50c09bd1c8!8m2!3d36.0934297!4d-115.2797345!16s%2Fg%2F11fp3_5d3f!19sChIJD-3w3C_HyIARyNGbwFBL1sM?authuser=0&hl=en&rclk=1,dentist Spring Valley Las Vegas NV,2026-03-02T14:05:36.801091,https://www.facebook.com/AzimiDental,https://www.instagram.com/dr.azimi.dds,https://www.tiktok.com/@drazimidds,250,39,,9,no,Large team (39 doctors)
Aloha Dental Las Vegas,"
3955 S Durango Dr Suite B3, Las Vegas, NV 89147, United States",Central Las Vegas,Las Vegas,+1 702-846-0165,https://alohadentallv.com/?utm_source=google.com&utm_medium=business+profile&utm_campaign=,4.9,430,Dentist,Show open hours for the week,https://www.google.com/maps/place/Aloha+Dental+Las+Vegas/data=!4m7!3m6!1s0x80c8c754b8c3dd71:0x74663d3b40188aba!8m2!3d36.1186957!4d-115.2793919!16s%2Fg%2F1hbpwrwkv!19sChIJcd3DuFTHyIARuooYQDs9ZnQ?authuser=0&hl=en&rclk=1,dentist Spring Valley Las Vegas NV,2026-03-02T14:05:54.650530,https://www.facebook.com/AlohaDentalLV,https://www.instagram.com/aloha_dental,,430,9,,10,yes,Has online booking; Large team (9 doctors); Has online booking
West Valley Dental,"
Parking lot, 9827 W Tropicana Ave # 140, Las Vegas, NV 89147, United States",Central Las Vegas,Las Vegas,+1 702-255-9154,https://www.westvalleydentallv.com/,4.8,161,Dental clinic,Show open hours for the week,https://www.google.com/maps/place/West+Valley+Dental/data=!4m7!3m6!1s0x80c8b8bb4393fbe1:0x2fc2f64f337af69b!8m2!3d36.0995417!4d-115.3071842!16s%2Fg%2F1xgzc1c9!19sChIJ4fuTQ7u4yIARm_Z6M0_2wi8?authuser=0&hl=en&rclk=1,dentist Spring Valley Las Vegas NV,2026-03-02T14:06:15.979042,https://www.facebook.com/West-Valley-Dental-175068259210280,https://www.instagram.com/westvalleydentallv,,161,8,,9,no,Large team (8 doctors)
Smile Designers of Las Vegas,"
5670 W Flamingo Rd #B, Las Vegas, NV 89103, United States",Central Las Vegas,Las Vegas,+1 702-364-2373,https://www.lvsmiledesigners.com/,4.8,234,Dentist,Show open hours for the week,https://www.google.com/maps/place/Smile+Designers+of+Las+Vegas/data=!4m7!3m6!1s0x80c8c6c22ea8d07f:0x533a390a1f067f84!8m2!3d36.1154083!4d-115.2192659!16s%2Fg%2F1tdq690d!19sChIJf9CoLsLGyIARhH8GHwo5OlM?authuser=0&hl=en&rclk=1,dentist Spring Valley Las Vegas NV,2026-03-02T14:06:59.019160,https://www.facebook.com/SmileDesignersLV,https://www.instagram.com/smiledesignoflasvegas,,234,8,,10,yes,Has online booking; Large team (8 doctors); Has online booking
Rainbow Dental Care,"
4825 S Rainbow Blvd #201, Las Vegas, NV 89103, United States",Central Las Vegas,Las Vegas,+1 702-871-1000,http://www.rainbowdental.com/,4.8,105,Dentist,Show open hours for the week,https://www.google.com/maps/place/Rainbow+Dental+Care/data=!4m7!3m6!1s0x80c8c71bb62e2499:0x56c1b71456bcc6f7!8m2!3d36.1009791!4d-115.2437559!16s%2Fg%2F1tnmr_r_!19sChIJmSQuthvHyIAR98a8VhS3wVY?authuser=0&hl=en&rclk=1,dentist Spring Valley Las Vegas NV,2026-03-02T14:07:31.605522,,,,105,5,,7,yes,Has online booking; No social media; No SSL
Desert Breeze Dental,"
8650 W Spring Mountain Rd #101, Las Vegas, NV 89117, United States",Central Las Vegas,Las Vegas,+1 702-869-0032,http://mydesertbreezedental.com/,3.9,68,Dentist,Show open hours for the week,https://www.google.com/maps/place/Desert+Breeze+Dental/data=!4m7!3m6!1s0x80c8c0a90f3cae5f:0x6280807b1edbd8b6!8m2!3d36.1261335!4d-115.2803937!16s%2Fg%2F1tgz0wc9!19sChIJX648D6nAyIARttjbHnuAgGI?authuser=0&hl=en&rclk=1,dentist Spring Valley Las Vegas NV,2026-03-02T14:07:51.985630,https://www.facebook.com/mydesertbreezedental,https://www.instagram.com/desertbreezedental,,68,14,,5,yes,Has online booking; Large team (14 doctors); No SSL; Thin content
Dentist Summerlin NV | Desert Sky Dental,"
9690 W Tropicana Ave # 110B, Las Vegas, NV 89147, United States",Central Las Vegas,Las Vegas,+1 702-433-8400,https://www.desertskydentalsummerlin.com/,4.9,561,Dentist,Show open hours for the week,https://www.google.com/maps/place/Dentist+Summerlin+NV+%7C+Desert+Sky+Dental/data=!4m7!3m6!1s0x80c8b8b917f29729:0x282c293654b475f!8m2!3d36.1005351!4d-115.3036217!16s%2Fg%2F1ptw8m492!19sChIJKZfyF7m4yIARX0dLZZPCggI?authuser=0&hl=en&rclk=1,dentist Spring Valley Las Vegas NV,2026-03-02T14:08:08.045318,https://www.facebook.com/Jeromecutlerdds,,,561,1,,8,no,Single practitioner; Facebook only
Rainbow Modern Dentistry,"
3675 S Rainbow Blvd Ste 105, Las Vegas, NV 89103, United States",Central Las Vegas,Las Vegas,+1 702-602-2196,https://www.rainbowmoderndentistry.com/?sc_cid=GBP%3AO%3AGP%3A910%3AOrganic_Search%3AGeneral%3Ana&_vsrefdom=organic_gbp&y_source=1_MjY1MjU0MjItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,5.0,462,Dentist,Show open hours for the week,https://www.google.com/maps/place/Rainbow+Modern+Dentistry/data=!4m7!3m6!1s0x80c8c7d07263831d:0x8960ffbbb28499ee!8m2!3d36.1225338!4d-115.2436114!16s%2Fg%2F11shxwgvc8!19sChIJHYNjctDHyIAR7pmEsrv_YIk?authuser=0&hl=en&rclk=1,dentist Spring Valley Las Vegas NV,2026-03-02T14:08:25.336395,,,,462,,,2,no,No social media; No mobile viewport; Thin content
"Alatorre Dental of Las Vegas - Rosalynd Alatorre, D.M.D.","
2815 S Rainbow Blvd, Las Vegas, NV 89146, United States",Central Las Vegas,Las Vegas,+1 702-935-4210,https://www.alatorredental.com/,5.0,274,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Alatorre+Dental+of+Las+Vegas+-+Rosalynd+Alatorre,+D.M.D./data=!4m7!3m6!1s0x80c8c0da0e706f93:0x56203851f3f28447!8m2!3d36.1382543!4d-115.2434493!16s%2Fg%2F1hhkzr833!19sChIJk29wDtrAyIARR4Ty81E4IFY?authuser=0&hl=en&rclk=1",dentist Spring Valley Las Vegas NV,2026-03-02T14:09:17.205852,,,,274,,,0,no,Website timeout
Dental Designs of Las Vegas,"
3975 S Durango Dr UNIT 102, Las Vegas, NV 89147, United States",Central Las Vegas,Las Vegas,+1 725-425-9589,http://dentaldesignslasvegas.com/?utm_source=gbp&utm_medium=organic&utm_campaign=yext_listing,4.9,469,Dentist,Show open hours for the week,https://www.google.com/maps/place/Dental+Designs+of+Las+Vegas/data=!4m7!3m6!1s0x80c8c7549411a7f7:0x48a6f0252ab064ec!8m2!3d36.117909!4d-115.279471!16s%2Fg%2F1vgw8xcq!19sChIJ96cRlFTHyIAR7GSwKiXwpkg?authuser=0&hl=en&rclk=1,dentist Spring Valley Las Vegas NV,2026-03-02T14:09:49.443287,https://facebook.com/119520258145578,https://www.instagram.com/dentaldesignslv,,469,3,,8,yes,Has online booking; No SSL
Evergreen Dental Inc,"
4355 Spring Mountain Rd UNIT 204, Las Vegas, NV 89102, United States",Central Las Vegas,Las Vegas,+1 702-876-0808,,2.4,26,Dentist,Show open hours for the week,https://www.google.com/maps/place/Evergreen+Dental+Inc/data=!4m7!3m6!1s0x80c8c6a5a16e1ca1:0x6530883bab242a46!8m2!3d36.1258775!4d-115.197855!16s%2Fg%2F1w6_p2tt!19sChIJoRxuoaXGyIARRiokqzuIMGU?authuser=0&hl=en&rclk=1,dentist Spring Valley Las Vegas NV,2026-03-02T14:10:31.219713,,,,26,,,0,,No website
ABC Dental Care,"
7219 W Sahara Ave STE 130, Las Vegas, NV 89117, United States",Central Las Vegas,Las Vegas,+1 702-382-5678,https://www.abcdentalcare.com/?utm_source=las-vegas-nv-listing&utm_medium=gmb&utm_campaign=seo&utm_content=website,4.6,228,Dentist,Show open hours for the week,https://www.google.com/maps/place/ABC+Dental+Care/data=!4m7!3m6!1s0x80c8c0e69c40f1d3:0x3f22c2bbe0c930d3!8m2!3d36.1429342!4d-115.2501334!16s%2Fg%2F1tgcmkv0!19sChIJ0_FAnObAyIAR0zDJ4LvCIj8?authuser=0&hl=en&rclk=1,dentist Spring Valley Las Vegas NV,2026-03-02T14:11:49.156201,https://www.facebook.com/DentalImplantsLasVegas,https://www.instagram.com/abcdentalcarelv,,228,6,,10,yes,Has online booking; Large team (6 doctors); Has online booking
Sandquist Dentistry Las Vegas,"
2650 Lake Sahara Dr #160, Las Vegas, NV 89117, United States",Central Las Vegas,Las Vegas,+1 702-734-0776,https://lasvegasdentistry.com/,5.0,275,Dentist,Show open hours for the week,https://www.google.com/maps/place/Sandquist+Dentistry+Las+Vegas/data=!4m7!3m6!1s0x80c8c09fc8b6b781:0x66b83e13a4b17b02!8m2!3d36.1411209!4d-115.2825469!16s%2Fg%2F1trplgz1!19sChIJgbe2yJ_AyIARAnuxpBM-uGY?authuser=0&hl=en&rclk=1,dentist Spring Valley Las Vegas NV,2026-03-02T14:12:10.081367,https://www.facebook.com/DrSandquistLasVegas,https://www.instagram.com/sandquistdentistry,,275,10,,10,yes,Has online booking; Large team (10 doctors); Has online booking
Absolute Dental - Rainbow & Patrick,"
6127 S Rainbow Blvd 100 Ste 100, Las Vegas, NV 89118, United States",Central Las Vegas,Las Vegas,+1 702-998-2237,https://www.absolutedental.com/locations/nevada/las-vegas/6127-s-rainbow-blvd/,4.7,1038,Dentist,Show open hours for the week,https://www.google.com/maps/place/Absolute+Dental+-+Rainbow+%26+Patrick/data=!4m7!3m6!1s0x80c8c7ae1622e309:0xa7d3e66393ad392c!8m2!3d36.0774116!4d-115.243704!16s%2Fg%2F11c1wwq5lk!19sChIJCeMiFq7HyIARLDmtk2Pm06c?authuser=0&hl=en&rclk=1,dentist Spring Valley Las Vegas NV,2026-03-02T14:12:29.081424,,,,1038,,,3,no,No social media; No mobile viewport; Thin content
BYND DNTL,"
2560 Montessouri St #109, Las Vegas, NV 89117, United States",Central Las Vegas,Las Vegas,+1 702-362-9353,https://bynddntl.com/,4.7,202,Dentist,Show open hours for the week,https://www.google.com/maps/place/BYND+DNTL/data=!4m7!3m6!1s0x80c8c124e04984bb:0x7119ceadbaee6c5e!8m2!3d36.1428611!4d-115.2469284!16s%2Fg%2F1tf7gyxy!19sChIJu4RJ4CTByIARXmzuuq3OGXE?authuser=0&hl=en&rclk=1,dentist Spring Valley Las Vegas NV,2026-03-02T14:13:18.684698,,,,202,,,3,no,No social media; No mobile viewport; Thin content
Absolute Dental - Lake Mead,"
2217 E Lake Mead Blvd, North Las Vegas, NV 89030, United States",North Las Vegas,Las Vegas,+1 702-843-5028,https://www.absolutedental.com/locations/nevada/las-vegas/2217-e-lake-mead-blvd/,4.6,786,Dentist,Show open hours for the week,https://www.google.com/maps/place/Absolute+Dental+-+Lake+Mead/data=!4m7!3m6!1s0x80c8c3201c0e8c95:0x1d3b092a2de47283!8m2!3d36.1955893!4d-115.1176525!16s%2Fg%2F11bbw_mdlh!19sChIJlYwOHCDDyIARg3LkLSoJOx0?authuser=0&hl=en&rclk=1,dentist Spring Valley Las Vegas NV,2026-03-02T14:13:42.626648,,,,786,,,3,no,No social media; No mobile viewport; Thin content
Bella Smiles Las Vegas,"
6040 S Rainbow Blvd Suite B2, Las Vegas, NV 89118, United States",Central Las Vegas,Las Vegas,+1 702-728-8838,,4.8,529,Cosmetic dentist,Show open hours for the week,https://www.google.com/maps/place/Bella+Smiles+Las+Vegas/data=!4m7!3m6!1s0x80c8c7add7dd6823:0xc92a959033f1846e!8m2!3d36.0789954!4d-115.2422185!16s%2Fg%2F1wfvmyd1!19sChIJI2jd163HyIARboTxM5CVKsk?authuser=0&hl=en&rclk=1,dentist Spring Valley Las Vegas NV,2026-03-02T14:14:04.238505,,,,529,,,0,,No website
Four Seasons Dental Spa,"
8855 W Flamingo Rd Suite 101, Las Vegas, NV 89147, United States",Central Las Vegas,Las Vegas,+1 702-309-4600,http://www.fourseasonsdentalspa.com/,4.8,113,Dentist,Show open hours for the week,https://www.google.com/maps/place/Four+Seasons+Dental+Spa/data=!4m7!3m6!1s0x80c8b8aa14d8d1f3:0x9743855ca343dcff!8m2!3d36.114424!4d-115.285009!16s%2Fg%2F1vtqwcpw!19sChIJ89HYFKq4yIAR_9xDo1yFQ5c?authuser=0&hl=en&rclk=1,dentist Spring Valley Las Vegas NV,2026-03-02T14:14:43.439972,https://www.facebook.com/Holisticdentistlasvegas,https://www.instagram.com/four_seasons_dental_spa,,113,8,,9,yes,Has online booking; Large team (8 doctors); No SSL; Has online booking
