name,address,borough,city,phone,website,rating,review_count,categories,hours,google_maps_url,search_term,scraped_at
Village Dental NYC,"
77 E 12th St, New York, NY 10003, United States",Manhattan,New York,+1 332-230-4916,https://villagedentalnyc.com/,4.8,431,Dentist,Show open hours for the week,https://www.google.com/maps/place/Village+Dental+NYC/data=!4m7!3m6!1s0x89c259993e06d625:0x2b92a2531c4ada2d!8m2!3d40.7330427!4d-73.9902582!16s%2Fg%2F1ptwpvt6z!19sChIJJdYGPplZwokRLdpKHFOikis?authuser=0&hl=en&rclk=1,dentist East Village Lower East Side Manhattan,2026-02-25T19:14:44.598783
Zen Dentistry East Village,"
333 E 14th St, New York, NY 10003, United States",Manhattan,New York,+1 212-473-9002,http://zendentistrynyc.com/,4.8,362,Dentist,Show open hours for the week,https://www.google.com/maps/place/Zen+Dentistry+East+Village/data=!4m7!3m6!1s0x89c2599e20d88b37:0x2fa56e14fd016769!8m2!3d40.731879!4d-73.983227!16s%2Fg%2F1tfkm2ht!19sChIJN4vYIJ5ZwokRaWcB_RRupS8?authuser=0&hl=en&rclk=1,dentist East Village Lower East Side Manhattan,2026-02-25T19:14:50.599641
Perfect Dental Care,"
101 E 4th St, New York, NY 10003, United States",Manhattan,New York,+1 212-239-7027,http://www.perfectdentalny.com/,4.4,654,Dental clinic,Show open hours for the week,https://www.google.com/maps/place/Perfect+Dental+Care/data=!4m7!3m6!1s0x89c259d657c45387:0x6a13f8419cdb89ba!8m2!3d40.7259583!4d-73.9883989!16s%2Fg%2F11h2_wvp5n!19sChIJh1PEV9ZZwokRuonbnEH4E2o?authuser=0&hl=en&rclk=1,dentist East Village Lower East Side Manhattan,2026-02-25T19:14:56.947482
Advanced Dental Arts NYC,"
55 E 9th St, New York, NY 10003, United States",Manhattan,New York,+1 212-388-1170,https://advanceddentalartsnyc.com/,4.8,415,Dentist,Show open hours for the week,https://www.google.com/maps/place/Advanced+Dental+Arts+NYC/data=!4m7!3m6!1s0x89c258e51e770df9:0x742671c0d1a7adab!8m2!3d40.7318018!4d-73.9931647!16s%2Fg%2F1tkr05dr!19sChIJ-Q13HuVYwokRq62n0cBxJnQ?authuser=0&hl=en&rclk=1,dentist East Village Lower East Side Manhattan,2026-02-25T19:15:07.913477
ORAL Dental Studio NYC,"
131 Essex St Floor 2, New York, NY 10002, United States",Manhattan,New York,+1 646-798-9627,https://oraldentalstudio.com/,4.9,408,Dentist,Show open hours for the week,https://www.google.com/maps/place/ORAL+Dental+Studio+NYC/data=!4m7!3m6!1s0x89c259be1eec0c97:0xa620e0249f67aba1!8m2!3d40.7200496!4d-73.9876236!16s%2Fg%2F11vrmwrp4g!19sChIJlwzsHr5ZwokRoatnnyTgIKY?authuser=0&hl=en&rclk=1,dentist East Village Lower East Side Manhattan,2026-02-25T19:15:23.076735
L.E.S. Dental Group.,"
62 Rivington St, New York, NY 10002, United States",Manhattan,New York,+1 212-979-0990,https://www.lesdentalgroup.com/,4.3,643,Dental clinic,Show open hours for the week,https://www.google.com/maps/place/L.E.S.+Dental+Group./data=!4m7!3m6!1s0x89c25986bcf85743:0xcbb69083aca2bc7b!8m2!3d40.7207611!4d-73.9900964!16s%2Fg%2F1td394sz!19sChIJQ1f4vIZZwokRe7yirIOQtss?authuser=0&hl=en&rclk=1,dentist East Village Lower East Side Manhattan,2026-02-25T19:15:30.354546
East Village Dental PC,"
143 Essex St, New York, NY 10002, United States",Manhattan,New York,+1 212-677-2510,,2.2,13,Dentist,Show open hours for the week,https://www.google.com/maps/place/East+Village+Dental+PC/data=!4m7!3m6!1s0x89c259e577dbc41f:0x771c5329d3d4c2f5!8m2!3d40.72052!4d-73.9873886!16s%2Fg%2F11g0t46wk8!19sChIJH8Tbd-VZwokR9cLU0ylTHHc?authuser=0&hl=en&rclk=1,dentist East Village Lower East Side Manhattan,2026-02-25T19:15:35.246976
East Village Smiles,"
Dental Office, 221 Avenue B Ground Floor, New York, NY 10009, United States",Manhattan,New York,+1 646-960-9979,https://www.east-villagesmiles.net/,3.9,41,Cosmetic dentist,Show open hours for the week,https://www.google.com/maps/place/East+Village+Smiles/data=!4m7!3m6!1s0x89c25967f4a997e5:0x7ed8da473310e564!8m2!3d40.7289174!4d-73.9781611!16s%2Fg%2F11fk15mlyg!19sChIJ5Zep9GdZwokRZOUQM0fa2H4?authuser=0&hl=en&rclk=1,dentist East Village Lower East Side Manhattan,2026-02-25T19:15:42.509661
Tend Dental East Village,"
24 2nd Ave, New York, NY 10003, United States",Manhattan,New York,+1 212-256-9219,https://www.hellotend.com/site/studios/east-village?utm_source=gmb&utm_medium=organic&utm_campaign=evillage+2012&utm_content=web,4.0,80,Dentist,Show open hours for the week,https://www.google.com/maps/place/Tend+Dental+East+Village/data=!4m7!3m6!1s0x89c2597e45d49539:0x7b0cb092464776bf!8m2!3d40.7242904!4d-73.9905817!16s%2Fg%2F11wmxs345p!19sChIJOZXURX5ZwokRv3ZHRpKwDHs?authuser=0&hl=en&rclk=1,dentist East Village Lower East Side Manhattan,2026-02-25T19:15:49.700142
Dental Place,"
17 Avenue D, New York, NY 10009, United States",Manhattan,New York,+1 212-674-1588,,5.0,98,Dentist,Show open hours for the week,https://www.google.com/maps/place/Dental+Place/data=!4m7!3m6!1s0x89c2597947af5a75:0x6e6cd30bef2f1b93!8m2!3d40.7206332!4d-73.9785135!16s%2Fg%2F1w15_bz8!19sChIJdVqvR3lZwokRkxsv7wvTbG4?authuser=0&hl=en&rclk=1,dentist East Village Lower East Side Manhattan,2026-02-25T19:15:55.493765
Village Dental Medicine,"
401 6th Ave, New York, NY 10014, United States",Manhattan,New York,+1 212-741-1100,https://villagedentalmedicine.com/,4.9,615,Dentist,Show open hours for the week,https://www.google.com/maps/place/Village+Dental+Medicine/data=!4m7!3m6!1s0x89c25996baac7f79:0xd6a9fc804fd93d1c!8m2!3d40.7334968!4d-74.0000373!16s%2Fg%2F1pv5__1ry!19sChIJeX-supZZwokRHD3ZT4D8qdY?authuser=0&hl=en&rclk=1,dentist East Village Lower East Side Manhattan,2026-02-25T19:16:03.641025
Smile Village Dental,"
1 Washington Square Village # 1s, New York, NY 10012, United States",Manhattan,New York,+1 212-254-1422,https://smilevillage.nyc/?utm_source=GMB&utm_medium=Organic,5.0,117,Dentist,Show open hours for the week,https://www.google.com/maps/place/Smile+Village+Dental/data=!4m7!3m6!1s0x89c2599035f09c17:0xf3685aee4f4765f!8m2!3d40.7286992!4d-73.9973743!16s%2Fg%2F11g6m8yzzc!19sChIJF5zwNZBZwokRX3b05K6FNg8?authuser=0&hl=en&rclk=1,dentist East Village Lower East Side Manhattan,2026-02-25T19:16:08.908054
Roderick Lucente,"
525 E 12th St, New York, NY 10009, United States",Manhattan,New York,+1 212-777-1969,http://www.doctorlucente.com/,4.9,404,Dentist,Show open hours for the week,https://www.google.com/maps/place/Roderick+Lucente/data=!4m7!3m6!1s0x89c259786234b95f:0x24cf51d92bd1ff4e!8m2!3d40.728772!4d-73.98!16s%2Fg%2F1tdfp5b3!19sChIJX7k0YnhZwokRTv_RK9lRzyQ?authuser=0&hl=en&rclk=1,dentist East Village Lower East Side Manhattan,2026-02-25T19:16:29.505856
Nusblatt Dental,"
60 E 9th St Suite 206, New York, NY 10003, United States",Manhattan,New York,+1 212-473-2164,https://www.nusblattdental.com/?utm_source=gmb_auth,4.9,196,Dental clinic,Show open hours for the week,https://www.google.com/maps/place/Nusblatt+Dental/data=!4m7!3m6!1s0x89c2599a2f68734f:0x6d6c744c85c52a2c!8m2!3d40.7310966!4d-73.9926682!16s%2Fg%2F1tm1rcm2!19sChIJT3NoL5pZwokRLCrFhUx0bG0?authuser=0&hl=en&rclk=1,dentist East Village Lower East Side Manhattan,2026-02-25T19:16:35.180137
LIV Dentistry - Lower East Side,"
504 Grand St # M5, New York, NY 10002, United States",Manhattan,New York,+1 646-970-3878,http://ilivdentistry.com/,4.3,50,Dentist,Show open hours for the week,https://www.google.com/maps/place/LIV+Dentistry+-+Lower+East+Side/data=!4m7!3m6!1s0x89c25bd7c7330a29:0xa724ef2e70d2bd63!8m2!3d40.7146851!4d-73.981967!16s%2Fg%2F11t9fdf1bd!19sChIJKQozx9dbwokRY73ScC7vJKc?authuser=0&hl=en&rclk=1,dentist East Village Lower East Side Manhattan,2026-02-25T19:16:41.494832
Bowery Dental,"
145 Canal St 2nd fl, New York, NY 10002, United States",Manhattan,New York,+1 917-388-3678,http://www.bowerydentalnyc.com/,4.8,173,Dental clinic,Show open hours for the week,https://www.google.com/maps/place/Bowery+Dental/data=!4m7!3m6!1s0x89c25a27e6140001:0x8f8e295c34bc17ec!8m2!3d40.7164833!4d-73.9955668!16s%2Fg%2F11ggs2xtrh!19sChIJAQAU5idawokR7Be8NFwpjo8?authuser=0&hl=en&rclk=1,dentist East Village Lower East Side Manhattan,2026-02-25T19:16:47.865674
Emergency Dentist NYC,"
100 E 12th St, New York, NY 10003, United States",Manhattan,New York,+1 646-336-8478,http://www.emergencydentistnyc.com/,4.1,242,Dentist,Show open hours for the week,https://www.google.com/maps/place/Emergency+Dentist+NYC/data=!4m7!3m6!1s0x89c259a198a483b5:0xb9227f28dd37afe!8m2!3d40.7324422!4d-73.9897047!16s%2Fg%2F1hhkv4v66!19sChIJtYOkmKFZwokR_nrTjfInkgs?authuser=0&hl=en&rclk=1,dentist East Village Lower East Side Manhattan,2026-02-25T19:16:53.054591
Kids Dental East Village,"
57 Avenue A, New York, NY 10009, United States",Manhattan,New York,+1 212-259-0595,http://myfirstdentistny.com/,4.8,661,Pediatric dentist,Show open hours for the week,https://www.google.com/maps/place/Kids+Dental+East+Village/data=!4m7!3m6!1s0x89c259756d995003:0x454734c0467a8e20!8m2!3d40.724214!4d-73.985101!16s%2Fg%2F11qns9058d!19sChIJA1CZbXVZwokRII56RsA0R0U?authuser=0&hl=en&rclk=1,dentist East Village Lower East Side Manhattan,2026-02-25T19:17:06.089452
Emergency Dentist 24/7 Lower East Side NY,"
101 E 4th St, New York, NY 10003, United States",Manhattan,New York,+1 347-815-2243,https://www.emergencydentalservice.com/emergencydentist/new-york-ny-perfect-dental-care-lower-east-side,1.0,1,Emergency dental service,,https://www.google.com/maps/place/Emergency+Dentist+24%2F7+Lower+East+Side+NY/data=!4m7!3m6!1s0x89c2598c25527391:0x4efb9b99f4fa2655!8m2!3d40.7259583!4d-73.9883989!16s%2Fg%2F11h_tdnlyz!19sChIJkXNSJYxZwokRVSb69Jmb-04?authuser=0&hl=en&rclk=1,dentist East Village Lower East Side Manhattan,2026-02-25T19:17:13.968792
"Dr. Darik Chung, DDS","
70 St Marks Pl, New York, NY 10003, United States",Manhattan,New York,+1 212-380-1162,http://www.smpdentalnyc.com/,5.0,8,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Dr.+Darik+Chung,+DDS/data=!4m7!3m6!1s0x89c2599ce3309e19:0xcb137b40037021aa!8m2!3d40.727717!4d-73.986187!16s%2Fg%2F1tj58pff!19sChIJGZ4w45xZwokRqiFwA0B7E8s?authuser=0&hl=en&rclk=1",dentist East Village Lower East Side Manhattan,2026-02-25T19:17:19.550857
"Washington Square Dental Group, P.C.🦷","
2 5th Ave Ste 4, New York, NY 10003, United States",Manhattan,New York,+1 212-674-4011,http://www.washingtonsquaredentalgroup.com/,5.0,453,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Washington+Square+Dental+Group,+P.C.%F0%9F%A6%B7/data=!4m7!3m6!1s0x89c25990db00cf1d:0xc3f821f536aed999!8m2!3d40.7316366!4d-73.9971083!16s%2Fg%2F1hc21vgh7!19sChIJHc8A25BZwokRmdmuNvUh-MM?authuser=0&hl=en&rclk=1",dentist East Village Lower East Side Manhattan,2026-02-25T19:17:26.085767
Jerrold F. Heller & Associates D.D.S.,"
425 Grand St Lobby, New York, NY 10002, United States",Manhattan,New York,+1 646-205-7038,https://www.drjerryhellerdds.com/?utm_source=gmb_auth,4.8,201,Dentist,Show open hours for the week,https://www.google.com/maps/place/Jerrold+F.+Heller+%26+Associates+D.D.S./data=!4m7!3m6!1s0x89c25a2a7d0c286d:0x964aba5910880a95!8m2!3d40.7155119!4d-73.9861709!16s%2Fg%2F1tj4hzlb!19sChIJbSgMfSpawokRlQqIEFm6SpY?authuser=0&hl=en&rclk=1,dentist East Village Lower East Side Manhattan,2026-02-25T19:17:43.568237
"Lawrence Feder, DDS","
55 Loisaida Ave, New York, NY 10009, United States",Manhattan,New York,+1 212-739-1728,https://www.eastvillagedentalcenter.com/?utm_source=gmb_auth,4.2,10,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Lawrence+Feder,+DDS/data=!4m7!3m6!1s0x89c25978555633b1:0xdedc7a9a650fda74!8m2!3d40.7225826!4d-73.9802076!16s%2Fg%2F1v3dt0wk!19sChIJsTNWVXhZwokRdNoPZZp63N4?authuser=0&hl=en&rclk=1",dentist East Village Lower East Side Manhattan,2026-02-25T19:17:49.357786
Straight Set Orthodontics - Lower East Side,"
50 Clinton St, New York, NY 10002, United States",Manhattan,New York,+1 212-475-0051,https://www.straightsetortho.com/lower-east-side,4.6,248,Orthodontist,Show open hours for the week,https://www.google.com/maps/place/Straight+Set+Orthodontics+-+Lower+East+Side/data=!4m7!3m6!1s0x89c25bd54ff3c3db:0x1646283621a05cdd!8m2!3d40.7196894!4d-73.9845571!16s%2Fg%2F1tqg17q6!19sChIJ28PzT9VbwokR3VygITYoRhY?authuser=0&hl=en&rclk=1,dentist East Village Lower East Side Manhattan,2026-02-25T19:17:56.459469
Gramercy Dental Center,"
118 E 19th St, New York, NY 10003, United States",Manhattan,New York,+1 332-281-7257,https://gramercydentalcenter.com/,4.6,647,Dentist,Show open hours for the week,https://www.google.com/maps/place/Gramercy+Dental+Center/data=!4m7!3m6!1s0x89c259a1c7248823:0x1500d5550278a145!8m2!3d40.736998!4d-73.986974!16s%2Fg%2F11gb3_bk4c!19sChIJI4gkx6FZwokRRaF4AlXVABU?authuser=0&hl=en&rclk=1,dentist East Village Lower East Side Manhattan,2026-02-25T19:18:04.106357
Stuyvesant Dental,"
430 E 20th St Suite # MH, New York, NY 10009, United States",Manhattan,New York,+1 212-473-4151,http://stuydent.com/,5.0,24,Dentist,Show open hours for the week,https://www.google.com/maps/place/Stuyvesant+Dental/data=!4m7!3m6!1s0x89c25974b8002f1b:0x9e864bc442f2335c!8m2!3d40.734158!4d-73.978568!16s%2Fg%2F1tfcd2l7!19sChIJGy8AuHRZwokRXDPyQsRLhp4?authuser=0&hl=en&rclk=1,dentist East Village Lower East Side Manhattan,2026-02-25T19:18:13.273983
Dental House,"
41 Seventh Ave. (At, W 13th St, New York, NY 10011, United States",Manhattan,New York,+1 212-888-3384,http://www.dentalhousenyc.com/,5.0,763,Dentist,Show open hours for the week,https://www.google.com/maps/place/Dental+House/data=!4m7!3m6!1s0x89c25912bfa35e49:0xf9fb24367ec1fffe!8m2!3d40.7379041!4d-73.9999281!16s%2Fg%2F11gtsx2_83!19sChIJSV6jvxJZwokR_v_BfjYk-_k?authuser=0&hl=en&rclk=1,dentist East Village Lower East Side Manhattan,2026-02-25T19:18:24.027890
"Eliaz Kaufman, DDS, MS","
55 Loisaida Ave, New York, NY 10009, United States",Manhattan,New York,+1 212-739-1728,https://www.eastvillagedentalcenter.com/?utm_source=gmb_auth,5.0,3,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Eliaz+Kaufman,+DDS,+MS/data=!4m7!3m6!1s0x89c259f5c147df13:0x9d5f1258c6927669!8m2!3d40.7225596!4d-73.9802695!16s%2Fg%2F11j49zxs34!19sChIJE99HwfVZwokRaXaSxlgSX50?authuser=0&hl=en&rclk=1",dentist East Village Lower East Side Manhattan,2026-02-25T19:18:34.868079
Lux Smiles NYC,"
7 Gramercy Park W Suite C1-B, New York, NY 10003, United States",Manhattan,New York,+1 332-244-4066,https://www.luxsmilesnyc.com/,4.9,250,Dentist,Show open hours for the week,https://www.google.com/maps/place/Lux+Smiles+NYC/data=!4m7!3m6!1s0x89c258f092e10bf7:0xa2f0b48aa00b7621!8m2!3d40.738179!4d-73.9869973!16s%2Fg%2F1tc_0fbm!19sChIJ9wvhkvBYwokRIXYLoIq08KI?authuser=0&hl=en&rclk=1,dentist East Village Lower East Side Manhattan,2026-02-25T19:18:40.700231
Tiny Smiles Pediatric Dentistry - Lower East Side,"
504 Grand St # M5, New York, NY 10002, United States",Manhattan,New York,+1 646-435-6553,https://tinysmilesdentistry.com/,4.6,64,Pediatric dentist,Show open hours for the week,https://www.google.com/maps/place/Tiny+Smiles+Pediatric+Dentistry+-+Lower+East+Side/data=!4m7!3m6!1s0x89c25bd147f6958d:0x4b770f3a07879551!8m2!3d40.7146851!4d-73.981967!16s%2Fg%2F11s5qntq0m!19sChIJjZX2R9FbwokRUZWHBzoPd0s?authuser=0&hl=en&rclk=1,dentist East Village Lower East Side Manhattan,2026-02-25T19:18:50.061777
Emergency Dentist New York,"
37 St Marks Pl, New York, NY 10003, United States",Manhattan,New York,+1 888-217-1525,,5.0,13,Emergency dental service,,https://www.google.com/maps/place/Emergency+Dentist+New+York/data=!4m7!3m6!1s0x89c259e35732ca41:0xfad302aa5577c4b6!8m2!3d40.7288155!4d-73.9878572!16s%2Fg%2F11mwz7__kd!19sChIJQcoyV-NZwokRtsR3VaoC0_o?authuser=0&hl=en&rclk=1,dentist East Village Lower East Side Manhattan,2026-02-25T19:18:56.879570
Apex Family Dental PC,"
89 Bowery 5th floor, New York, NY 10002, United States",Manhattan,New York,+1 212-925-2532,http://www.apexfamilydental.net/,4.6,155,Dentist,Show open hours for the week,https://www.google.com/maps/place/Apex+Family+Dental+PC/data=!4m7!3m6!1s0x89c25a27f398733d:0xa84cd08328c3aa26!8m2!3d40.716972!4d-73.9952384!16s%2Fg%2F1q6jhvhz8!19sChIJPXOY8ydawokRJqrDKIPQTKg?authuser=0&hl=en&rclk=1,dentist East Village Lower East Side Manhattan,2026-02-25T19:19:04.637692
House of Orthodontia - Manhattan,"
601 E 12th St, New York, NY 10009, United States",Manhattan,New York,+1 212-392-4789,https://houseoforthodontia.com/,4.9,85,Orthodontist,Show open hours for the week,https://www.google.com/maps/place/House+of+Orthodontia+-+Manhattan/data=!4m7!3m6!1s0x89c25976e9d15cbd:0x9f0fefc60060e30e!8m2!3d40.7281888!4d-73.9788071!16s%2Fg%2F11fx7pb2pm!19sChIJvVzR6XZZwokRDuNgAMbvD58?authuser=0&hl=en&rclk=1,dentist East Village Lower East Side Manhattan,2026-02-25T19:19:12.136090
East Broadway Dental Center,"
17 E Broadway suite 701, New York, NY 10002, United States",Manhattan,New York,+1 212-766-1901,https://weence.com/dentists/new-york-1/east-broadway-dental-center/,5.0,1,Dental clinic,Show open hours for the week,https://www.google.com/maps/place/East+Broadway+Dental+Center/data=!4m7!3m6!1s0x89c258f8038af501:0xefb9a50b697ed510!8m2!3d40.7133631!4d-73.9971769!16s%2Fg%2F11hy9pgr81!19sChIJAfWKA_hYwokRENV-aQulue8?authuser=0&hl=en&rclk=1,dentist East Village Lower East Side Manhattan,2026-02-25T19:19:17.219066
SMP DENTAL P.C.,"
70 St Marks Pl, New York, NY 10003, United States",Manhattan,New York,+1 212-380-1162,http://smpdentalnyc.com/,4.9,14,Dentist,Show open hours for the week,https://www.google.com/maps/place/SMP+DENTAL+P.C./data=!4m7!3m6!1s0x89c2599ce3309e19:0xa9561915296adb83!8m2!3d40.727816!4d-73.986111!16s%2Fg%2F1tglj6vd!19sChIJGZ4w45xZwokRg9tqKRUZVqk?authuser=0&hl=en&rclk=1,dentist East Village Lower East Side Manhattan,2026-02-25T19:19:29.088655
Diamond Braces Orthodontist: Braces & Invisalign,"
97 E 4th St, New York, NY 10003, United States",Manhattan,New York,+1 212-292-3848,https://www.diamondbraces.com/pages/location-east-village-ny/?utm_source=GMB&utm_campaign=Profile,4.8,492,Orthodontist,Show open hours for the week,https://www.google.com/maps/place/Diamond+Braces+Orthodontist:+Braces+%26+Invisalign/data=!4m7!3m6!1s0x89c259b6070dd391:0x99c17236817ba96d!8m2!3d40.7260853!4d-73.9887234!16s%2Fg%2F11fl52f94_!19sChIJkdMNB7ZZwokRbal7gTZywZk?authuser=0&hl=en&rclk=1,dentist East Village Lower East Side Manhattan,2026-02-25T19:19:35.121901
Greenwich Village Oral Surgery,"
70 E 10th St #1g, New York, NY 10003, United States",Manhattan,New York,+1 212-477-6300,https://gvosnyc.com/,3.5,52,Oral surgeon,Show open hours for the week,https://www.google.com/maps/place/Greenwich+Village+Oral+Surgery/data=!4m7!3m6!1s0x89c2599bd9fe757b:0xb26af0d2054656bb!8m2!3d40.7312486!4d-73.9910772!16s%2Fg%2F11b6vdftx3!19sChIJe3X-2ZtZwokRu1ZGBdLwarI?authuser=0&hl=en&rclk=1,dentist East Village Lower East Side Manhattan,2026-02-25T19:19:47.772119
"Dr. Jeffrey Krantz, DDS","
645 E 11th St #1F, New York, NY 10009, United States",Manhattan,New York,+1 212-979-6300,https://eastvillagedental.com/nyc-dentist/jeffrey-krantz-dds/,3.2,5,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Dr.+Jeffrey+Krantz,+DDS/data=!4m7!3m6!1s0x89c259772beae34b:0xca3f160ef8e02fa3!8m2!3d40.7267913!4d-73.9774434!16s%2Fg%2F1tdb55zc!19sChIJS-PqK3dZwokRoy_g-A4WP8o?authuser=0&hl=en&rclk=1",dentist East Village Lower East Side Manhattan,2026-02-25T19:19:53.092583
Village Medical Dental Clinic,"
77 E 12th St # A, New York, NY 10003, United States",Manhattan,New York,+1 212-254-1332,,4.8,,Dentist,,https://www.google.com/maps/place/Village+Medical+Dental+Clinic/data=!4m7!3m6!1s0x89c259993e06d625:0x2dad4770b0b58a36!8m2!3d40.73309!4d-73.9902742!16s%2Fg%2F1263pvxxv!19sChIJJdYGPplZwokRNoq1sHBHrS0?authuser=0&hl=en&rclk=1,dentist East Village Lower East Side Manhattan,2026-02-25T19:19:59.513793
Manhattan Bridge Orthodontics,"
77 Bowery 6th Floor, New York, NY 10002, United States",Manhattan,New York,+1 212-274-0477,https://www.manhattanbridgeortho.com/,4.9,1415,Orthodontist,Show open hours for the week,https://www.google.com/maps/place/Manhattan+Bridge+Orthodontics/data=!4m7!3m6!1s0x89c25a27e61960b3:0xc747c0abcb23d67d!8m2!3d40.7166695!4d-73.9955354!16s%2Fg%2F1tdkhkvf!19sChIJs2AZ5idawokRfdYjy6vAR8c?authuser=0&hl=en&rclk=1,dentist East Village Lower East Side Manhattan,2026-02-25T19:20:09.934926
Ryan Health | NENA,"
279 E 3rd St, New York, NY 10009, United States",Manhattan,New York,+1 212-749-1820,https://ryanhealth.org/locations/ryan-nena-community-health-center?utm_source=gmb&utm_medium=Yext,3.2,109,Medical clinic,Show open hours for the week,https://www.google.com/maps/place/Ryan+Health+%7C+NENA/data=!4m7!3m6!1s0x89c25978e1e224a5:0xf21d9623653aac7!8m2!3d40.7215718!4d-73.9800563!16s%2Fg%2F1thbxl8g!19sChIJpSTi4XhZwokRx6pTNmLZIQ8?authuser=0&hl=en&rclk=1,dentist East Village Lower East Side Manhattan,2026-02-25T19:20:14.275274
"Dr. Dmitry Gerber, DDS","
150 Delancey St, New York, NY 10002, United States",Manhattan,New York,+1 212-460-5121,https://dmitrygerberdds.setmore.com/beta,3.5,37,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Dr.+Dmitry+Gerber,+DDS/data=!4m7!3m6!1s0x89c25980820575ef:0x2f823050e65fd720!8m2!3d40.7182577!4d-73.9862199!16s%2Fg%2F1tf16sxb!19sChIJ73UFgoBZwokRINdf5lAwgi8?authuser=0&hl=en&rclk=1",dentist East Village Lower East Side Manhattan,2026-02-25T19:20:44.961518
Coliseum Dental East,"
251 E 33rd St Ground Floor, New York, NY 10016, United States",Manhattan,New York,+1 212-757-3183,https://coliseumdental.com/,4.8,82,Dentist,Show open hours for the week,https://www.google.com/maps/place/Coliseum+Dental+East/data=!4m7!3m6!1s0x89c2598e4045134b:0xaf474eeaf7c2644b!8m2!3d40.744485!4d-73.976668!16s%2Fg%2F11swfj4wmy!19sChIJSxNFQI5ZwokRS2TC9-pOR68?authuser=0&hl=en&rclk=1,dentist East Village Lower East Side Manhattan,2026-02-25T19:20:51.287741
Community Healthcare Network – Lower East Side / Catherine M. Abate,"
255 E Houston St, New York, NY 10002, United States",Manhattan,New York,+1 212-477-1120,https://www.chnnyc.org/lower-east-side-center/,3.0,72,Community health center,Show open hours for the week,https://www.google.com/maps/place/Community+Healthcare+Network+%E2%80%93+Lower+East+Side+%2F+Catherine+M.+Abate/data=!4m7!3m6!1s0x89c259816597eb4b:0x6c358ad25b95df44!8m2!3d40.7216329!4d-73.9849528!16s%2Fg%2F1tfkgh94!19sChIJS-uXZYFZwokRRN-VW9KKNWw?authuser=0&hl=en&rclk=1,dentist East Village Lower East Side Manhattan,2026-02-25T19:20:56.873589
East Side Dental Smiles,"
1776 Broadway 18th Floor, New York, NY 10019, United States",Manhattan,New York,+1 212-758-2344,http://elitesmilenyc.com/,4.9,73,Dentist,Show open hours for the week,https://www.google.com/maps/place/East+Side+Dental+Smiles/data=!4m7!3m6!1s0x89c2595fb60c7ceb:0xc5a65db1820b2873!8m2!3d40.7664606!4d-73.9816368!16s%2Fg%2F11h_vx41t0!19sChIJ63wMtl9ZwokRcygLgrFdpsU?authuser=0&hl=en&rclk=1,dentist East Village Lower East Side Manhattan,2026-02-25T19:21:03.709792
Astor Smile Dental,"
53 W 11th St Apt G, New York, NY 10011, United States",Manhattan,New York,+1 212-254-0800,http://astorsmiledental.com/,4.9,85,Dental clinic,Show open hours for the week,https://www.google.com/maps/place/Astor+Smile+Dental/data=!4m7!3m6!1s0x89c2599f83c28f21:0x65afa42f22d3ad72!8m2!3d40.7350881!4d-73.9969637!16s%2Fg%2F1ptx843kg!19sChIJIY_Cg59ZwokRcq3TIi-kr2U?authuser=0&hl=en&rclk=1,dentist East Village Lower East Side Manhattan,2026-02-25T19:21:13.822601
"Dr. Irina Vatrenko, DDS","
62 Rivington St # A, New York, NY 10002, United States",Manhattan,New York,+1 212-979-0990,,4.1,10,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Dr.+Irina+Vatrenko,+DDS/data=!4m7!3m6!1s0x89c25983f8ac965f:0xdf36fc361e1973e2!8m2!3d40.7207068!4d-73.9900839!16s%2Fg%2F1tdm4n6f!19sChIJX5as-INZwokR4nMZHjb8Nt8?authuser=0&hl=en&rclk=1",dentist East Village Lower East Side Manhattan,2026-02-25T19:21:26.719340
Harlem Dental Care,"
163 W 145th St, New York, NY 10039, United States",Manhattan,New York,+1 212-281-9200,https://www.harlemdentalcare.com/?y_source=1_ODMxNzA1MS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,4.8,957,Dentist,Show open hours for the week,https://www.google.com/maps/place/Harlem+Dental+Care/data=!4m7!3m6!1s0x89c2f678ddf08689:0xfd7a9fd165e7d566!8m2!3d40.8216166!4d-73.9383013!16s%2Fg%2F1thw3225!19sChIJiYbw3Xj2wokRZtXnZdGfev0?authuser=0&hl=en&rclk=1,dentist Harlem Washington Heights Manhattan,2026-02-25T19:23:07.916356
Harlem Dental Associates,"
2225 5th Ave, New York, NY 10037, United States",Manhattan,New York,+1 212-368-6700,https://www.harlemdentalassociates.com/?utm_source=GMB&utm_medium=organic&utm_campaign=newyork,4.9,292,Dentist,Show open hours for the week,https://www.google.com/maps/place/Harlem+Dental+Associates/data=!4m7!3m6!1s0x89c2f6761c587749:0xa92b09d95173d0b9!8m2!3d40.8129155!4d-73.9370976!16s%2Fg%2F1pt_6kchm!19sChIJSXdYHHb2wokRudBzUdkJK6k?authuser=0&hl=en&rclk=1,dentist Harlem Washington Heights Manhattan,2026-02-25T19:23:15.564011
