segment,segment_name,name,city,phone,website,rating,review_count,site_score,facebook_url,instagram_url,easy_url,easy_score,doctor_count,google_maps_url,comments
2,"Warm Digital, No Proof","מרפאת שיניים ד""ר אלקאדר",גבעתיים,052-556-4467,https://www.dental-clinica.info/,5.0,6,8,,,,,2,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%93%22%D7%A8+%D7%90%D7%9C%D7%A7%D7%90%D7%93%D7%A8%E2%80%AD/data=!4m7!3m6!1s0x151d4bff8971cad3:0x41e0854d718e6d26!8m2!3d32.0615088!4d34.8167914!16s%2Fg%2F11h9gw10mq!19sChIJ08pxif9LHRURJm2OcU2F4EE?authuser=0&hl=iw&rclk=1,Has online booking; No social media
2,"Warm Digital, No Proof",מדיקל סנטר חולון,חולון,03-501-4942,http://www.mch.co.il/,5.0,2,8,https://www.facebook.com/dental.holon,,,,4,https://www.google.com/maps/place/%D7%9E%D7%93%D7%99%D7%A7%D7%9C+%D7%A1%D7%A0%D7%98%D7%A8+%D7%97%D7%95%D7%9C%D7%95%D7%9F%E2%80%AD/data=!4m7!3m6!1s0x1502b38523113c45:0xd66839f5f733b446!8m2!3d32.0240167!4d34.7696935!16s%2Fg%2F11h2d7_qz3!19sChIJRTwRI4WzAhURRrQz9_U5aNY?authuser=0&hl=iw&rclk=1,Has online booking; Facebook only
2,"Warm Digital, No Proof",אסטתיקה רפואית ויישור שיניים,בת ים,054-808-2688,https://drcarina-aesthetics.com/,5.0,8,8,https://www.facebook.com/DrCarina1/,https://www.instagram.com/dracarinabatyam?utm_source=qr&igsh=Ymx5YTVxMG9lcTVq,,,4,https://www.google.com/maps/place/%D7%90%D7%A1%D7%98%D7%AA%D7%99%D7%A7%D7%94+%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA+%D7%95%D7%99%D7%99%D7%A9%D7%95%D7%A8+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x1502b3053d669fcf:0x98e4fc0a8b967444!8m2!3d32.013314!4d34.739058!16s%2Fg%2F11c2j83s4l!19sChIJz59mPQWzAhURRHSWiwr85Jg?authuser=0&hl=iw&rclk=1,Has online booking
2,"Warm Digital, No Proof",מרפאת שיניים ד''ר בורוכוב ברוך,חולון,03-651-5839,http://dr-borohov.com/,5.0,14,6,,,,,30,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%93%27%27%D7%A8+%D7%91%D7%95%D7%A8%D7%95%D7%9B%D7%95%D7%91+%D7%91%D7%A8%D7%95%D7%9A%E2%80%AD/data=!4m7!3m6!1s0x1502b35c19a1c1c9:0xc515f1fd6e2aafea!8m2!3d32.0230345!4d34.7714035!16s%2Fg%2F11pwy21hg4!19sChIJycGhGVyzAhUR6q8qbv3xFcU?authuser=0&hl=iw&rclk=1,Has online booking; Large team (30 doctors); No social media
2,"Warm Digital, No Proof",י.ד דנטל סרוויס,חולון,054-480-9088,https://www.b144.co.il/B144_sip/4A1404134470655D4C10001B4479655541.aspx,5.0,,10,https://www.facebook.com/b144.co.il/,https://www.instagram.com/b144.co.il/,,,,https://www.google.com/maps/place/%D7%99.%D7%93+%D7%93%D7%A0%D7%98%D7%9C+%D7%A1%D7%A8%D7%95%D7%95%D7%99%D7%A1%E2%80%AD/data=!4m7!3m6!1s0x1502b3d42e9a89e5:0x703e57ab5a7ff0e6!8m2!3d32.0232285!4d34.7631269!16s%2Fg%2F11rn78_dfs!19sChIJ5YmaLtSzAhUR5vB_WqtXPnA?authuser=0&hl=iw&rclk=1,Has online booking
2,"Warm Digital, No Proof",President - dental clinic,בת ים,03-506-3267,http://israelbusinessguide.com/catalog/bat-yam/president--dental_clinic_bat-yam/,5.0,,7,https://www.facebook.com/groups/israelbusinessguide/,,,,,https://www.google.com/maps/place/President+-+dental+clinic/data=!4m7!3m6!1s0x1502b319d569a39d:0x72bca8a54b91cc93!8m2!3d32.0212681!4d34.7408711!16s%2Fg%2F11dfh_wtkw!19sChIJnaNp1RmzAhURk8yRS6WovHI?authuser=0&hl=iw&rclk=1,Facebook only
2,"Warm Digital, No Proof",מרפאת שיניים ד״ר יגאל ודנה המאירי,חולון,03-504-1701,https://www.hameiriy.co.il/,5.0,6,6,,,,,14,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%93%D7%B4%D7%A8+%D7%99%D7%92%D7%90%D7%9C+%D7%95%D7%93%D7%A0%D7%94+%D7%94%D7%9E%D7%90%D7%99%D7%A8%D7%99%E2%80%AD/data=!4m7!3m6!1s0x1502b3322673e27b:0xc56dbe224a7d3c44!8m2!3d32.0219644!4d34.7739876!16s%2Fg%2F11q3lwns3k!19sChIJe-JzJjKzAhURRDx9SiK-bcU?authuser=0&hl=iw&rclk=1,Large team (14 doctors); No social media
2,"Warm Digital, No Proof",ד״ר אדלה שניידר,בת ים,055-306-3364,https://newageclinic.wixsite.com/newage,5.0,2,7,https://www.facebook.com/newageesthetics,,,,1,https://www.google.com/maps/place/%D7%93%D7%B4%D7%A8+%D7%90%D7%93%D7%9C%D7%94+%D7%A9%D7%A0%D7%99%D7%99%D7%93%D7%A8%E2%80%AD/data=!4m7!3m6!1s0x1502b30fddbbdf1f:0x6c38433db29f9b73!8m2!3d32.0129734!4d34.7424251!16s%2Fg%2F11f1jwvlgx!19sChIJH9-73Q-zAhURc5ufsj1DOGw?authuser=0&hl=iw&rclk=1,Has online booking; Single practitioner; Facebook only
2,"Warm Digital, No Proof","מרפאת שיניים ד""ר מורד",חולון,03-503-0787,http://www.drmorad.co.il/,5.0,,6,https://www.facebook.com/doctor.morad,,,,6,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%93%22%D7%A8+%D7%9E%D7%95%D7%A8%D7%93%E2%80%AD/data=!4m7!3m6!1s0x1502b4b0297edc21:0xc48913be9c8b3a1e!8m2!3d32.0222472!4d34.7852123!16s%2Fg%2F1td8fr7k!19sChIJIdx-KbC0AhURHjqLnL4TicQ?authuser=0&hl=iw&rclk=1,Has online booking; Large team (6 doctors); Facebook only
2,"Warm Digital, No Proof","ד""ר לייב שפירא",בני ברק,03-618-5168,http://www.schapiro-dental.com/,5.0,,6,,,,,5,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%9C%D7%99%D7%99%D7%91+%D7%A9%D7%A4%D7%99%D7%A8%D7%90%E2%80%AD/data=!4m7!3m6!1s0x151d4b1ef8c8fa43:0x7544a9c1153c4b!8m2!3d32.0922136!4d34.8389911!16s%2Fg%2F11fj48cb4l!19sChIJQ_rI-B5LHRURSzwVwalEdQA?authuser=0&hl=iw&rclk=1,Has online booking; Large team (5 doctors); No social media
2,"Warm Digital, No Proof",פירוב דנט,בני ברק,03-744-4317,https://www.facebook.com/pirovdent,5.0,2,1,https://www.facebook.com/pirovdent,,,,,https://www.google.com/maps/place/%D7%A4%D7%99%D7%A8%D7%95%D7%91+%D7%93%D7%A0%D7%98%E2%80%AD/data=!4m7!3m6!1s0x151d4a3ca2e74da7:0xce509b9f1fe5fa63!8m2!3d32.0829583!4d34.8355205!16s%2Fg%2F11hd70b6ft!19sChIJp03nojxKHRURY_rlH5-bUM4?authuser=0&hl=iw&rclk=1,Site is just a Facebook page
2,"Warm Digital, No Proof","ד""ר רון גולן רופא שיניים בפתח תקווה",פתח תקווה,058-733-2538,http://drgolan-dentist.com/,5.0,14,8,https://www.facebook.com/people/%D7%93%D7%A8-%D7%A8%D7%95%D7%9F-%D7%92%D7%95%D7%9C%D7%9F/100069620994649/,,,,6,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%A8%D7%95%D7%9F+%D7%92%D7%95%D7%9C%D7%9F+%D7%A8%D7%95%D7%A4%D7%90+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%91%D7%A4%D7%AA%D7%97+%D7%AA%D7%A7%D7%95%D7%95%D7%94%E2%80%AD/data=!4m7!3m6!1s0x151d3709c3c9c50d:0xad514411a0519921!8m2!3d32.0863083!4d34.8866405!16s%2Fg%2F11f79ylgbb!19sChIJDcXJwwk3HRURIZlRoBFEUa0?authuser=0&hl=iw&rclk=1,Has online booking; Large team (6 doctors); Facebook only
2,"Warm Digital, No Proof",White clinic מרפאת שיניים סניף פתח תקווה,פתח תקווה,050-523-2999,https://whiteclinicc.co.il/,5.0,4,8,,,,,2,https://www.google.com/maps/place/White+clinic+%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%A1%D7%A0%D7%99%D7%A3+%D7%A4%D7%AA%D7%97+%D7%AA%D7%A7%D7%95%D7%95%D7%94%E2%80%AD/data=!4m7!3m6!1s0x151d377e5603426b:0x494313c0af5edb46!8m2!3d32.0969544!4d34.8835794!16s%2Fg%2F11zj78ml_8!19sChIJa0IDVn43HRURRtter8ATQ0k?authuser=0&hl=iw&rclk=1,Has online booking; No social media
2,"Warm Digital, No Proof","ד""ר יוסי שמרלינג, רופא שיניים",בני ברק,03-579-5552,http://www.drshmerling.com/,5.0,9,2,,,,,,"https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%99%D7%95%D7%A1%D7%99+%D7%A9%D7%9E%D7%A8%D7%9C%D7%99%D7%A0%D7%92,+%D7%A8%D7%95%D7%A4%D7%90+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x151d4a311c3b34f3:0xe7fce5940d52c08!8m2!3d32.0835367!4d34.8264333!16s%2Fg%2F11xkv94wl!19sChIJ8zQ7HDFKHRURCCzVQFnOfw4?authuser=0&hl=iw&rclk=1",No social media
2,"Warm Digital, No Proof","ד""ר וייס דנטל אסתטיקס - מרפאת שיניים בפתח תקווה",פתח תקווה,054-593-4425,https://dr-vaiss.co.il/,5.0,14,7,,,,,1,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%95%D7%99%D7%99%D7%A1+%D7%93%D7%A0%D7%98%D7%9C+%D7%90%D7%A1%D7%AA%D7%98%D7%99%D7%A7%D7%A1+-+%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%91%D7%A4%D7%AA%D7%97+%D7%AA%D7%A7%D7%95%D7%95%D7%94%E2%80%AD/data=!4m7!3m6!1s0x151d37d81b8bcaa3:0xdeee06d2e9c49f56!8m2!3d32.0939067!4d34.8630108!16s%2Fg%2F11n0vhf3fq!19sChIJo8qLG9g3HRURVp_E6dIG7t4?authuser=0&hl=iw&rclk=1,Has online booking; Single practitioner; No social media
2,"Warm Digital, No Proof","ד""ר אבי גפן - מרפאת שיניים",פתח תקווה,03-505-0570,https://www.drgefenavi.co.il/,5.0,10,8,https://business.facebook.com/dr.avigefen,,,,,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%90%D7%91%D7%99+%D7%92%D7%A4%D7%9F+-+%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x151d37ad5f460719:0x3237ed462b8be0b9!8m2!3d32.0859271!4d34.8859038!16s%2Fg%2F11gy66tx92!19sChIJGQdGX603HRURueCLK0btNzI?authuser=0&hl=iw&rclk=1,Has online booking; Facebook only
2,"Warm Digital, No Proof","Зубной врач Екатерина Шиферштейн - ADent רופא שיניים ד""ר שיפרשטיין יקטרינה",פתח תקווה,03-913-1415,https://adent.co.il/,5.0,19,9,,,,,,https://www.google.com/maps/place/%D0%97%D1%83%D0%B1%D0%BD%D0%BE%D0%B9+%D0%B2%D1%80%D0%B0%D1%87+%D0%95%D0%BA%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B0+%D0%A8%D0%B8%D1%84%D0%B5%D1%80%D1%88%D1%82%D0%B5%D0%B9%D0%BD+-+ADent+%D7%A8%D7%95%D7%A4%D7%90+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%93%22%D7%A8+%D7%A9%D7%99%D7%A4%D7%A8%D7%A9%D7%98%D7%99%D7%99%D7%9F+%D7%99%D7%A7%D7%98%D7%A8%D7%99%D7%A0%D7%94%E2%80%AD/data=!4m7!3m6!1s0x151d37d71e3f3d63:0x8249142cd0bb8189!8m2!3d32.0894586!4d34.8858737!16s%2Fg%2F11q2rz5sy0!19sChIJYz0_Htc3HRURiYG70CwUSYI?authuser=0&hl=iw&rclk=1,Has online booking; No social media
2,"Warm Digital, No Proof",מרקוביץ- מרכז מומחים ברפואת שיניים,בני ברק,03-618-8989,https://www.facebook.com/profile.php?id=100090727504351,5.0,,1,https://www.facebook.com/profile.php?id=100090727504351,,,,,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A7%D7%95%D7%91%D7%99%D7%A5-+%D7%9E%D7%A8%D7%9B%D7%96+%D7%9E%D7%95%D7%9E%D7%97%D7%99%D7%9D+%D7%91%D7%A8%D7%A4%D7%95%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x151d4b1afeac9ae5:0xb137cce12e70ec3a!8m2!3d32.0935483!4d34.8226154!16s%2Fg%2F11t7k6zf_k!19sChIJ5Zqs_hpLHRUROuxwLuHMN7E?authuser=0&hl=iw&rclk=1,Site is just a Facebook page
2,"Warm Digital, No Proof",Happy Smile - חיוך שמח,פתח תקווה,050-471-2467,https://www.happy-smile.co.il/,5.0,12,8,https://www.facebook.com/happysmileil/,https://www.instagram.com/reel/DT-phmDjaKO/,,,5,https://www.google.com/maps/place/Happy+Smile+-+%D7%97%D7%99%D7%95%D7%9A+%D7%A9%D7%9E%D7%97%E2%80%AD/data=!4m7!3m6!1s0x151d4b31b89c974d:0xeb7fc13246dcdb1f!8m2!3d32.0863083!4d34.8866405!16s%2Fg%2F11r6z9zls2!19sChIJTZecuDFLHRURH9vcRjLBf-s?authuser=0&hl=iw&rclk=1,Has online booking; Large team (5 doctors)
2,"Warm Digital, No Proof","ד""ר ג'ני גולץ",פתח תקווה,,https://www.d.co.il/34756960/46230/,5.0,2,9,https://www.facebook.com/d.co.il,https://www.instagram.com/dapey.zahav/,,,,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%92%27%D7%A0%D7%99+%D7%92%D7%95%D7%9C%D7%A5%E2%80%AD/data=!4m7!3m6!1s0x151d36731eb84bf1:0x8083c34a94d1b9c!8m2!3d32.0853545!4d34.8861341!16s%2Fg%2F11fmvkrpzk!19sChIJ8Uu4HnM2HRURnBtNqTQ8CAg?authuser=0&hl=iw&rclk=1,
2,"Warm Digital, No Proof","ד""ר ז'יץ - מרפאות ליישור שיניים - סניף תל אביב",תל אביב,03-695-6191,https://drzyc.co.il/,5.0,12,7,https://www.facebook.com/DrZicDentalClinic,https://www.instagram.com/drzicdental,,,,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%96%27%D7%99%D7%A5+-+%D7%9E%D7%A8%D7%A4%D7%90%D7%95%D7%AA+%D7%9C%D7%99%D7%99%D7%A9%D7%95%D7%A8+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+-+%D7%A1%D7%A0%D7%99%D7%A3+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91%E2%80%AD/data=!4m7!3m6!1s0x151d4b18b2dc8063:0x82e58dcd5b66c021!8m2!3d32.0814278!4d34.7898728!16s%2Fg%2F11lxqh4zm8!19sChIJY4DcshhLHRURIcBmW82N5YI?authuser=0&hl=iw&rclk=1,Has online booking
2,"Warm Digital, No Proof",פרופסור אריאל בן עמר רופא שיניים מומחה בתל אביב,תל אביב,072-327-0504,http://www.benamar.com/,5.0,,2,,,,,,https://www.google.com/maps/place/%D7%A4%D7%A8%D7%95%D7%A4%D7%A1%D7%95%D7%A8+%D7%90%D7%A8%D7%99%D7%90%D7%9C+%D7%91%D7%9F+%D7%A2%D7%9E%D7%A8+%D7%A8%D7%95%D7%A4%D7%90+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%9E%D7%95%D7%9E%D7%97%D7%94+%D7%91%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91%E2%80%AD/data=!4m7!3m6!1s0x151d4bcce8491dfb:0xffab6697b32a0356!8m2!3d32.0814278!4d34.7898728!16s%2Fg%2F11h8bk9r_r!19sChIJ-x1J6MxLHRURVgMqs5dmq_8?authuser=0&hl=iw&rclk=1,No social media
2,"Warm Digital, No Proof",מרפאת שיניים תל אביב DanteDenta,תל אביב,077-217-7771,https://www.dantedental.co.il/,5.0,,9,https://www.facebook.com/drhaled,https://www.instagram.com/smile_place_jaffaly,,,6,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91+DanteDenta%E2%80%AD/data=!4m7!3m6!1s0x151d4b3bbb897fcf:0x4f844a99608247be!8m2!3d32.0858276!4d34.7932965!16s%2Fg%2F11ghq5tcgs!19sChIJz3-JuztLHRURvkeCYJlKhE8?authuser=0&hl=iw&rclk=1,Has online booking; Large team (6 doctors)
2,"Warm Digital, No Proof","ד""ר אהוד ברג",תל אביב,03-602-2774,https://he-il.facebook.com/drehudberg/,5.0,7,1,https://he-il.facebook.com/drehudberg/,,,,,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%90%D7%94%D7%95%D7%93+%D7%91%D7%A8%D7%92%E2%80%AD/data=!4m7!3m6!1s0x151d4b2ad495505b:0xa74364d1f155a23a!8m2!3d32.0814278!4d34.7898728!16s%2Fg%2F11p4hs1rrd!19sChIJW1CV1CpLHRUROqJV8dFkQ6c?authuser=0&hl=iw&rclk=1,Site is just a Facebook page
2,"Warm Digital, No Proof",Specialist clinics - Dr. Rakutz,תל אביב,03-609-2929,http://www.clinikids.co.il/,5.0,15,7,,,,,5,https://www.google.com/maps/place/Specialist+clinics+-+Dr.+Rakutz/data=!4m7!3m6!1s0x151d4b93aaaaaaab:0xcd425244b0133108!8m2!3d32.0749737!4d34.7838791!16s%2Fg%2F11fhvqv0px!19sChIJq6qqqpNLHRURCDETsERSQs0?authuser=0&hl=iw&rclk=1,Has online booking; Large team (5 doctors); No social media
2,"Warm Digital, No Proof",פרופ' ניסן יוסף,תל אביב,03-695-5061,http://www.prof-nissan.co.il/?contact&langId=1,5.0,,4,,,,,2,https://www.google.com/maps/place/%D7%A4%D7%A8%D7%95%D7%A4%27+%D7%A0%D7%99%D7%A1%D7%9F+%D7%99%D7%95%D7%A1%D7%A3%E2%80%AD/data=!4m7!3m6!1s0x151d4b8510b9bbcd:0x8226a68d310c043f!8m2!3d32.0786234!4d34.7833503!16s%2Fg%2F11hzvb8d2x!19sChIJzbu5EIVLHRURPwQMMY2mJoI?authuser=0&hl=iw&rclk=1,No social media
2,"Warm Digital, No Proof","ד""ר הייפרמן ארנונה",תל אביב,,http://dr-arnona.zapages.co.il/,5.0,,2,,,,,,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%94%D7%99%D7%99%D7%A4%D7%A8%D7%9E%D7%9F+%D7%90%D7%A8%D7%A0%D7%95%D7%A0%D7%94%E2%80%AD/data=!4m7!3m6!1s0x151d4b8e67784aa7:0x7e1aa8d8c4a2cb19!8m2!3d32.0843517!4d34.782872!16s%2Fg%2F11hzsw1hmr!19sChIJp0p4Z45LHRURGcuixNioGn4?authuser=0&hl=iw&rclk=1,No social media
2,"Warm Digital, No Proof",Dr. Ilan Ofeck - ד״ר אילן אופק,תל אביב,054-866-7032,https://dr-ofeck.co.il/,5.0,5,10,https://www.facebook.com/Dr-Ilan-Ofeck----1375602182473861/,https://www.instagram.com/dr.ilan_ofeck/,,,5,https://www.google.com/maps/place/Dr.+Ilan+Ofeck+-+%D7%93%D7%B4%D7%A8+%D7%90%D7%99%D7%9C%D7%9F+%D7%90%D7%95%D7%A4%D7%A7%E2%80%AD/data=!4m7!3m6!1s0x151d4b8b619f9c25:0x51c233ff6920e25b!8m2!3d32.0900937!4d34.7794723!16s%2Fg%2F11g6xl8844!19sChIJJZyfYYtLHRURW-Igaf8zwlE?authuser=0&hl=iw&rclk=1,Has online booking; Large team (5 doctors)
2,"Warm Digital, No Proof",פרופסור מוהנא נדאל,תל אביב,073-779-7808,https://www.drmuhanna.co.il/,5.0,4,7,,,,,12,https://www.google.com/maps/place/%D7%A4%D7%A8%D7%95%D7%A4%D7%A1%D7%95%D7%A8+%D7%9E%D7%95%D7%94%D7%A0%D7%90+%D7%A0%D7%93%D7%90%D7%9C%E2%80%AD/data=!4m7!3m6!1s0x151d4b0a669fd4b3:0xb468e9325b0c198c!8m2!3d32.0814278!4d34.7898728!16s%2Fg%2F11qwvsbjqh!19sChIJs9SfZgpLHRURjBkMWzLpaLQ?authuser=0&hl=iw&rclk=1,Has online booking; Large team (12 doctors); No social media
2,"Warm Digital, No Proof",מרפאת שיניים בתל אביב יפו,תל אביב,,https://www.dantedental.co.il/,4.9,,9,https://www.facebook.com/drhaled,https://www.instagram.com/smile_place_jaffaly,,,6,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%91%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91+%D7%99%D7%A4%D7%95%E2%80%AD/data=!4m7!3m6!1s0x151d4d4953f1884f:0x47b75b6fa9e266ab!8m2!3d32.0445079!4d34.7588346!16s%2Fg%2F11f66qp00j!19sChIJT4jxU0lNHRURq2biqW9bt0c?authuser=0&hl=iw&rclk=1,Has online booking; Large team (6 doctors)
2,"Warm Digital, No Proof",מרפאת שיניים דר' מארק,פתח תקווה,03-933-2525,http://www.drmarc.co.il/,4.9,9,8,https://www.facebook.com/login/device-based/regular/login/?login_attempt=1&next=https%3A%2F%2Fwww.facebook.com%2Fpeople%2F%25D7%259E%25D7%25A8%25D7%25A4%25D7%2590%25D7%25AA-%25D7%25A9%25D7%2599%25D7%25A0%25D7%2599%25D7%2599%25D7%259D-%25D7%2593%25D7%25A8-%25D7%259E%25D7%2590%25D7%25A8%25D7%25A7%2F100057119903832%2F%3Fpnref%3Dlhc,,,,,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%93%D7%A8%27+%D7%9E%D7%90%D7%A8%D7%A7%E2%80%AD/data=!4m7!3m6!1s0x151d3670d4b336f1:0xec0dd0db7b123569!8m2!3d32.0808977!4d34.8929683!16s%2Fg%2F11c6q14js1!19sChIJ8Taz1HA2HRURaTUSe9vQDew?authuser=0&hl=iw&rclk=1,Has online booking; Facebook only
2,"Warm Digital, No Proof",Dr.Alex ד״ר אלכס מרפאת שיניים חירום 24,בת ים,03-510-6667,https://www.drserebrinski.com/,4.8,18,9,,https://www.instagram.com/dr.serebrinski/,,,4,https://www.google.com/maps/place/Dr.Alex+%D7%93%D7%B4%D7%A8+%D7%90%D7%9C%D7%9B%D7%A1+%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%97%D7%99%D7%A8%D7%95%D7%9D+24%E2%80%AD/data=!4m7!3m6!1s0x1502b3e9a1eabee1:0xb0f4f0f20688d7f7!8m2!3d32.0268812!4d34.7469876!16s%2Fg%2F11khf43bw3!19sChIJ4b7qoemzAhUR99eIBvLw9LA?authuser=0&hl=iw&rclk=1,Has online booking
2,"Warm Digital, No Proof",מרפאת שיניים בחולון סידא דנט - השתלות שיניים - השתלת שיניים ביום אחד,חולון,072-392-2265,https://www.sidhedent.co.il/,4.8,12,10,https://he-il.facebook.com/sidhedent/,,,,6,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%91%D7%97%D7%95%D7%9C%D7%95%D7%9F+%D7%A1%D7%99%D7%93%D7%90+%D7%93%D7%A0%D7%98+-+%D7%94%D7%A9%D7%AA%D7%9C%D7%95%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+-+%D7%94%D7%A9%D7%AA%D7%9C%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%91%D7%99%D7%95%D7%9D+%D7%90%D7%97%D7%93%E2%80%AD/data=!4m7!3m6!1s0x1502b4a8a39d5857:0x83d8aee257e5f0a8!8m2!3d32.0224689!4d34.7782552!16s%2Fg%2F1hm4mf1zf!19sChIJV1ido6i0AhURqPDlV-Ku2IM?authuser=0&hl=iw&rclk=1,Has online booking; Large team (6 doctors); Facebook only
2,"Warm Digital, No Proof","ד""ר וייט Dr White - רשת מרפאות שיניים",פתח תקווה,051-558-1135,https://dr-white-israel.co.il/,4.8,18,9,https://www.facebook.com/profile.php?id=100090900248550&mibextid=LQQJ4d,https://www.instagram.com/dr.white.il/?igshid=YjNmNGQ3MDY%3D,,,16,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%95%D7%99%D7%99%D7%98+Dr+White+-+%D7%A8%D7%A9%D7%AA+%D7%9E%D7%A8%D7%A4%D7%90%D7%95%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x600d5b084bb8265d:0x34e76fd45798aae7!8m2!3d32.0905757!4d34.8594869!16s%2Fg%2F11kqfk_55_!19sChIJXSa4SwhbDWAR56qYV9Rv5zQ?authuser=0&hl=iw&rclk=1,Has online booking; Large team (16 doctors)
2,"Warm Digital, No Proof","מרפאת שיניים ד""ר מעין יעוז",תל אביב,053-995-6833,https://www.doctorim.co.il/s/doctor-10008547/%D7%93%D7%A8-%D7%9E%D7%A2%D7%99%D7%99%D7%9F-%D7%99%D7%A2%D7%95%D7%96/%D7%A8%D7%95%D7%A4%D7%90%D7%AA-%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D,4.8,18,7,,,,,,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%93%22%D7%A8+%D7%9E%D7%A2%D7%99%D7%9F+%D7%99%D7%A2%D7%95%D7%96%E2%80%AD/data=!4m7!3m6!1s0x151d4b2b376d0d71:0x26c6a6fa610ea51b!8m2!3d32.0787143!4d34.7811354!16s%2Fg%2F11q_32b8fp!19sChIJcQ1tNytLHRURG6UOYfqmxiY?authuser=0&hl=iw&rclk=1,Has online booking; No social media
