clinic_name,reviewer_name,stars,review_text,review_date,google_maps_url
ד״ר ערן צנציפר - מומחה לשיקום הפה,Zoheret Ziv,5,הרופא הכי טוב שיש. נדיר למצוא רופא שינויים מקצועי כל כך ואנושי מאוד,לפני שבועיים,https://www.google.com/maps/place/%D7%93%D7%B4%D7%A8+%D7%A2%D7%A8%D7%9F+%D7%A6%D7%A0%D7%A6%D7%99%D7%A4%D7%A8+-+%D7%9E%D7%95%D7%9E%D7%97%D7%94+%D7%9C%D7%A9%D7%99%D7%A7%D7%95%D7%9D+%D7%94%D7%A4%D7%94%E2%80%AD/data=!4m7!3m6!1s0x151d4b8fa3361ee9:0x3dc00faa887ea2fb!8m2!3d32.0821313!4d34.7829731!16s%2Fg%2F11c3ky64f6!19sChIJ6R42o49LHRUR-6J-iKoPwD0?authuser=0&hl=iw&rclk=1
ד״ר ערן צנציפר - מומחה לשיקום הפה,naama nissim,5,שקט נפשי להיות מטופלת אצל ערן . מקצוענות בלתי מתפשרת יחס אישי ומכיל לא אחליף באף אחד 🩷🩷🩷🦷 …,לפני 3 שבועות,https://www.google.com/maps/place/%D7%93%D7%B4%D7%A8+%D7%A2%D7%A8%D7%9F+%D7%A6%D7%A0%D7%A6%D7%99%D7%A4%D7%A8+-+%D7%9E%D7%95%D7%9E%D7%97%D7%94+%D7%9C%D7%A9%D7%99%D7%A7%D7%95%D7%9D+%D7%94%D7%A4%D7%94%E2%80%AD/data=!4m7!3m6!1s0x151d4b8fa3361ee9:0x3dc00faa887ea2fb!8m2!3d32.0821313!4d34.7829731!16s%2Fg%2F11c3ky64f6!19sChIJ6R42o49LHRUR-6J-iKoPwD0?authuser=0&hl=iw&rclk=1
"רופא שיניים תל אביב | ד""ר גפאלי חאלד",רותם אביכזר,5,"מרפאה טובה עם צוות מעולה. גם המזכירה וגם הרופא עובדים מכל הלב. אחרי המון ביקורים של בזבוז כסף אצל רופאים אחרים , הגעתי מרחוק ובדיעבד היה שווה לגמרי. עבודה יפה ויסודית, גם בדברים מורכבים",לפני 3 חודשים,https://www.google.com/maps/place/%D7%A8%D7%95%D7%A4%D7%90+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91+%7C+%D7%93%22%D7%A8+%D7%92%D7%A4%D7%90%D7%9C%D7%99+%D7%97%D7%90%D7%9C%D7%93%E2%80%AD/data=!4m7!3m6!1s0x151d4cb750dd2be9:0x7e8d279caa97ee29!8m2!3d32.0483567!4d34.7569472!16s%2Fg%2F11clsxhcz8!19sChIJ6SvdULdMHRURKe6XqpwnjX4?authuser=0&hl=iw&rclk=1
"רופא שיניים תל אביב | ד""ר גפאלי חאלד",‪Umai Private Chef (Alex)‬‏,5,"מספר אחד, ממליצה בחום. קליניקה מאוד מתקדמת שמרגישה כמו ספא, הצוות מסביר פנים וניהול, ודר' גפאלי הוא סופר מקצועי, סבלני ויסודי. לא הולכת לאף אחד אחר",לפני 3 חודשים,https://www.google.com/maps/place/%D7%A8%D7%95%D7%A4%D7%90+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91+%7C+%D7%93%22%D7%A8+%D7%92%D7%A4%D7%90%D7%9C%D7%99+%D7%97%D7%90%D7%9C%D7%93%E2%80%AD/data=!4m7!3m6!1s0x151d4cb750dd2be9:0x7e8d279caa97ee29!8m2!3d32.0483567!4d34.7569472!16s%2Fg%2F11clsxhcz8!19sChIJ6SvdULdMHRURKe6XqpwnjX4?authuser=0&hl=iw&rclk=1
"רופא שיניים תל אביב | ד""ר גפאלי חאלד",shiran shushan,5,"רופא מספר 1׳ בארץ, ביצעתי הבהרת חניכיים בלייזר, מרפאה מקצועית איכותית וחדשנית.",לפני חודש,https://www.google.com/maps/place/%D7%A8%D7%95%D7%A4%D7%90+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91+%7C+%D7%93%22%D7%A8+%D7%92%D7%A4%D7%90%D7%9C%D7%99+%D7%97%D7%90%D7%9C%D7%93%E2%80%AD/data=!4m7!3m6!1s0x151d4cb750dd2be9:0x7e8d279caa97ee29!8m2!3d32.0483567!4d34.7569472!16s%2Fg%2F11clsxhcz8!19sChIJ6SvdULdMHRURKe6XqpwnjX4?authuser=0&hl=iw&rclk=1
ד''ר ניסים לוי,Elay,0,"הגעתי לטיפול אסטטי (פשוט) להשלמת רווח קטן בין השיניים הקדמיות, ובמהלך הטיפול דר לוי שבר לי חלק מהשן הקידמית. שילמתי כסף ויצאתי עם בעיה גדולה פי 10 שעד היום לא הצלחתי לטפל (בגלל שהשבר שנוצר קטן יחסית אך בולט, קשה להשלים מכיוון שהשטח להשלמה קטן). למרות השירות האוהב, לא ממליץ.",לפני 2 שנים,https://www.google.com/maps/place/%D7%93%27%27%D7%A8+%D7%A0%D7%99%D7%A1%D7%99%D7%9D+%D7%9C%D7%95%D7%99%E2%80%AD/data=!4m7!3m6!1s0x151d4b8e704c43cd:0xadd31eda6bf84d4!8m2!3d32.0846484!4d34.7831847!16s%2Fg%2F1tk40pk1!19sChIJzUNMcI5LHRUR1IS_pu0x3Qo?authuser=0&hl=iw&rclk=1
ד''ר ניסים לוי,Dan Sabag,0,"דוקטור ניסים בחסות מכבסת המילים האנושית שנמצאת בקבלה, גבו ממני סכום עודף בעבור טיפול לבת הזוג שלי, לא ישראלית, כמה קל לעבוד על תיירים... היא נזקקה ל-5 סתימות שונות, כשביקשתי מדוקטור ניסים לאחר היכרות ממושכת אצלו …",לפני 4 שנים,https://www.google.com/maps/place/%D7%93%27%27%D7%A8+%D7%A0%D7%99%D7%A1%D7%99%D7%9D+%D7%9C%D7%95%D7%99%E2%80%AD/data=!4m7!3m6!1s0x151d4b8e704c43cd:0xadd31eda6bf84d4!8m2!3d32.0846484!4d34.7831847!16s%2Fg%2F1tk40pk1!19sChIJzUNMcI5LHRUR1IS_pu0x3Qo?authuser=0&hl=iw&rclk=1
ד''ר ניסים לוי,בן אדרי,0,"גבה מבת הזוג שלי סכום לא פרופורציומאלי ביחס לטיפול הפשוט, מצאנו לאחר מקרה הצעות מחיר זולות בהרבה ומקצועיות לא פחות. לא כיף. עדיין הפה שלה כואב גם לאחר מעל חצי שנה מאז אותה עקירה. מומלץ לעשות סקר שוק ולא להתחייב לעלויות כאלו מראש",לפני 4 שנים,https://www.google.com/maps/place/%D7%93%27%27%D7%A8+%D7%A0%D7%99%D7%A1%D7%99%D7%9D+%D7%9C%D7%95%D7%99%E2%80%AD/data=!4m7!3m6!1s0x151d4b8e704c43cd:0xadd31eda6bf84d4!8m2!3d32.0846484!4d34.7831847!16s%2Fg%2F1tk40pk1!19sChIJzUNMcI5LHRUR1IS_pu0x3Qo?authuser=0&hl=iw&rclk=1
אור השן תל אביב,Boaz Cohen,4,"לאחר ביקור שני במקום ושימוש בשירותיו,  מרוצה מהצוות שעובד בו וממקצועיותו, שנדרשת במיוחד בכל מה שקשור לשיניים (שירותי צילום).  המיקום של הסניף מרכזי בסך הכל ונגיש, בקומה 5 ממול לסניף הסופר פארם.  מומלץ ואפשר לקבוע תור מראש. נק' שלילית אחת מבחינתי היא שלפעמים המצלמה במקום מקרטעת ולוקח זמן לכייל אותה, מה שגוזל זמן.",לפני חודש,https://www.google.com/maps/place/%D7%90%D7%95%D7%A8+%D7%94%D7%A9%D7%9F+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91%E2%80%AD/data=!4m7!3m6!1s0x151d4b85bc52c3df:0x11a5695c100d036a!8m2!3d32.0795853!4d34.7814627!16s%2Fg%2F11f4pkj3g0!19sChIJ38NSvIVLHRURagMNEFxppRE?authuser=0&hl=iw&rclk=1
אור השן תל אביב,shmuel,5,"שירות נעים יעיל אדיב ומהיר, המקום נקי מטופח ואסטטי",לפני חודשיים,https://www.google.com/maps/place/%D7%90%D7%95%D7%A8+%D7%94%D7%A9%D7%9F+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91%E2%80%AD/data=!4m7!3m6!1s0x151d4b85bc52c3df:0x11a5695c100d036a!8m2!3d32.0795853!4d34.7814627!16s%2Fg%2F11f4pkj3g0!19sChIJ38NSvIVLHRURagMNEFxppRE?authuser=0&hl=iw&rclk=1
אור השן תל אביב,Tzvi Melamed,0,"היית בסניף צייטלין ת""א. מאוד נחמדים, זה באמת, ברצינות.  אבל חוסר מקצועיות - הייתי צריך צילום שמכסה שלוש שיניים.  צילמו אותי שלוש פעמים, כי פעמיים הם צילמו את השיניים הלא נכונות!  וגם, בפעם השלישית שכחו להגיד לי להוריד את המשקפיים, בעוד שבפעמיים הראשונות אמרו לי שחשוב להוריד. חלק מהמסגרת של המשקפיים אכן נכנס לצילום.",לפני 2 שנים,https://www.google.com/maps/place/%D7%90%D7%95%D7%A8+%D7%94%D7%A9%D7%9F+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91%E2%80%AD/data=!4m7!3m6!1s0x151d4b85bc52c3df:0x11a5695c100d036a!8m2!3d32.0795853!4d34.7814627!16s%2Fg%2F11f4pkj3g0!19sChIJ38NSvIVLHRURagMNEFxppRE?authuser=0&hl=iw&rclk=1
"ד""ר זיידמן אלון יישור שיניים נסתר",מוריאל בן סעדון,5,"דוקטור זיידמן והצוות התעלו מעל לציפיות שלי! אתחיל מהתוצאה - לא סתם דוקטור זיידמן הוא המומלץ ביותר ליישור שיניים, המקצועיות שלו באה לידי ביטוי משלב הייעוץ, תפעול ההליך ועד לפתרונות יצירתיים בזמן הטיפול כדי להבטיח חיוך יפה ושיניים ישרות. אני חושב שחובה לציין את צוות המרפאה שהיו זמינים לשאלות ועזרו להתאים המפגשים והטיפולים בהתאם למגבלות זמן עם המון הבנה וגמישות!  לכל מי ששוקל לעשות יישור שיניים אני ממליץ לפחות להגיע ולהכיר את המרפאה ודוקטור זיידמן - אני בטוח שאחרי היכרות ראשונה תבינו שמדובר במרפאה של מקצוענים עם שירות חם.  תודה רבה לכם על הטיפול המסור!",לפני חודש,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%96%D7%99%D7%99%D7%93%D7%9E%D7%9F+%D7%90%D7%9C%D7%95%D7%9F+%D7%99%D7%99%D7%A9%D7%95%D7%A8+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%A0%D7%A1%D7%AA%D7%A8%E2%80%AD/data=!4m7!3m6!1s0x151d4b9122aa4be9:0xbb7c520d22e0b836!8m2!3d32.0816779!4d34.7892784!16s%2Fg%2F1ptw88d8z!19sChIJ6UuqIpFLHRURNrjgIg1SfLs?authuser=0&hl=iw&rclk=1
"ד""ר זיידמן אלון יישור שיניים נסתר",הודיה עיני,5,"ד״ר זיידמן נותן שירות מעולה , מכל הלב . מקצוען אמיתי שעושה הכל בשביל הלקוח . יצא לי חיוך בדיוק כמו שחלמתי",לפני חודשיים,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%96%D7%99%D7%99%D7%93%D7%9E%D7%9F+%D7%90%D7%9C%D7%95%D7%9F+%D7%99%D7%99%D7%A9%D7%95%D7%A8+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%A0%D7%A1%D7%AA%D7%A8%E2%80%AD/data=!4m7!3m6!1s0x151d4b9122aa4be9:0xbb7c520d22e0b836!8m2!3d32.0816779!4d34.7892784!16s%2Fg%2F1ptw88d8z!19sChIJ6UuqIpFLHRURNrjgIg1SfLs?authuser=0&hl=iw&rclk=1
"ד""ר זיידמן אלון יישור שיניים נסתר",noga zadok,5,"הייתה לי חוויה מדהימה אצל דר זיידמן! קביעת תורים קלה ונוחה דרך מירי, זמינות גבוהה - תמיד עונים מהר . שירות אדיב , מקצועיות , והכי חשוב מחיר פגז אמליץ מאוד בחום",לפני 6 חודשים,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%96%D7%99%D7%99%D7%93%D7%9E%D7%9F+%D7%90%D7%9C%D7%95%D7%9F+%D7%99%D7%99%D7%A9%D7%95%D7%A8+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%A0%D7%A1%D7%AA%D7%A8%E2%80%AD/data=!4m7!3m6!1s0x151d4b9122aa4be9:0xbb7c520d22e0b836!8m2!3d32.0816779!4d34.7892784!16s%2Fg%2F1ptw88d8z!19sChIJ6UuqIpFLHRURNrjgIg1SfLs?authuser=0&hl=iw&rclk=1
"ד""ר חיה מאיר - רופאת שיניים",Itamar Shalev,5,"עברתי טיפולים אצל ד""ר חיה, שאגב, היא המזכירה של עצמה, והיא מעניקה יחס אישי, זריז ומקצועי. אמנם אני מכפר סבא אבל סוס מנצח לא מחליפים.",לפני 5 חודשים,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%97%D7%99%D7%94+%D7%9E%D7%90%D7%99%D7%A8+-+%D7%A8%D7%95%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x151d4b91146c768f:0xf5ae259c028b6283!8m2!3d32.0814278!4d34.7898728!16s%2Fg%2F1typqpkh!19sChIJj3ZsFJFLHRURg2KLApwlrvU?authuser=0&hl=iw&rclk=1
"ד""ר חיה מאיר - רופאת שיניים",ליבנת כהן,5,"עברתי עקירה בצורה מקצועית ומפתיעה – לגמרי בלי כאבים. כבר מהכניסה הרגשתי את היחס האנושי והמרגיע של הרופאה ושל הצוות הקליניקה נעימה, אסתטית ונקייה מאוד עם אווירה שמשרה ביטחון. דיוק בזמנים והסבר מפורט וברור אחרי הטיפול ובכללי יצאתי עם תחושה מעולה. ממליצה בחום!!",לפני 5 חודשים,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%97%D7%99%D7%94+%D7%9E%D7%90%D7%99%D7%A8+-+%D7%A8%D7%95%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x151d4b91146c768f:0xf5ae259c028b6283!8m2!3d32.0814278!4d34.7898728!16s%2Fg%2F1typqpkh!19sChIJj3ZsFJFLHRURg2KLApwlrvU?authuser=0&hl=iw&rclk=1
"ד""ר חיה מאיר - רופאת שיניים",Mazi Liberty,5,"""אני רוצה להביע את תודתי העמוקה לד""ר חיה מאיר על הטיפול המסור והמקצועי שקיבלתי. הגעתי אליה עם בעיות חניכיים קשות, ולאחר סדרת טיפולים וניתוח חניכיים, מצבי השתפר מאוד. …",לפני 11 חודשים,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%97%D7%99%D7%94+%D7%9E%D7%90%D7%99%D7%A8+-+%D7%A8%D7%95%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x151d4b91146c768f:0xf5ae259c028b6283!8m2!3d32.0814278!4d34.7898728!16s%2Fg%2F1typqpkh!19sChIJj3ZsFJFLHRURg2KLApwlrvU?authuser=0&hl=iw&rclk=1
הסמיילי הלבן - מרפאת שיניים פרטית בתל אביב,Minawi M,5,מקום נקי ונעים והמחירים סבירים ונוחים. תודה רבה לז'אנה המקסימה והמוכשרת שנמצאת בקבלה. תודה רבה לסבטלנה ולקטיה השינניות המעולות והמקצועיות ותודה רבה לדוקטור,לפני שבועיים,https://www.google.com/maps/place/%D7%94%D7%A1%D7%9E%D7%99%D7%99%D7%9C%D7%99+%D7%94%D7%9C%D7%91%D7%9F+-+%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%A4%D7%A8%D7%98%D7%99%D7%AA+%D7%91%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91%E2%80%AD/data=!4m7!3m6!1s0x151d4b471b226357:0xcadb6e916b34a7f!8m2!3d32.0695959!4d34.784603!16s%2Fg%2F11h8ggjmn8!19sChIJV2MiG0dLHRURf0qzFum2rQw?authuser=0&hl=iw&rclk=1
הסמיילי הלבן - מרפאת שיניים פרטית בתל אביב,חן משה,5,מקום מקסים עם שירות מעולה! שיננית עדינה ומקצועית מאוד! הגעתי עם התינוקת שלי והצוות היה כל כך אדיב ומתחשב. מומלץ מאוד.,לפני חודש,https://www.google.com/maps/place/%D7%94%D7%A1%D7%9E%D7%99%D7%99%D7%9C%D7%99+%D7%94%D7%9C%D7%91%D7%9F+-+%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%A4%D7%A8%D7%98%D7%99%D7%AA+%D7%91%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91%E2%80%AD/data=!4m7!3m6!1s0x151d4b471b226357:0xcadb6e916b34a7f!8m2!3d32.0695959!4d34.784603!16s%2Fg%2F11h8ggjmn8!19sChIJV2MiG0dLHRURf0qzFum2rQw?authuser=0&hl=iw&rclk=1
הסמיילי הלבן - מרפאת שיניים פרטית בתל אביב,רון טרויאן,5,"מרפאת שיניים ברמה אחרת. הרגשתי שאני בידיים הכי מקצועיות, רגועות ואכפתיות שיש. הצוות מדהים, השירות אנושי, והכול נעשה עם חיוך ויחס אישי. יצאתי בתחושה שאני פשוט במקום הנכון. ממליץ מכל הלב.",לפני 3 חודשים,https://www.google.com/maps/place/%D7%94%D7%A1%D7%9E%D7%99%D7%99%D7%9C%D7%99+%D7%94%D7%9C%D7%91%D7%9F+-+%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%A4%D7%A8%D7%98%D7%99%D7%AA+%D7%91%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91%E2%80%AD/data=!4m7!3m6!1s0x151d4b471b226357:0xcadb6e916b34a7f!8m2!3d32.0695959!4d34.784603!16s%2Fg%2F11h8ggjmn8!19sChIJV2MiG0dLHRURf0qzFum2rQw?authuser=0&hl=iw&rclk=1
"ד""ר רוני אמיד: מרפאת אסתטיקה דנטלית",Ariel Nahum אריאל נחום -היסטוריה,0,"לא הגיוני שכל התגובות פה 5 כוכבים. כי במקומות אחרים יש למרפאה הזו פחות מ-4 כוכבים. שווה בדיקה וזהירות.התברר לי היום שבאתר זאפ ששם מי שרוצה לתת חוו""ד על המרפאה רק אם המרפאה יתנו לו אישורעם קישור יוכל  להגיב. וללקוח לא מרוצה כמוני  הם לא יתנו לו קישור להגיב. החוויה שלי במרפאה גרועה ביותר. הן בבחינת שירות. ומקצועיות. שסבלתי מכאבים בשן שטופלה אצל ד""ר אמיד נאמר לי להמנע מלהשמש בפה בצד של הכאב.ולחכות כמה חודשים עד שהכאב יעבור.על זה שהתלוננתי . קיבלתי מחמאה שיש לי עזות מצח. בנוסף קבעו לי תור לטיפול שורש שאני לא הייתי צריך. שבמרפאה הבינו שטעו במקום להודות הם מנסים להכחיש. כדי להצדיק את דרכם כתבו לי ביהירות ""כל רופא שיניים ברמה סבירה"" הם קושרים לעצמם שהם מלכי הרופאים וכולם אפסים. בנוסף באתר שבו הייתה תגובה עם כוכב 1 למרפאה למעלה מ20 איש סימנו שזה נכון ובתגובות הטובות שאין לי מושג מאיפה הם הגיעו והאם הגיעו בתשלום אין כמעט הסכמה שזה מרפאה טובה. אמרו לי שאני צריך  הקצעת שורשים ובקבלה היה כתוב הסרת אבנית תחת אלחוש מקומי וגבו על זה 1500 שקל.הגעתי למרפאה כדי לקבל חוו""ד והסתבכתי שם עם טיפול שלא בקשתי. וטיפול כושל והחלפתי רופא. אין אני ממורמר  ישבתי לכתוב את ההודעה שאנשים יזהרו לא להגיע למקום הזה.דקה לפני ששמו לי את הכתר התלוננתי על כאבים גם אצל מנהל המרפאה והם התעלמו ועשו לי טיפול באלפי שקלים.ששבוע אחרי הטיפול  רופא אחר הוציא את הכתר שלהם. אני מוכן שיתבעו אותי לבית משפט ואני רוצה שהאמת תצא לאור.ושאנשים יפקחו עיניים גם על כספם וגם על כאבים ממושכים במרפאה הזאת.ושלחתי לד""ר אמיד הודעה לטלפון ונחסמתי.",לפני חודש,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%A8%D7%95%D7%A0%D7%99+%D7%90%D7%9E%D7%99%D7%93:+%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%90%D7%A1%D7%AA%D7%98%D7%99%D7%A7%D7%94+%D7%93%D7%A0%D7%98%D7%9C%D7%99%D7%AA%E2%80%AD/data=!4m7!3m6!1s0x151d4bee0008d2e5:0x5744dc5e6285758!8m2!3d32.0714113!4d34.780311!16s%2Fg%2F1thk16m4!19sChIJ5dIIAO5LHRURWFco5sVNdAU?authuser=0&hl=iw&rclk=1
"ד""ר רוני אמיד: מרפאת אסתטיקה דנטלית",Libby Bell Ifargan,5,"חוויה פשוט מושלמת! אקה ליוותה אותי מהרגע הראשון – דאגה, הסבירה, תיאמה והייתה זמינה לכל שאלה. הצוות בגאורגיה מקצועי בטירוף, והטיפולים ברמה גבוהה – השתלות, ציפויים ושיקום מלא, והכל באווירה נעימה ובמחיר מעולה. יצאתי עם חיוך הוליוודי – תרתי משמע! ממליץ בחום לכל מי ששוקל טיפול שיניים בחו""ל",לפני 3 חודשים,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%A8%D7%95%D7%A0%D7%99+%D7%90%D7%9E%D7%99%D7%93:+%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%90%D7%A1%D7%AA%D7%98%D7%99%D7%A7%D7%94+%D7%93%D7%A0%D7%98%D7%9C%D7%99%D7%AA%E2%80%AD/data=!4m7!3m6!1s0x151d4bee0008d2e5:0x5744dc5e6285758!8m2!3d32.0714113!4d34.780311!16s%2Fg%2F1thk16m4!19sChIJ5dIIAO5LHRURWFco5sVNdAU?authuser=0&hl=iw&rclk=1
"ד""ר רוני אמיד: מרפאת אסתטיקה דנטלית",לירון בכר,5,"הייתי בייעוץ אצל ד״ר רוני ועשיתי הלבנה אצל ד״ר תמר. היה מצויין מכל הבחינות! יסודית ומקצועית. מרפאה מקצועית, השירות מדהים ונתנו מענה טוב וכנה לכל שאלה ודבר! ממליצה בחום. תודה רבה.",לפני חודש,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%A8%D7%95%D7%A0%D7%99+%D7%90%D7%9E%D7%99%D7%93:+%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%90%D7%A1%D7%AA%D7%98%D7%99%D7%A7%D7%94+%D7%93%D7%A0%D7%98%D7%9C%D7%99%D7%AA%E2%80%AD/data=!4m7!3m6!1s0x151d4bee0008d2e5:0x5744dc5e6285758!8m2!3d32.0714113!4d34.780311!16s%2Fg%2F1thk16m4!19sChIJ5dIIAO5LHRURWFco5sVNdAU?authuser=0&hl=iw&rclk=1
"ד""ר מצנע בסיקי- רפואת שיניים מתקדמת Dr.Besiki Mitzna",yossi amgar,5,אני מאוד חרדתי ותמיד נמנעתי מביקור אצל רופא שיניים. ביקרתי אצל ד״ר מנצע והרגשתי בנח לדבר איתו על החרדה שלי. ד״ר מנצע בן אדם מאוד אמפתי ורגיש. מאוד מרוצה מהטיפול.,לפני 2 שנים,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%9E%D7%A6%D7%A0%D7%A2+%D7%91%D7%A1%D7%99%D7%A7%D7%99-+%D7%A8%D7%A4%D7%95%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%9E%D7%AA%D7%A7%D7%93%D7%9E%D7%AA+Dr.Besiki+Mitzna%E2%80%AD/data=!4m7!3m6!1s0x151d4b92201a9335:0x71f6d6e8a1db51b7!8m2!3d32.0676773!4d34.7860913!16s%2Fg%2F11b6gq88vj!19sChIJNZMaIJJLHRURt1HboejW9nE?authuser=0&hl=iw&rclk=1
"ד""ר מצנע בסיקי- רפואת שיניים מתקדמת Dr.Besiki Mitzna",Raz Barkai,5,"הרופא שיניים בסיקי מצנע עשה לי השתלת שיניים ללא כאבים ותודה לאל בהצלחה רבה. דוקטור מצנע אנושי,קשוב,ומאוד מתחשב כלכלית במטופלים ממליץ בחום.",לפני 3 שנים,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%9E%D7%A6%D7%A0%D7%A2+%D7%91%D7%A1%D7%99%D7%A7%D7%99-+%D7%A8%D7%A4%D7%95%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%9E%D7%AA%D7%A7%D7%93%D7%9E%D7%AA+Dr.Besiki+Mitzna%E2%80%AD/data=!4m7!3m6!1s0x151d4b92201a9335:0x71f6d6e8a1db51b7!8m2!3d32.0676773!4d34.7860913!16s%2Fg%2F11b6gq88vj!19sChIJNZMaIJJLHRURt1HboejW9nE?authuser=0&hl=iw&rclk=1
"ד""ר מצנע בסיקי- רפואת שיניים מתקדמת Dr.Besiki Mitzna",Ira Chernikov,5,"שירות מעולה, יחס חם, אנשים טובים. נעים להיות במרפאה. דר בסיקי מצנע רופא מצויין, ברגע שהתיישבתי בכיסא של המטופל נרגעתי וידעתי מייד שאני בידיים טובות.",לפני 3 שנים,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%9E%D7%A6%D7%A0%D7%A2+%D7%91%D7%A1%D7%99%D7%A7%D7%99-+%D7%A8%D7%A4%D7%95%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%9E%D7%AA%D7%A7%D7%93%D7%9E%D7%AA+Dr.Besiki+Mitzna%E2%80%AD/data=!4m7!3m6!1s0x151d4b92201a9335:0x71f6d6e8a1db51b7!8m2!3d32.0676773!4d34.7860913!16s%2Fg%2F11b6gq88vj!19sChIJNZMaIJJLHRURt1HboejW9nE?authuser=0&hl=iw&rclk=1
"ד""ר אורן פלג - כירורג פה פנים ולסתות",Emmy Pakanaiev kintzlinger,5,,לפני 3 חודשים,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%90%D7%95%D7%A8%D7%9F+%D7%A4%D7%9C%D7%92+-+%D7%9B%D7%99%D7%A8%D7%95%D7%A8%D7%92+%D7%A4%D7%94+%D7%A4%D7%A0%D7%99%D7%9D+%D7%95%D7%9C%D7%A1%D7%AA%D7%95%D7%AA%E2%80%AD/data=!4m7!3m6!1s0x151d4be7625ed0ad:0x9cc064cb3f594228!8m2!3d32.0813105!4d34.7897278!16s%2Fg%2F11v00dyb1d!19sChIJrdBeYudLHRURKEJZP8tkwJw?authuser=0&hl=iw&rclk=1
