name,address,city,phone,website,rating,review_count,categories,hours,google_maps_url,search_term,scraped_at,facebook_url,instagram_url,tiktok_url,easy_url,easy_score,easy_review_count,google_review_count,facebook_review_count,madreviews_count,doctor_count,staff_count,site_score,comments
פופקו דנטל,"
עקיבא אריה 31, פנקס 60, תל אביב-יפו",תל אביב,03-605-3311,http://www.pupko.co.il/,5.0,,חנות לציוד דנטלי,שעות פעילות,https://www.google.com/maps/place/%D7%A4%D7%95%D7%A4%D7%A7%D7%95+%D7%93%D7%A0%D7%98%D7%9C%E2%80%AD/data=!4m7!3m6!1s0x151d4beb90cd5a73:0x5621a40cf2fc65a!8m2!3d32.0907542!4d34.7918055!16s%2Fg%2F1w0r2520!19sChIJc1rNkOtLHRURWsYvz0AaYgU?authuser=0&hl=iw&rclk=1,מרפאת שיניים תל אביב יפו,2026-02-22T19:03:59.957079,https://www.facebook.com/pupko.dental/,,,,,,,,,,1,6,Facebook only
מרפאת שיניים אלי דנט,"
יפת 120, תל אביב-יפו",תל אביב,054-729-2335,https://elident.co.il/%D7%A2%D7%9E%D7%95%D7%93-%D7%91%D7%99%D7%AA/,5.0,49,מרפאת שיניים,שעות פעילות,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%90%D7%9C%D7%99+%D7%93%D7%A0%D7%98%E2%80%AD/data=!4m7!3m6!1s0x151d4cb587667911:0x4669025f9fd979b!8m2!3d32.043236!4d34.7519695!16s%2Fg%2F11b6vk4fbq!19sChIJEXlmh7VMHRURm5f9-SWQZgQ?authuser=0&hl=iw&rclk=1,מרפאת שיניים תל אביב יפו,2026-02-22T19:04:03.805591,,,,,,,,,,,3,8,Has online booking; No social media
דר פרייס אריאלה רופאת שיניים - מומחית לשיקום הפה,"
ברודצקי 43 א, קומה 3, תל אביב-יפו",תל אביב,03-534-0604,,4.1,,מרפאת שיניים,שעות פעילות,https://www.google.com/maps/place/%D7%93%D7%A8+%D7%A4%D7%A8%D7%99%D7%99%D7%A1+%D7%90%D7%A8%D7%99%D7%90%D7%9C%D7%94+%D7%A8%D7%95%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+-+%D7%9E%D7%95%D7%9E%D7%97%D7%99%D7%AA+%D7%9C%D7%A9%D7%99%D7%A7%D7%95%D7%9D+%D7%94%D7%A4%D7%94%E2%80%AD/data=!4m7!3m6!1s0x151d4966c3277243:0xe05f5bf04a77eb4c!8m2!3d32.1118678!4d34.7974995!16s%2Fg%2F11svbv_vy8!19sChIJQ3Inw2ZJHRURTOt3SvBbX-A?authuser=0&hl=iw&rclk=1,מרפאת שיניים תל אביב יפו,2026-02-22T19:04:06.996137,,,,,,,,,,,,0,No website
"מרפאת שיניים בצפון תל אביב - ד""ר איטלמן","
דבורה הנביאה 122, תל אביב-יפו, 6944019",תל אביב,077-417-8070,http://www.itelmansmiles.co.il/,4.9,173,רופא שיניים,שעות פעילות,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%91%D7%A6%D7%A4%D7%95%D7%9F+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91+-+%D7%93%22%D7%A8+%D7%90%D7%99%D7%98%D7%9C%D7%9E%D7%9F%E2%80%AD/data=!4m7!3m6!1s0x151d49bdc4c2ff9f:0x72241a998b0d248a!8m2!3d32.1139666!4d34.8412214!16s%2Fg%2F11byvb3hlc!19sChIJn__CxL1JHRURiiQNi5kaJHI?authuser=0&hl=iw&rclk=1,מרפאת שיניים תל אביב יפו,2026-02-22T19:04:11.539503,https://www.facebook.com/Dr.Itelman,https://www.instagram.com/dr.itelman/,,,,,,,,4,4,7,Has online booking
מרפאת שיניים בתל אביב יפו,"
אנדריוס 7, תל אביב-יפו, 6815425",תל אביב,,https://www.dantedental.co.il/,4.9,,מרפאת שיניים,,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%91%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91+%D7%99%D7%A4%D7%95%E2%80%AD/data=!4m7!3m6!1s0x151d4d4953f1884f:0x47b75b6fa9e266ab!8m2!3d32.0445079!4d34.7588346!16s%2Fg%2F11f66qp00j!19sChIJT4jxU0lNHRURq2biqW9bt0c?authuser=0&hl=iw&rclk=1,מרפאת שיניים תל אביב יפו,2026-02-22T19:04:15.995936,https://www.facebook.com/drhaled,https://www.instagram.com/smile_place_jaffaly,,,,,,,,6,2,9,Has online booking; Large team (6 doctors)
Care Laser,"
שלמה אבן גבירול 30, תל אביב-יפו",תל אביב,03-694-4022,http://www.care.co.il/,4.0,756,שירות הסרת שיער בלייזר,,https://www.google.com/maps/place/Care+Laser/data=!4m7!3m6!1s0x151d4b83998c5ccb:0xfe20b4fef24f7162!8m2!3d32.075075!4d34.7819283!16s%2Fg%2F1tk208yk!19sChIJy1yMmYNLHRURYnFP8v60IP4?authuser=0&hl=iw&rclk=1,מרפאת שיניים תל אביב יפו,2026-02-22T19:04:19.024319,,,,,,,,,,,,0,Website error
בית הרופאים,"
ריינס 18, תל אביב-יפו",תל אביב,03-522-1226,,3.6,43,מרכז רפואי,,https://www.google.com/maps/place/%D7%91%D7%99%D7%AA+%D7%94%D7%A8%D7%95%D7%A4%D7%90%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x151d4b876971b2e9:0x74a03d252ab19ccd!8m2!3d32.0795037!4d34.7752975!16s%2Fg%2F1tdv3724!19sChIJ6bJxaYdLHRURzZyxKiU9oHQ?authuser=0&hl=iw&rclk=1,מרפאת שיניים תל אביב יפו,2026-02-22T19:04:23.611043,,,,,,,,,,,,0,No website
"אוניברסיטת תל אביב - בית הספר לרפואת שיניים ע""ש מוריס וגבריאלה גולדשלאגר","
קלצ'קין 25, תל אביב-יפו",תל אביב,03-640-9068,https://med.tau.ac.il/Dental,3.5,15,בית ספר לרפואת שיניים,,https://www.google.com/maps/place/%D7%90%D7%95%D7%A0%D7%99%D7%91%D7%A8%D7%A1%D7%99%D7%98%D7%AA+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91+-+%D7%91%D7%99%D7%AA+%D7%94%D7%A1%D7%A4%D7%A8+%D7%9C%D7%A8%D7%A4%D7%95%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%A2%22%D7%A9+%D7%9E%D7%95%D7%A8%D7%99%D7%A1+%D7%95%D7%92%D7%91%D7%A8%D7%99%D7%90%D7%9C%D7%94+%D7%92%D7%95%D7%9C%D7%93%D7%A9%D7%9C%D7%90%D7%92%D7%A8%E2%80%AD/data=!4m7!3m6!1s0x151d496ef7e31171:0xe3822c699b3b0401!8m2!3d32.1168756!4d34.8044409!16s%2Fg%2F11dymd0ty9!19sChIJcRHj925JHRURAQQ7m2ksguM?authuser=0&hl=iw&rclk=1,מרפאת שיניים תל אביב יפו,2026-02-22T19:04:27.752063,https://www.facebook.com/schoolofdentalmedicine/,https://www.instagram.com/taumedfac/,,,,,,,,3,,10,Has online booking
מכון צילום שיניים,"
בן יהודה 110, תל אביב-יפו",תל אביב,,,3.0,,,,https://www.google.com/maps/place/%D7%9E%D7%9B%D7%95%D7%9F+%D7%A6%D7%99%D7%9C%D7%95%D7%9D+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x151d4c783152c015:0xdc2ceae772103ac7!8m2!3d32.0831387!4d34.7717!16s%2Fg%2F11j00s39r0!19sChIJFcBSMXhMHRURxzoQcufqLNw?authuser=0&hl=iw&rclk=1,מרפאת שיניים תל אביב יפו,2026-02-22T19:04:31.345326,,,,,,,,,,,,0,No website
אורן הדר - משרד עורכי דין לרשלנות רפואית בטיפולי שיניים,"
דרך מנחם בגין 156 (מגדל רסיטל, קומה 4, תל אביב-יפו, 6492108",תל אביב,050-858-8961,,3.8,10,משרד עורכי דין,שעות פעילות,https://www.google.com/maps/place/%D7%90%D7%95%D7%A8%D7%9F+%D7%94%D7%93%D7%A8+-+%D7%9E%D7%A9%D7%A8%D7%93+%D7%A2%D7%95%D7%A8%D7%9B%D7%99+%D7%93%D7%99%D7%9F+%D7%9C%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA+%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA+%D7%91%D7%98%D7%99%D7%A4%D7%95%D7%9C%D7%99+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x151d4b85bc629781:0xab84950ed782c9d6!8m2!3d32.0798435!4d34.7957501!16s%2Fg%2F11ckvbp6z_!19sChIJgZdivIVLHRUR1smC1w6VhKs?authuser=0&hl=iw&rclk=1,מרפאת שיניים תל אביב יפו,2026-02-22T19:04:35.113380,,,,,,,,,,,,0,No website
יד אליהו - מרפאה משולבת - תל אביב יפו,"
שדרות החי""ל 12, תל אביב-יפו",תל אביב,03-630-6400,https://www.clalit.co.il/he/sefersherut/pages/clinicdetails.aspx?ddeptcode=24230,2.4,35,מרפאה,שעות פעילות,https://www.google.com/maps/place/%D7%99%D7%93+%D7%90%D7%9C%D7%99%D7%94%D7%95+-+%D7%9E%D7%A8%D7%A4%D7%90%D7%94+%D7%9E%D7%A9%D7%95%D7%9C%D7%91%D7%AA+-+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91+%D7%99%D7%A4%D7%95%E2%80%AD/data=!4m7!3m6!1s0x151d4b6d9de59063:0x819bbdcc34877aa1!8m2!3d32.0562963!4d34.7932843!16s%2Fg%2F12llnth5b!19sChIJY5DlnW1LHRURoXqHNMy9m4E?authuser=0&hl=iw&rclk=1,מרפאת שיניים תל אביב יפו,2026-02-22T19:04:38.255123,http://www.facebook.com/Clalit,https://www.instagram.com/clalit_health/?hl=en,https://www.tiktok.com/@clalit_tiktok?lang=en,,,,,,,,,9,Has online booking
ירון אבני,"
שלמה בן יוסף 20, תל אביב-יפו, 6912520",תל אביב,03-642-2164,https://www.dryaron.co.il/,5.0,4,רופא שיניים,שעות פעילות,https://www.google.com/maps/place/%D7%99%D7%A8%D7%95%D7%9F+%D7%90%D7%91%D7%A0%D7%99%E2%80%AD/data=!4m7!3m6!1s0x151d496b4e041481:0xa4658a1f371c2be8!8m2!3d32.1253296!4d34.7982794!16s%2Fg%2F11hzv4x7v9!19sChIJgRQETmtJHRUR6CscNx-KZaQ?authuser=0&hl=iw&rclk=1,מרפאת שיניים תל אביב יפו,2026-02-22T19:04:41.703740,https://www.facebook.com/%D7%93%D7%A8-%D7%99%D7%A8%D7%95%D7%9F-%D7%90%D7%91%D7%A0%D7%99-%D7%94%D7%A9%D7%AA%D7%9C%D7%95%D7%AA-%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D-%D7%A9%D7%99%D7%A7%D7%95%D7%9D-%D7%94%D7%A4%D7%94-%D7%95%D7%A8%D7%A4%D7%95%D7%90%D7%AA-%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D-%D7%90%D7%A1%D7%AA%D7%98%D7%99%D7%AA-930309140315784/,,,,,,,,,9,4,9,Has online booking; Large team (9 doctors); Facebook only
"ד""ר רונית מאור","
דרך נמיר מרדכי 125, תל אביב-יפו",תל אביב,03-544-0185,,5.0,3,רופא שיניים,,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%A8%D7%95%D7%A0%D7%99%D7%AA+%D7%9E%D7%90%D7%95%D7%A8%E2%80%AD/data=!4m7!3m6!1s0x151d495f1f379c9b:0x3b6cc78c7f051c4c!8m2!3d32.109816!4d34.792126!16s%2Fg%2F11b6v9x9lm!19sChIJm5w3H19JHRURTBwFf4zHbDs?authuser=0&hl=iw&rclk=1,מרפאת שיניים תל אביב יפו,2026-02-22T19:04:45.165202,,,,,,,,,,,,0,No website
הירש עמי,"
בניין המגדל, דניאל פריש 3, תל אביב-יפו, 6473104",תל אביב,03-528-2772,,4.6,17,רופא,,https://www.google.com/maps/place/%D7%94%D7%99%D7%A8%D7%A9+%D7%A2%D7%9E%D7%99%E2%80%AD/data=!4m7!3m6!1s0x151d4b8048c6b0ef:0x5909d06fb89011ae!8m2!3d32.0745334!4d34.7825809!16s%2Fg%2F1tdtyfg3!19sChIJ77DGSIBLHRURrhGQuG_QCVk?authuser=0&hl=iw&rclk=1,מרפאת שיניים תל אביב יפו,2026-02-22T19:04:49.476623,,,,,,,,,,,,0,No website
דר בשארה עבד רופא שיניים,"
תוצרת הארץ.3 פתח תקווה, אורי צבי גרינברג 25, תל אביב-יפו",תל אביב,050-747-9648,,5.0,6,מרפאת שיניים,שעות פעילות,https://www.google.com/maps/place/%D7%93%D7%A8+%D7%91%D7%A9%D7%90%D7%A8%D7%94+%D7%A2%D7%91%D7%93+%D7%A8%D7%95%D7%A4%D7%90+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x151d49f8a36aab8f:0x5e7e321e171d08f2!8m2!3d32.1307366!4d34.7924874!16s%2Fg%2F11m_56y4bk!19sChIJj6tqo_hJHRUR8ggdFx4yfl4?authuser=0&hl=iw&rclk=1,מרפאת שיניים תל אביב יפו,2026-02-22T19:04:52.550538,,,,,,,,,,,,0,No website
"ד""ר אסא אלון","
דר אסא אלון קליני מוס 10, תל אביב-יפו",תל אביב,03-523-2722,,4.3,6,רופא שיניים,,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%90%D7%A1%D7%90+%D7%90%D7%9C%D7%95%D7%9F%E2%80%AD/data=!4m7!3m6!1s0x151d4b1045578465:0x73533f2c118feffb!8m2!3d32.051832!4d34.805155!16s%2Fg%2F11b6v6jhzl!19sChIJZYRXRRBLHRUR---PESw_U3M?authuser=0&hl=iw&rclk=1,מרפאת שיניים תל אביב יפו,2026-02-22T19:04:55.575802,,,,,,,,,,,,0,No website
דר מרמור,"
מצדה 16, תל אביב-יפו",תל אביב,03-527-9097,http://serguide.maccabi4u.co.il/heb/doctors/doctorssearchresults/doctorsinfopage/?ItemKeyIndex=F77EFF6E12001A2B762B8C27E106BF59EEE766159322722D3F06A18B19FAEEBC&RequestId=00000000-0000-0000-0001-000000000068,4.6,11,רופא,,https://www.google.com/maps/place/%D7%93%D7%A8+%D7%9E%D7%A8%D7%9E%D7%95%D7%A8%E2%80%AD/data=!4m7!3m6!1s0x151d4b3b4d3586b3:0x6230e6dcbcbb6eef!8m2!3d32.0851439!4d34.7760297!16s%2Fg%2F11fhnhzsnk!19sChIJs4Y1TTtLHRUR7267vNzmMGI?authuser=0&hl=iw&rclk=1,מרפאת שיניים תל אביב יפו,2026-02-22T19:04:58.512415,,,,,,,,,,,,7,Has online booking; No social media
בית חולים וטרינרי בכיכר,"
יגאל אלון 157, תל אביב-יפו",תל אביב,03-523-2880,http://www.doctorvet.co.il/,4.0,863,וטרינר,שעות פעילות,https://www.google.com/maps/place/%D7%91%D7%99%D7%AA+%D7%97%D7%95%D7%9C%D7%99%D7%9D+%D7%95%D7%98%D7%A8%D7%99%D7%A0%D7%A8%D7%99+%D7%91%D7%9B%D7%99%D7%9B%D7%A8%E2%80%AD/data=!4m7!3m6!1s0x151d4bbda1517aed:0x175c0e4881e8961f!8m2!3d32.0786392!4d34.7974155!16s%2Fg%2F12hn69d3j!19sChIJ7XpRob1LHRURH5bogUgOXBc?authuser=0&hl=iw&rclk=1,מרפאת שיניים תל אביב יפו,2026-02-22T19:05:02.659342,,,,,,,,,,,,0,Website down/timeout
"ד""ר מיזיריצקי איתן - השתלות שיניים ושיקום הפה","
בניין C, ראול ולנברג 18, תל אביב-יפו",תל אביב,03-644-9139,https://www.teeth.co.il/,4.4,30,מרפאת שיניים,שעות פעילות,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%9E%D7%99%D7%96%D7%99%D7%A8%D7%99%D7%A6%D7%A7%D7%99+%D7%90%D7%99%D7%AA%D7%9F+-+%D7%94%D7%A9%D7%AA%D7%9C%D7%95%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%95%D7%A9%D7%99%D7%A7%D7%95%D7%9D+%D7%94%D7%A4%D7%94%E2%80%AD/data=!4m7!3m6!1s0x151d49a3946340d1:0xe7576fc3ab1e502!8m2!3d32.1092529!4d34.8377342!16s%2Fg%2F1thzr411!19sChIJ0UBjlKNJHRURAuWxOvx2dQ4?authuser=0&hl=iw&rclk=1,מרפאת שיניים תל אביב יפו,2026-02-22T19:05:06.613763,https://www.facebook.com/eitan.m18/,,,,,,,,,27,3,10,Has online booking; Large team (27 doctors); Facebook only
ד״ר ארווין פאבל רופא שיניים (שוודיה),"
הפלמ""ח 8, רעננה",רעננה,09-744-8855,http://raananadentist.com/,4.7,13,מרפאת שיניים,שעות פעילות,https://www.google.com/maps/place/%D7%93%D7%B4%D7%A8+%D7%90%D7%A8%D7%95%D7%95%D7%99%D7%9F+%D7%A4%D7%90%D7%91%D7%9C+%D7%A8%D7%95%D7%A4%D7%90+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%28%D7%A9%D7%95%D7%95%D7%93%D7%99%D7%94%29%E2%80%AD/data=!4m7!3m6!1s0x151d386ff2bc43c3:0xa849f5c0cb3674c4!8m2!3d32.190487!4d34.875221!16s%2Fg%2F1td6vgth!19sChIJw0O88m84HRURxHQ2y8D1Sag?authuser=0&hl=iw&rclk=1,מרפאת שיניים רמת גן גבעתיים,2026-02-22T19:05:41.661532,,,,,,,,,,1,1,5,Has online booking; Single practitioner; No social media
מרפאת שיניים ברמת גן - ד''ר אליעזר drEliezer,"
דוד בן גוריון 24, רמת גן, 5257345",רמת גן,054-448-9802,http://www.dreliezer.co.il/,4.9,83,מרפאת שיניים,שעות פעילות,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%91%D7%A8%D7%9E%D7%AA+%D7%92%D7%9F+-+%D7%93%27%27%D7%A8+%D7%90%D7%9C%D7%99%D7%A2%D7%96%D7%A8+drEliezer%E2%80%AD/data=!4m7!3m6!1s0x151d4bb3f6e61417:0xdc59ec34a78bdce!8m2!3d32.0934362!4d34.821986!16s%2Fg%2F11cmmv9qr6!19sChIJFxTm9rNLHRURzr14SsOexQ0?authuser=0&hl=iw&rclk=1,מרפאת שיניים רמת גן גבעתיים,2026-02-22T19:05:50.107188,,,,,,,,,,1,1,5,Has online booking; Single practitioner; No social media
"מרפאת שיניים רמת גן - סיון שן בע""מ","
ארלוזורוב 11, רמת גן",רמת גן,03-673-6556,,4.0,40,מרפאת שיניים,שעות פעילות,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%A8%D7%9E%D7%AA+%D7%92%D7%9F+-+%D7%A1%D7%99%D7%95%D7%9F+%D7%A9%D7%9F+%D7%91%D7%A2%22%D7%9E%E2%80%AD/data=!4m7!3m6!1s0x151d4bb5acfa3e79:0xa2539a6a781558a8!8m2!3d32.0793749!4d34.8134905!16s%2Fg%2F1td3bgpl!19sChIJeT76rLVLHRURqFgVeGqaU6I?authuser=0&hl=iw&rclk=1,מרפאת שיניים רמת גן גבעתיים,2026-02-22T19:05:53.771682,,,,,,,,,,,,0,No website
המרפאה לשיניים בגבעתיים - ד״ר יפית בוקסנבאום,"
מול כיכר הורד, דרך השלום 53, גבעתיים",גבעתיים,077-203-2659,http://www.drbuksenbaum.co.il/,4.7,46,רופא שיניים,שעות פעילות,https://www.google.com/maps/place/%D7%94%D7%9E%D7%A8%D7%A4%D7%90%D7%94+%D7%9C%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%91%D7%92%D7%91%D7%A2%D7%AA%D7%99%D7%99%D7%9D+-+%D7%93%D7%B4%D7%A8+%D7%99%D7%A4%D7%99%D7%AA+%D7%91%D7%95%D7%A7%D7%A1%D7%A0%D7%91%D7%90%D7%95%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x151d4ba60541b609:0x66ba9afd1bf16d3d!8m2!3d32.0679456!4d34.8028405!16s%2Fg%2F11b6vfkwb4!19sChIJCbZBBaZLHRURPW3xG_2aumY?authuser=0&hl=iw&rclk=1,מרפאת שיניים רמת גן גבעתיים,2026-02-22T19:05:57.464794,https://www.facebook.com/%D7%94%D7%9E%D7%A8%D7%A4%D7%90%D7%94-%D7%9C%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D-%D7%91%D7%92%D7%91%D7%A2%D7%AA%D7%99%D7%99%D7%9D-%D7%93%D7%A8-%D7%99%D7%A4%D7%99%D7%AA-%D7%91%D7%95%D7%A7%D7%A1%D7%A0%D7%91%D7%90%D7%95%D7%9D-772030746179081/,https://www.instagram.com/drbuksa/,,,,,,,,,,8,Has online booking
מרפאת כללית סמייל רמת גן,"
שילה 1, רמת גן",רמת גן,03-670-2119,https://www.clalitsmile.co.il//clinic/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA-%D7%9B%D7%9C%D7%9C%D7%99%D7%AA-%D7%A1%D7%9E%D7%99%D7%99%D7%9C-%D7%A8%D7%9E%D7%AA-%D7%92%D7%9F-%D7%94%D7%A8%D7%A6%D7%9C/,1.8,145,מרפאת שיניים,שעות פעילות,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%9B%D7%9C%D7%9C%D7%99%D7%AA+%D7%A1%D7%9E%D7%99%D7%99%D7%9C+%D7%A8%D7%9E%D7%AA+%D7%92%D7%9F%E2%80%AD/data=!4m7!3m6!1s0x151d4bcaff8ee15f:0x74275e642439387!8m2!3d32.0827269!4d34.8155371!16s%2Fg%2F12ll2_zj4!19sChIJX-GO_8pLHRURh5NDQuZ1Qgc?authuser=0&hl=iw&rclk=1,מרפאת שיניים רמת גן גבעתיים,2026-02-22T19:06:01.786793,,,,,,,,,,20,14,7,Has online booking; Large team (20 doctors); No social media
לידר דן רופא שיניים,"
דוד בן גוריון 228, גבעתיים",גבעתיים,03-573-4934,,4.7,7,רופא שיניים,שעות פעילות,https://www.google.com/maps/place/%D7%9C%D7%99%D7%93%D7%A8+%D7%93%D7%9F+%D7%A8%D7%95%D7%A4%D7%90+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x151d4bad592c2f5f:0xaac239306eb6b9a2!8m2!3d32.0697768!4d34.8171679!16s%2Fg%2F1tcy_wst!19sChIJXy8sWa1LHRURorm2bjA5wqo?authuser=0&hl=iw&rclk=1,מרפאת שיניים רמת גן גבעתיים,2026-02-22T19:06:06.140796,,,,,,,,,,,,0,No website
מכבידנט,"
ביאליק 32, רמת גן",רמת גן,03-675-0900,https://maccabi-dent.com/%D7%9E%D7%A8%D7%A4%D7%90%D7%94/?id=35,2.4,129,מרפאת שיניים,שעות פעילות,https://www.google.com/maps/place/%D7%9E%D7%9B%D7%91%D7%99%D7%93%D7%A0%D7%98%E2%80%AD/data=!4m7!3m6!1s0x151d4bca5d261c43:0x7093bcee919947bc!8m2!3d32.0820115!4d34.8149953!16s%2Fg%2F11c0vljzdg!19sChIJQxwmXcpLHRURvEeZke68k3A?authuser=0&hl=iw&rclk=1,מרפאת שיניים רמת גן גבעתיים,2026-02-22T19:06:09.653169,https://www.facebook.com/MaccabiDent/,,,,,,,,,,1,9,Has online booking; Facebook only
כללית סמייל - גבעתיים,"
קניון גבעתיים, דרך יצחק רבין 53, קומה 6, גבעתיים",גבעתיים,03-684-6200,https://www.clalitsmile.co.il//clinic/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA-%D7%9B%D7%9C%D7%9C%D7%99%D7%AA-%D7%A1%D7%9E%D7%99%D7%99%D7%9C-%D7%92%D7%91%D7%A2%D7%AA%D7%99%D7%99%D7%9D/,2.5,115,מרפאת שיניים,שעות פעילות,https://www.google.com/maps/place/%D7%9B%D7%9C%D7%9C%D7%99%D7%AA+%D7%A1%D7%9E%D7%99%D7%99%D7%9C+-+%D7%92%D7%91%D7%A2%D7%AA%D7%99%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x151d4ba92a1044fb:0x27cdba98a47c5347!8m2!3d32.0665945!4d34.8101499!16s%2Fg%2F12lk7p5pb!19sChIJ-0QQKqlLHRURR1N8pJi6zSc?authuser=0&hl=iw&rclk=1,מרפאת שיניים רמת גן גבעתיים,2026-02-22T19:06:14.176353,,,,,,,,,,28,12,7,Has online booking; Large team (28 doctors); No social media
רופא שיניים ברמת גן,"
שדרות בן צבי 5, רמת גן",רמת גן,03-678-0708,,5.0,7,רופא שיניים,שעות פעילות,https://www.google.com/maps/place/%D7%A8%D7%95%D7%A4%D7%90+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%91%D7%A8%D7%9E%D7%AA+%D7%92%D7%9F%E2%80%AD/data=!4m7!3m6!1s0x151d4a57b6e8120d:0xb39ef65928056059!8m2!3d32.0582763!4d34.8270122!16s%2Fg%2F11h51k4h77!19sChIJDRLotldKHRURWWAFKFn2nrM?authuser=0&hl=iw&rclk=1,מרפאת שיניים רמת גן גבעתיים,2026-02-22T19:06:17.442428,,,,,,,,,,,,0,No website
"ד""ר בכר ארז dr behar erez","
רחוב ז'בוטינסקי 2, גבעתיים",גבעתיים,03-731-4990,http://drbehar.co.il/,4.5,17,רופא שיניים,שעות פעילות,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%91%D7%9B%D7%A8+%D7%90%D7%A8%D7%96+dr+behar+erez%E2%80%AD/data=!4m7!3m6!1s0x151d4bb03fbcd813:0xa98111268c2a41af!8m2!3d32.0735661!4d34.8086972!16s%2Fg%2F1v2dh6cd!19sChIJE9i8P7BLHRURr0EqjCYRgak?authuser=0&hl=iw&rclk=1,מרפאת שיניים רמת גן גבעתיים,2026-02-22T19:06:22.177874,https://www.facebook.com/erezbahardentalclinic/,,,,,,,,,3,4,8,Has online booking; Facebook only
מכבידנט גבעתיים,"
דרך יצחק רבין 53, קומה 6, גבעתיים",גבעתיים,073-281-7000,https://maccabi-dent.com/%D7%9E%D7%A8%D7%A4%D7%90%D7%94/?id=27,3.2,144,מרפאת שיניים,שעות פעילות,https://www.google.com/maps/place/%D7%9E%D7%9B%D7%91%D7%99%D7%93%D7%A0%D7%98+%D7%92%D7%91%D7%A2%D7%AA%D7%99%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x151d4ba92893b3bd:0x6dbb61122a210eca!8m2!3d32.0664864!4d34.8102047!16s%2Fg%2F11f__qz5gj!19sChIJvbOTKKlLHRURyg4hKhJhu20?authuser=0&hl=iw&rclk=1,מרפאת שיניים רמת גן גבעתיים,2026-02-22T19:06:27.366774,https://www.facebook.com/MaccabiDent/,,,,,,,,,,1,9,Has online booking; Facebook only
