segment,segment_name,name,address,city,state,phone,website,rating,review_count,categories,hours,google_maps_url,neighborhood,has_website,search_term,vertical,scraped_at,place_id
4b,No Website + Good,BATRES AUTO REPAIR,"741 W Broadway Rd, Phoenix, AZ 85041",Phoenix,Arizona,(480) 593-1013,,4.9,15,Auto repair shop,,https://www.google.com/maps/search/?api=1&query=BATRES%20AUTO%20REPAIR&query_place_id=ChIJYW0ttj0RK4cRqjSN8F-iPa4,South Mountain Village,no,auto repair shop,auto_repair,2026-03-11T16:22:37.349Z,ChIJYW0ttj0RK4cRqjSN8F-iPa4
4b,No Website + Good,M B Motors,"2730 E McDowell Rd UNIT 11, Phoenix, AZ 85008",Phoenix,Arizona,(602) 392-0686,,4.9,54,Auto repair shop,Monday: 7:30 AM to 4 PM | Tuesday: 7:30 AM to 4 PM | Wednesday: 7:30 AM to 4 PM | Thursday: 7:30 AM to 4 PM | Friday: 7:30 AM to 4 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=M%20B%20Motors&query_place_id=ChIJuUnhksINK4cRiAdZ5nVKmwo,Encanto Village,no,auto repair shop,auto_repair,2026-03-11T16:22:39.824Z,ChIJuUnhksINK4cRiAdZ5nVKmwo
4b,No Website + Good,Liberty Automotive,"10811 N Cave Creek Rd, Phoenix, AZ 85020",Phoenix,Arizona,(602) 331-6080,,4.9,63,Car repair and maintenance service,Monday: 8 AM to 5 PM | Tuesday: 8 AM to 5 PM | Wednesday: 8 AM to 5 PM | Thursday: 8 AM to 5 PM | Friday: 8 AM to 5 PM | Saturday: 8 AM to 5 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Liberty%20Automotive&query_place_id=ChIJExoeLCsTK4cRTeWXcBH4LP0,Harmony Acres,no,auto repair shop,auto_repair,2026-03-11T16:22:42.752Z,ChIJExoeLCsTK4cRTeWXcBH4LP0
4b,No Website + Good,Manny's Paint and Body Shop,"1633 W Latham St, Phoenix, AZ 85007",Phoenix,Arizona,(602) 253-9457,,4.9,42,Auto body shop,Monday: 8 AM to 3 PM | Tuesday: 8 AM to 3 PM | Wednesday: 8 AM to 3 PM | Thursday: 8 AM to 3 PM | Friday: 8 AM to 1 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Manny's%20Paint%20and%20Body%20Shop&query_place_id=ChIJj4DJNhETK4cRF3YuTKAYN38,Central City,no,auto repair shop,auto_repair,2026-03-11T16:22:44.904Z,ChIJj4DJNhETK4cRF3YuTKAYN38
4b,No Website + Good,J’s mobile auto repair,"1010 W Vogel Ave, Phoenix, AZ 85021",Phoenix,Arizona,(480) 322-4012,,4.9,96,"Mechanic, Car repair and maintenance service",Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://www.google.com/maps/search/?api=1&query=J%E2%80%99s%20mobile%20auto%20repair&query_place_id=ChIJ649nS71tK4cREVghBO3606U,North Mountain Village,no,auto repair shop,auto_repair,2026-03-11T16:22:45.396Z,ChIJ649nS71tK4cREVghBO3606U
4b,No Website + Good,Mike's Garage LLC,"9629 N 21st Dr Ste 7, Phoenix, AZ 85021",Phoenix,Arizona,(602) 943-0909,,4.9,112,"Auto repair shop, Tire shop, Wheel alignment service",Monday: 8 AM to 5 PM | Tuesday: 8 AM to 5 PM | Wednesday: 8 AM to 5 PM | Thursday: 8 AM to 5 PM | Friday: 8 AM to 5 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Mike's%20Garage%20LLC&query_place_id=ChIJ94x2qlFsK4cRmNJawvBm82E,North Mountain Village,no,auto repair shop,auto_repair,2026-03-11T16:22:46.391Z,ChIJ94x2qlFsK4cRmNJawvBm82E
4b,No Website + Good,Valdez Auto Body,"1134 W Atlanta Ave, Phoenix, AZ 85041",Phoenix,Arizona,(602) 243-6309,https://www.facebook.com/ValdezAutoBody/,4.9,53,Auto body shop,,https://www.google.com/maps/search/?api=1&query=Valdez%20Auto%20Body&query_place_id=ChIJ2Zer7awRK4cRxWlEo29cUWE,South Mountain Village,no,auto repair shop,auto_repair,2026-03-11T16:22:46.804Z,ChIJ2Zer7awRK4cRxWlEo29cUWE
4b,No Website + Good,Mighty Muf'ler,"10032 N Cave Creek Rd, Phoenix, AZ 85020",Phoenix,Arizona,(602) 944-5210,,4.9,98,Muffler shop,Monday: 9 AM to 6 PM | Tuesday: 9 AM to 6 PM | Wednesday: 9 AM to 6 PM | Thursday: 9 AM to 6 PM | Friday: Closed | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Mighty%20Muf'ler&query_place_id=ChIJGZEFM4JtK4cRNpQQkE0WWow,North Mountain Village,no,auto repair shop,auto_repair,2026-03-11T16:22:51.509Z,ChIJGZEFM4JtK4cRNpQQkE0WWow
4b,No Website + Good,Leo's Body Shop,"2720 Crossview Dr, Houston, TX 77063, USA",Houston,TX,(713) 789-4130,,4.9,180,"car_repair, service, point_of_interest, establishment",Monday: 7:30 AM – 6:00 PM | Tuesday: 7:30 AM – 6:00 PM | Wednesday: 7:30 AM – 6:00 PM | Thursday: 7:30 AM – 6:00 PM | Friday: 7:30 AM – 6:00 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=1310828111486637112&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,no,"auto body shop Houston, TX",auto_repair,2026-03-11T15:48:04.401239,ChIJGfT22AnDQIYRONTB6jj_MBI
4b,No Website + Good,Texas body Pro,"19320 Clay Rd, Katy, TX 77449, USA",Houston,TX,(832) 525-4433,,4.9,103,"car_repair, service, point_of_interest, establishment",Monday: 8:30 AM – 5:30 PM | Tuesday: 8:30 AM – 5:30 PM | Wednesday: 8:30 AM – 5:30 PM | Thursday: 8:30 AM – 5:30 PM | Friday: 8:30 AM – 5:30 PM | Saturday: 9:00 AM – 1:00 PM | Sunday: Closed,https://maps.google.com/?cid=1568026909559023024&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,no,"auto body shop Katy, TX",auto_repair,2026-03-11T15:48:21.046326,ChIJw2EAy1rZQIYRsOWEnirAwhU
4b,No Website + Good,Katy Car Care Center,"630 Katy Fort Bend Rd suite 400, Katy, TX 77494, USA",Houston,TX,(832) 437-0074,,4.9,33,"car_repair, point_of_interest, service, establishment",Monday: 8:00 AM – 6:00 PM | Tuesday: 8:00 AM – 6:00 PM | Wednesday: 8:00 AM – 6:00 PM | Thursday: 8:00 AM – 6:00 PM | Friday: 8:00 AM – 6:00 PM | Saturday: 8:00 AM – 3:00 PM | Sunday: Closed,https://maps.google.com/?cid=13138136604461134681&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,no,"auto service center Katy, TX",auto_repair,2026-03-11T15:48:24.447256,ChIJodiBv9YnQYYRWXN2B6IJVLY
4b,No Website + Good,Triple J's Auto Repair,"3005 Westside Dr, Pasadena, TX 77502, USA",Houston,TX,(713) 947-8389,,4.9,393,"car_repair, point_of_interest, service, establishment",Monday: 9:00 AM – 6:00 PM | Tuesday: 9:00 AM – 6:00 PM | Wednesday: 9:00 AM – 6:00 PM | Thursday: 9:00 AM – 6:00 PM | Friday: 9:00 AM – 6:00 PM | Saturday: 10:00 AM – 3:00 PM | Sunday: Closed,https://maps.google.com/?cid=15572314262629505791&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,no,"auto repair shop Pasadena, TX",auto_repair,2026-03-11T15:48:25.906327,ChIJA-XzQmqYQIYR_9rH8lD5G9g
4b,No Website + Good,Cesar Paint & Body Shop,"2950 Shaver St, Pasadena, TX 77502, USA",Houston,TX,(281) 818-7114,,4.9,221,"car_repair, service, point_of_interest, establishment",Monday: 8:00 AM – 7:00 PM | Tuesday: 8:00 AM – 7:00 PM | Wednesday: 8:00 AM – 7:00 PM | Thursday: 8:00 AM – 7:00 PM | Friday: 8:00 AM – 7:00 PM | Saturday: 8:00 AM – 4:00 PM | Sunday: Closed,https://maps.google.com/?cid=9523041029818065183&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,no,"auto body shop Pasadena, TX",auto_repair,2026-03-11T15:48:28.978871,ChIJlYRTqxWYQIYRH6HGg1yjKIQ
4b,No Website + Good,Alpha's Auto Collision Repair,"2950 Shaver St c19, Pasadena, TX 77502, USA",Houston,TX,(346) 757-1309,,4.9,30,"car_repair, service, point_of_interest, establishment",Monday: 9:00 AM – 6:00 PM | Tuesday: 9:00 AM – 6:00 PM | Wednesday: 9:00 AM – 6:00 PM | Thursday: 9:00 AM – 6:00 PM | Friday: 9:00 AM – 6:00 PM | Saturday: 9:00 AM – 3:00 PM | Sunday: Closed,https://maps.google.com/?cid=8686031479583242910&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,no,"auto body shop Pasadena, TX",auto_repair,2026-03-11T15:48:28.978953,ChIJlYRTqxWYQIYRnnprMJz7ing
4b,No Website + Good,SUGARLAND PAINT AND BODY,"15850 W Bellfort Ave d7, Sugar Land, TX 77498, USA",Houston,TX,(713) 904-3359,,4.9,109,"car_repair, point_of_interest, service, establishment",Monday: 8:00 AM – 6:00 PM | Tuesday: 8:00 AM – 6:00 PM | Wednesday: 8:00 AM – 6:00 PM | Thursday: 8:00 AM – 6:00 PM | Friday: 8:00 AM – 6:00 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=3637124194396000398&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,no,"auto body shop Sugar Land, TX",auto_repair,2026-03-11T15:48:37.417926,ChIJq-bbuvDfQIYRjtDzOi-peTI
4b,No Website + Good,First Choice Auto Body and Paint,"1123 E Curry Rd a, Tempe, AZ 85288, USA",Phoenix,AZ,(602) 373-0018,,4.9,87,"car_repair, service, point_of_interest, establishment",Monday: Closed | Tuesday: 7:00 AM – 7:00 PM | Wednesday: 7:00 AM – 7:00 PM | Thursday: 7:00 AM – 7:00 PM | Friday: 7:00 AM – 7:00 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=5108749234384143504&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,no,"auto body shop Tempe, AZ",auto_repair,2026-03-11T15:49:00.684575,ChIJzUcsDxoJK4cRkAQEglzs5UY
4b,No Website + Good,Reyes Body Shop,"1710 E Curry Rd, Tempe, AZ 85288, USA",Phoenix,AZ,(480) 453-5362,http://www.facebook.com/reyesbodyshop98,4.9,29,"car_repair, service, point_of_interest, establishment",Monday: 9:00 AM – 5:00 PM | Tuesday: 9:00 AM – 5:00 PM | Wednesday: 9:00 AM – 5:00 PM | Thursday: 9:00 AM – 5:00 PM | Friday: 9:00 AM – 5:00 PM | Saturday: 10:00 AM – 2:00 PM | Sunday: Closed,https://maps.google.com/?cid=17429384075564672960&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,no,"auto body shop Tempe, AZ",auto_repair,2026-03-11T15:49:00.684595,ChIJd-5qcfUJK4cRwOfhzXic4fE
4b,No Website + Good,Menard Auto Repair,"2638 E Main St, Mesa, AZ 85213, USA",Phoenix,AZ,(480) 844-2245,,4.9,197,"auto_parts_store, car_repair, service, store, point_of_interest, establishment",Monday: 8:00 AM – 5:00 PM | Tuesday: 8:00 AM – 5:00 PM | Wednesday: 8:00 AM – 5:00 PM | Thursday: 8:00 AM – 5:00 PM | Friday: 8:00 AM – 5:00 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=9608933865255352167&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,no,"auto repair shop Mesa, AZ",auto_repair,2026-03-11T15:49:05.125869,ChIJ0SxnOh2mK4cRZzfErHDKWYU
4b,No Website + Good,A 40 Auto Body & Paint,"40 S Country Club Dr, Mesa, AZ 85210, USA",Phoenix,AZ,(480) 649-1955,,4.9,59,"car_repair, service, point_of_interest, establishment",Monday: 8:00 AM – 5:00 PM | Tuesday: 8:00 AM – 5:00 PM | Wednesday: 8:00 AM – 5:00 PM | Thursday: 8:00 AM – 5:00 PM | Friday: 8:00 AM – 5:00 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=4725102180410577310&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,no,"auto body shop Mesa, AZ",auto_repair,2026-03-11T15:49:08.070025,ChIJmWr0P--nK4cRntHL_mXvkkE
4b,No Website + Good,Victor's Auto Repair,"9205 Lockwood Dr, Houston, TX 77016",Houston,Texas,(832) 877-2733,,4.8,39,Auto repair shop,Monday: 8 AM to 6 PM | Tuesday: 8 AM to 6 PM | Wednesday: 8 AM to 6 PM | Thursday: 8 AM to 6 PM | Friday: 8 AM to 6 PM | Saturday: 8 AM to 4 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Victor's%20Auto%20Repair&query_place_id=ChIJhxuQwPK5QIYR58aHw3Msxz4,Northeast Houston,no,auto repair shop,auto_repair,2026-03-11T16:22:13.947Z,ChIJhxuQwPK5QIYR58aHw3Msxz4
4b,No Website + Good,Russ Automotive,"1701 N Durham Dr, Houston, TX 77008",Houston,Texas,(713) 868-1866,,4.8,44,Auto repair shop,Monday: 8:30 AM to 6 PM | Tuesday: 8:30 AM to 6 PM | Wednesday: 8:30 AM to 6 PM | Thursday: 8:30 AM to 6 PM | Friday: 8:30 AM to 6 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Russ%20Automotive&query_place_id=ChIJG-DuiWzHQIYRumPgtjVmah8,Greater Heights,no,auto repair shop,auto_repair,2026-03-11T16:22:15.959Z,ChIJG-DuiWzHQIYRumPgtjVmah8
4b,No Website + Good,A-Z Diagnostics Total Car Care,"4730 N Shepherd Dr, Houston, TX 77018",Houston,Texas,(832) 582-5472,,4.8,356,"Auto repair shop, Brake shop, Mechanic, Oil change service",Monday: 8 AM to 6 PM | Tuesday: 8 AM to 6 PM | Wednesday: 8 AM to 6 PM | Thursday: 8 AM to 6 PM | Friday: 8 AM to 6 PM | Saturday: 8 AM to 3 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=A-Z%20Diagnostics%20Total%20Car%20Care&query_place_id=ChIJWahXapjHQIYRLe4lLZzAo3Y,Independence Heights,no,auto repair shop,auto_repair,2026-03-11T16:22:15.960Z,ChIJWahXapjHQIYRLe4lLZzAo3Y
4b,No Website + Good,Maxey Auto Services,"570 Maxey Rd, Houston, TX 77013",Houston,Texas,(713) 450-4544,,4.8,13,Auto repair shop,Monday: 9 AM to 6 PM | Tuesday: 9 AM to 6 PM | Wednesday: 9 AM to 6 PM | Thursday: 9 AM to 6 PM | Friday: 9 AM to 6 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Maxey%20Auto%20Services&query_place_id=ChIJ09E31qikQIYRgldqMf4UqL0,Northeast Houston,no,auto repair shop,auto_repair,2026-03-11T16:22:15.960Z,ChIJ09E31qikQIYRgldqMf4UqL0
4b,No Website + Good,MMARTINEZAUTOREPAIR,"8636 Sunbury St, Houston, TX 77028",Houston,Texas,(832) 887-3848,,4.8,18,Auto repair shop,Monday: 8 AM to 6 PM | Tuesday: 8 AM to 6 PM | Wednesday: 8 AM to 6 PM | Thursday: 8 AM to 6 PM | Friday: 8 AM to 6 PM | Saturday: 8 AM to 2 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=MMARTINEZAUTOREPAIR&query_place_id=ChIJT5LmNgC7QIYRtHB0DCgnVNM,Northeast Houston,no,auto repair shop,auto_repair,2026-03-11T16:22:16.856Z,ChIJT5LmNgC7QIYRtHB0DCgnVNM
4b,No Website + Good,Gonzales Auto Repair & Mobile Mechanic,"5115 Fairchild St, Houston, TX 77028",Houston,Texas,(832) 438-2510,https://www.facebook.com/profile.php?id=61550289003025,4.8,22,Mechanic,Monday: 9 AM to 7 PM | Tuesday: 9 AM to 7 PM | Wednesday: 9 AM to 7 PM | Thursday: 9 AM to 7 PM | Friday: 9 AM to 7 PM | Saturday: 9 AM to 2 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Gonzales%20Auto%20Repair%20%26%20Mobile%20Mechanic&query_place_id=ChIJE7105Tq7QIYRiF_oHVdROvg,Northeast Houston,no,auto repair shop,auto_repair,2026-03-11T16:22:16.856Z,ChIJE7105Tq7QIYRiF_oHVdROvg
4b,No Website + Good,JJ Auto mechanic,"405 Hoffman St, Houston, TX 77020",Houston,Texas,(713) 909-6417,,4.8,36,Mechanic,Monday: 9 AM to 6 PM | Tuesday: 9 AM to 6 PM | Wednesday: 9 AM to 6 PM | Thursday: 9 AM to 6 PM | Friday: 9 AM to 6 PM | Saturday: 10 AM to 3 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=JJ%20Auto%20mechanic&query_place_id=ChIJLblPkk-5QIYR-d0uawD64-w,Denver Harbor / Port Houston,no,auto repair shop,auto_repair,2026-03-11T16:22:17.876Z,ChIJLblPkk-5QIYR-d0uawD64-w
4b,No Website + Good,Abarca Auto Repair,"9903 Bauman Rd, Houston, TX 77076",Houston,Texas,(713) 695-6799,,4.8,27,Auto repair shop,Monday: 8 AM to 6 PM | Tuesday: 8 AM to 6 PM | Wednesday: 8 AM to 6 PM | Thursday: 8 AM to 6 PM | Friday: 8 AM to 6 PM | Saturday: 8 AM to 6 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Abarca%20Auto%20Repair&query_place_id=ChIJAa8fbj24QIYRu5hMtAz5nLA,Northside / Northline,no,auto repair shop,auto_repair,2026-03-11T16:22:18.897Z,ChIJAa8fbj24QIYRu5hMtAz5nLA
4b,No Website + Good,Northshore Collision By James Chagos Body Shop(Deductible-Friendly),"12418 Market St, Houston, TX 77015",Houston,Texas,(713) 451-4984,,4.8,194,Auto body shop,Monday: 8:30 AM to 5:30 PM | Tuesday: 8:30 AM to 5:30 PM | Wednesday: 8:30 AM to 5:30 PM | Thursday: 8:30 AM to 5:30 PM | Friday: 8:30 AM to 5:30 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Northshore%20Collision%20By%20James%20Chagos%20Body%20Shop(Deductible-Friendly)&query_place_id=ChIJjcUC5k-jQIYROHr3tJQ4PvM,Northeast Houston,no,auto repair shop,auto_repair,2026-03-11T16:22:22.285Z,ChIJjcUC5k-jQIYROHr3tJQ4PvM
4b,No Website + Good,Royal Shift Auto Mobile Mechanic's,"605 Cage St, Houston, TX 77020",Houston,Texas,,,4.8,18,"Auto repair shop, Auto bodywork mechanic, Mechanic, Oil change service",,https://www.google.com/maps/search/?api=1&query=Royal%20Shift%20Auto%20Mobile%20Mechanic's&query_place_id=ChIJE1YJOsu_QIYR9tAYq5SrTi8,Northeast Houston,no,auto repair shop,auto_repair,2026-03-11T16:22:23.858Z,ChIJE1YJOsu_QIYR9tAYq5SrTi8
4b,No Website + Good,Pedro's Tire Shop,"1802 N Main St, Houston, TX 77009",Houston,Texas,(832) 876-3728,,4.8,533,Tire shop,Monday: 8:30 AM to 6 PM | Tuesday: 8:30 AM to 6 PM | Wednesday: 8:30 AM to 6 PM | Thursday: 8:30 AM to 6 PM | Friday: 8:30 AM to 6 PM | Saturday: 8:30 AM to 6 PM | Sunday: 11 AM to 5:30 PM,https://www.google.com/maps/search/?api=1&query=Pedro's%20Tire%20Shop&query_place_id=ChIJL4CF8tK4QIYR3S3WDFD63zA,Northside,no,auto repair shop,auto_repair,2026-03-11T16:22:23.859Z,ChIJL4CF8tK4QIYR3S3WDFD63zA
4b,No Website + Good,Texas mobile auto body repairs,"16538 Larchwood Dr, Humble, TX 77396",Humble,Texas,(832) 210-5357,,4.8,124,Auto body shop,Monday: 8 AM to 7 PM | Tuesday: 8 AM to 7 PM | Wednesday: 8 AM to 7 PM | Thursday: 8 AM to 7 PM | Friday: 8 AM to 7 PM | Saturday: 7 AM to 12:30 PM | Sunday: 9 AM to 5 PM,https://www.google.com/maps/search/?api=1&query=Texas%20mobile%20auto%20body%20repairs&query_place_id=ChIJc-rZzpyzQIYROoBI2rB_l7Q,Iah / Airport Area,no,auto repair shop,auto_repair,2026-03-11T16:22:31.957Z,ChIJc-rZzpyzQIYROoBI2rB_l7Q
4b,No Website + Good,BT Used Auto Sales & Repairs,"8939 Veterans Memorial Dr, Houston, TX 77088",Houston,Texas,(281) 741-3253,https://www.facebook.com/bwerksautorepair/,4.8,48,"Auto repair shop, Auto tune up service, Brake shop, Car dealer, Car inspection station, Oil change service",Monday: 9 AM to 5 PM | Tuesday: 9 AM to 5 PM | Wednesday: 9 AM to 5 PM | Thursday: 9 AM to 5 PM | Friday: 9 AM to 5 PM | Saturday: 9 AM to 1 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=BT%20Used%20Auto%20Sales%20%26%20Repairs&query_place_id=ChIJPcRWEkPIQIYRYQFi2bZnjz0,Acres Home,no,auto repair shop,auto_repair,2026-03-11T16:22:31.958Z,ChIJPcRWEkPIQIYRYQFi2bZnjz0
4b,No Website + Good,Aguirre Auto Shop,"1970 S Texas 6, Houston, TX 77077",Houston,Texas,(713) 543-0257,,4.8,20,Auto repair shop,Monday: 9 AM to 6 PM | Tuesday: 9 AM to 6 PM | Wednesday: 9 AM to 6 PM | Thursday: 9 AM to 6 PM | Friday: 9 AM to 6 PM | Saturday: 9 AM to 2 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Aguirre%20Auto%20Shop&query_place_id=ChIJK3dbhB3cQIYRQsw0HtiUw58,Westside,no,auto repair shop,auto_repair,2026-03-11T16:22:46.633Z,ChIJK3dbhB3cQIYRQsw0HtiUw58
4b,No Website + Good,STARS Auto Repair,"12490 Northwest Fwy, Houston, TX 77092",Houston,Texas,(713) 476-0771,,4.8,353,"Auto repair shop, Auto glass shop, Brake shop, Car inspection station, Car repair and maintenance service, Oil change service, Transmission shop, Vehicle inspection service",Monday: 8 AM to 3 PM | Tuesday: 8 AM to 3 PM | Wednesday: 8 AM to 3 PM | Thursday: 8 AM to 3 PM | Friday: 8 AM to 3 PM | Saturday: 9 AM to 1 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=STARS%20Auto%20Repair&query_place_id=ChIJm5zmCujFQIYREm0D9qFkHvs,Northside,no,auto repair shop,auto_repair,2026-03-11T16:22:57.998Z,ChIJm5zmCujFQIYREm0D9qFkHvs
4b,No Website + Good,Advanced Auto Center,"8331 Beechnut St, Houston, TX 77036",Houston,Texas,(713) 772-2009,,4.8,74,Auto repair shop,Monday: 8 AM to 6 PM | Tuesday: 8 AM to 6 PM | Wednesday: 8 AM to 6 PM | Thursday: 8 AM to 6 PM | Friday: 8 AM to 6 PM | Saturday: 8 AM to 6 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Advanced%20Auto%20Center&query_place_id=ChIJC5AUzpPCQIYRGoz3hH1OOm8,Sharpstown,no,auto repair shop,auto_repair,2026-03-11T16:23:01.862Z,ChIJC5AUzpPCQIYRGoz3hH1OOm8
4b,No Website + Good,Joe's Auto Repair,"7040 Stella Link Rd, Houston, TX 77025",Houston,Texas,(713) 662-0428,,4.8,60,Auto repair shop,Monday: 7 AM to 6 PM | Tuesday: 7 AM to 6 PM | Wednesday: 7 AM to 6 PM | Thursday: 7 AM to 6 PM | Friday: 7 AM to 6 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Joe's%20Auto%20Repair&query_place_id=ChIJFWsr77jBQIYRM8itfj0IppM,Braeswood,no,auto repair shop,auto_repair,2026-03-11T16:23:01.862Z,ChIJFWsr77jBQIYRM8itfj0IppM
4b,No Website + Good,Max's Auto Repair,,,,(281) 729-3616,,4.8,22,"Car repair and maintenance service, Service establishment",Monday: 8 AM to 9 PM | Tuesday: 8 AM to 9 PM | Wednesday: 8 AM to 9 PM | Thursday: 8 AM to 9 PM | Friday: 8 AM to 9 PM | Saturday: 8 AM to 9 PM | Sunday: 8 AM to 9 PM,https://www.google.com/maps/search/?api=1&query=Max's%20Auto%20Repair&query_place_id=ChIJpSr4n6whQYYR6AepbM22ZoE,,no,auto repair shop,auto_repair,2026-03-11T16:23:03.372Z,ChIJpSr4n6whQYYR6AepbM22ZoE
4b,No Website + Good,Hernandez Auto Services & Tires LLC,"9244 W Bellfort Ave, Houston, TX 77031",Houston,Texas,(713) 485-4165,https://www.facebook.com/hernandezautoservicestiresllc,4.8,140,"Auto repair shop, Auto electrical service, Tire shop, Transmission shop, Used tire shop",Monday: 7:30 AM to 6 PM | Tuesday: 7:30 AM to 6 PM | Wednesday: 7:30 AM to 6 PM | Thursday: 7:30 AM to 6 PM | Friday: 7:30 AM to 6 PM | Saturday: 8:30 AM to 6 PM | Sunday: 9:30 AM to 5:30 PM,https://www.google.com/maps/search/?api=1&query=Hernandez%20Auto%20Services%20%26%20Tires%20LLC&query_place_id=ChIJjxNb1D3oQIYR1ynAgbyGmnk,Brays Oaks,no,auto repair shop,auto_repair,2026-03-11T16:23:03.406Z,ChIJjxNb1D3oQIYR1ynAgbyGmnk
4b,No Website + Good,R K Automotive,"5427 Ashbrook Dr, Houston, TX 77081",Houston,Texas,(713) 661-1977,,4.8,25,Auto repair shop,Monday: 8 AM to 6 PM | Tuesday: 8 AM to 6 PM | Wednesday: 8 AM to 6 PM | Thursday: 8 AM to 6 PM | Friday: 8 AM to 6 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=R%20K%20Automotive&query_place_id=ChIJjV_KIIXBQIYRfMKkUe0uvfA,Gulfton,no,auto repair shop,auto_repair,2026-03-11T16:23:03.407Z,ChIJjV_KIIXBQIYRfMKkUe0uvfA
4b,No Website + Good,Auto Best Houston Inc,"2501 Austin St, Houston, TX 77004",Houston,Texas,(713) 659-7600,,4.8,126,Auto repair shop,Monday: 8 AM to 6 PM | Tuesday: 8 AM to 6 PM | Wednesday: 8 AM to 6 PM | Thursday: 8 AM to 6 PM | Friday: 8 AM to 6 PM | Saturday: 8 AM to 1 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Auto%20Best%20Houston%20Inc&query_place_id=ChIJ6RwfgRO_QIYRagF0UdrhdA8,Midtown,no,auto repair shop,auto_repair,2026-03-11T16:23:03.407Z,ChIJ6RwfgRO_QIYRagF0UdrhdA8
4b,No Website + Good,Drive Rite Automotive,"9332 Almeda Genoa Rd, Houston, TX 77075",Houston,Texas,(832) 692-8594,,4.8,46,Auto repair shop,Monday: 9 AM to 6 PM | Tuesday: 9 AM to 6 PM | Wednesday: 9 AM to 6 PM | Thursday: 9 AM to 6 PM | Friday: 9 AM to 6 PM | Saturday: 9 AM to 6 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Drive%20Rite%20Automotive&query_place_id=ChIJNwsy8BSXQIYRAI_6tNaXiVg,South Belt / Ellington,no,auto repair shop,auto_repair,2026-03-11T16:23:03.831Z,ChIJNwsy8BSXQIYRAI_6tNaXiVg
