segment,segment_name,name,address,city,state,phone,website,rating,review_count,categories,hours,google_maps_url,neighborhood,has_website,search_term,vertical,scraped_at,place_id,review1_name,review1_stars,review1_text,review2_name,review2_stars,review2_text,review3_name,review3_stars,review3_text,review4_name,review4_stars,review4_text,review5_name,review5_stars,review5_text,facebook_url,instagram_url,email
4b,No Website + Good,Joe's Auto Repair,"7040 Stella Link Rd, Houston, TX 77025",Houston,Texas,(713) 662-0428,,4.8,60,Auto repair shop,Monday: 7 AM to 6 PM | Tuesday: 7 AM to 6 PM | Wednesday: 7 AM to 6 PM | Thursday: 7 AM to 6 PM | Friday: 7 AM to 6 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Joe's%20Auto%20Repair&query_place_id=ChIJFWsr77jBQIYRM8itfj0IppM,Braeswood,no,auto repair shop,auto_repair,2026-03-11T16:23:01.862Z,ChIJFWsr77jBQIYRM8itfj0IppM,Michelle G,5,"David has fixed bearings, suspension, and radiator on my car and my sons control arm, bearings, and other things on the car. He gets the parts and fixes the car in a timely manner. I recommend this auto shop if you want to save money and …",Texas Fencing,5,We at Texas Fencing Co. always use Joe’s Auto Repair for our fleet repairs and the whole process has always been great. They are very professional and knowledgeable specialists when it comes to handling complex issues with our FORD Trucks. Strongly recommend to use them for all your vehicle repair needs.,Mandel Selber,5,My wife took her 2023 Genesis GV70 to the Genesis dealership ~ 10 days ago. The car is still under the basic (3 yr/36K mile) warranty. No fluid cleaner ejected from the wipers due to a reservoir clog. The dealer wanted $400+ to unclog her …,Rick Nirenberg,5,First time taking my car to Joe after hearing and reading great reviews for years. Both Joe and Brian were very nice and very knowledgeable. I will definitely take my car back to Joe's Auto Repair again next time I need some work done.,Chris Collins,5,JOE SAVED ME $2365.00.  I have driven by Joe's many times but have never used him because he had so many cars parked in his lot.  What a mistake.  I was quoted $2400 to replace two control arms and bushings on my Camry.  (was pulling hard …,https://www.facebook.com/JoesAutoRepairMobileMechanic,https://www.instagram.com/joesbodyshop_tx,
4b,No Website + Good,Max's Auto Repair,,,,(281) 729-3616,,4.8,22,"Car repair and maintenance service, Service establishment",Monday: 8 AM to 9 PM | Tuesday: 8 AM to 9 PM | Wednesday: 8 AM to 9 PM | Thursday: 8 AM to 9 PM | Friday: 8 AM to 9 PM | Saturday: 8 AM to 9 PM | Sunday: 8 AM to 9 PM,https://www.google.com/maps/search/?api=1&query=Max's%20Auto%20Repair&query_place_id=ChIJpSr4n6whQYYR6AepbM22ZoE,,no,auto repair shop,auto_repair,2026-03-11T16:23:03.372Z,ChIJpSr4n6whQYYR6AepbM22ZoE,Robbin Antono,5,Max is a very good mechanic. He is very meticulous and detail in his work. He helped me to replace Engine cooling thermostat and he was very fast and reasonable. Highly recommended and will use Max again.,Konstantin Lavrov,5,"Max is a great mechanic 👍 professional, knowledgeable and very meticulous. Highly recommend him …",Marco Salazar,5,Max came out to replace a valve cover gasket and an oil change. He arrived on time and was explaining and showing me where a noise I kept hearing was coming from and what part it was. I will call Max again when I'm ready to tackle that …,Todd Elgie,5,"Max is my go-to honest auto repairman. What is so great about him is he comes to you, checks out the issue, gets the parts, and fixes it. No more shop parts markup, getting a ride to and from the mechanic, etc. When I don't want to fix it …",Hammad Faissal Siddiqui,5,"⭐️⭐️⭐️⭐️⭐️

Maxx Auto Repair truly exceeded my expectations! Max came to my house to replace …",https://www.facebook.com/MaxsAutoRepair,https://www.instagram.com/maxsautorepair,aryamax1987@gmail.com
4b,No Website + Good,Hernandez Auto Services & Tires LLC,"9244 W Bellfort Ave, Houston, TX 77031",Houston,Texas,(713) 485-4165,https://www.facebook.com/hernandezautoservicestiresllc,4.8,140,"Auto repair shop, Auto electrical service, Tire shop, Transmission shop, Used tire shop",Monday: 7:30 AM to 6 PM | Tuesday: 7:30 AM to 6 PM | Wednesday: 7:30 AM to 6 PM | Thursday: 7:30 AM to 6 PM | Friday: 7:30 AM to 6 PM | Saturday: 8:30 AM to 6 PM | Sunday: 9:30 AM to 5:30 PM,https://www.google.com/maps/search/?api=1&query=Hernandez%20Auto%20Services%20%26%20Tires%20LLC&query_place_id=ChIJjxNb1D3oQIYR1ynAgbyGmnk,Brays Oaks,no,auto repair shop,auto_repair,2026-03-11T16:23:03.406Z,ChIJjxNb1D3oQIYR1ynAgbyGmnk,Nahom Bereket,5,The guys were really helpful and great. Was quick and got my car back in 5 minutes. Would recommended anyone to come here!,Angela Salamanca,5,I'm so happy with the work they did. Ima come back every time I need something in My car. We reconmend them 100%! Noel and Francisco are good guys!,Bracha Gandjian,5,"They've changed my tires many times and plugged a few of my tires, they always do a great job and are very fairly priced. They're  pet friendly too, they never mind that I bring my dogs with me lol",Maria Karimi,5,They are life savers. They are help me for everything and gave me a very good discount for my tier. Really really thank you guys.,Shay,5,He was a great person to talk and helped me get back on the road quick and easy definitely recommend coming here ! I will be coming back (:,https://www.facebook.com/hernandezautoservicestiresllc,https://www.instagram.com/the_hernandez_sh0p,dswitalski@davischevrolet.com
4b,No Website + Good,R K Automotive,"5427 Ashbrook Dr, Houston, TX 77081",Houston,Texas,(713) 661-1977,,4.8,25,Auto repair shop,Monday: 8 AM to 6 PM | Tuesday: 8 AM to 6 PM | Wednesday: 8 AM to 6 PM | Thursday: 8 AM to 6 PM | Friday: 8 AM to 6 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=R%20K%20Automotive&query_place_id=ChIJjV_KIIXBQIYRfMKkUe0uvfA,Gulfton,no,auto repair shop,auto_repair,2026-03-11T16:23:03.407Z,ChIJjV_KIIXBQIYRfMKkUe0uvfA,Lori Newport,5,The most honest place to take your car. Known them for over 25 years.,Mandy Gayle,5,Highly Recommend RK Automotive! David always goes above and beyond to be sure the issue is fixed! He is honest and affordable and you wont regret having them work on your vehicle.,Andrea J,5,Been coming here for years with my mom. They are very good and do all they can to get your car up and running. I never feel misinformed or like I’m being taken advantage of. They work with you within reason. Great experience. My personal favorite is their dog. She’s a sweetie.,Jessie Luong,5,"When I asked Butch from Ayers AAA Body Shop who he would  recommended to work on my car, Butch recommended his neighbors next door R K Automotive. I wasn't sure what to expect because I have never done business with Butch. However, I needed …",Elizabeth Pena,1,I have been here many times. I thought the owner was an honest guy but i was really wrong. Took my Mazda 2008 due too transmission slipping David the owner changed the speed censor after paying 344.00 $ while driving home it slipped again i …,https://www.facebook.com/p/R-K-AUTOS-100064323751398,,RKAUTOS@ATT.NET
4b,No Website + Good,Auto Best Houston Inc,"2501 Austin St, Houston, TX 77004",Houston,Texas,(713) 659-7600,,4.8,126,Auto repair shop,Monday: 8 AM to 6 PM | Tuesday: 8 AM to 6 PM | Wednesday: 8 AM to 6 PM | Thursday: 8 AM to 6 PM | Friday: 8 AM to 6 PM | Saturday: 8 AM to 1 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Auto%20Best%20Houston%20Inc&query_place_id=ChIJ6RwfgRO_QIYRagF0UdrhdA8,Midtown,no,auto repair shop,auto_repair,2026-03-11T16:23:03.407Z,ChIJ6RwfgRO_QIYRagF0UdrhdA8,John S,5,"Very friendly and honest. I went because my front brakes were wobbling the steering wheel and they said that everything looked good and new so they wanted to make sure that I really wanted to do that. I did, and it helped the problem but …",Harsh Juneja,5,"Fred delivers top-notch service at truly reasonable prices. I’ve always appreciated his honesty, attention to detail, and consistent quality of work. Reliable mechanics like him are rare these days—he’s a gem in the industry!",Jacob Anderson,5,"Awesome guys, fast service at very reasonable prices. Fred is very honest and excellent with his customer satisfaction",Caroline Grace,5,"Going to the mechanic, as a woman, sometimes feels like a hassle, but Fred left me in awe of his knowledge, kindness and workmanship.
He fixed a issue that i thought would take a while in under 20 minutes with …",Jeromia Stinson,5,I’ve been taking my vehicles to Fred for help for years.  He is the always fair with pricing and upfront about any issues my cars may have.  Fred and Auto Best are the greatest mechanics I’ve had in the gulf coast.,https://www.facebook.com/TexasBestAuto,https://www.instagram.com/bestautotx,Raz@bestautotx.com
4b,No Website + Good,Drive Rite Automotive,"9332 Almeda Genoa Rd, Houston, TX 77075",Houston,Texas,(832) 692-8594,,4.8,46,Auto repair shop,Monday: 9 AM to 6 PM | Tuesday: 9 AM to 6 PM | Wednesday: 9 AM to 6 PM | Thursday: 9 AM to 6 PM | Friday: 9 AM to 6 PM | Saturday: 9 AM to 6 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Drive%20Rite%20Automotive&query_place_id=ChIJNwsy8BSXQIYRAI_6tNaXiVg,South Belt / Ellington,no,auto repair shop,auto_repair,2026-03-11T16:23:03.831Z,ChIJNwsy8BSXQIYRAI_6tNaXiVg,Long Le,5,"I’ve been driving my car with a broken A/C for a year. Has been worried as I heard it shoud be expensive to replace it. I got referral to Mr. Hoang from a friend. Brought my car in and he made a check up the A/C. He fixed it with ease, and …",Cheryl Smith,5,"Mr Nguyen very sociable and informative every time I visit with all my family’s cars.
Gives us a very budget friendly/fair price!",D Ro,5,"Excellent, honest and great price service. Recommend Drive Rite.",SHTF Van,5,Marlon and Hoang are top notch! Handled my Acura Legend issues swiftly and had me in and out within an hr. Highly recommend this shop,Monica Case,5,"Hoang is an amazing guy with excellent customer service. I stopped in to have my sway bar repaired. He explained to me what the part was for, the danger of not having it replaced, and why it needed to be replaced. Like most male mechanics he didn’t try to get over on me. I would recommend him to anyone needing mechanical services.",https://www.facebook.com/traderiteauto,https://www.instagram.com/drive_rightsrt,webfeedback@drivetime.com
4b,No Website + Good,ERA Automotive Service Center,"1439 Gessner Rd, Houston, TX 77080",Houston,Texas,(713) 885-8801,,4.8,103,Auto repair shop,Monday: 9 AM to 5 PM | Tuesday: 9 AM to 6 PM | Wednesday: 9 AM to 6 PM | Thursday: 9 AM to 6 PM | Friday: 9 AM to 6 PM | Saturday: 9 AM to 5 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=ERA%20Automotive%20Service%20Center&query_place_id=ChIJbc-zmcPEQIYRlM5Q29C9pEQ,Northwest Houston,no,auto repair shop,auto_repair,2026-03-11T16:23:04.575Z,ChIJbc-zmcPEQIYRlM5Q29C9pEQ,Smith Sun,5,"ERA is the best automotive repair shop in Spring Branch—and possibly all of Houston. The owner, Bertin, is extremely honest about pricing and everything else. He’s knowledgeable, friendly, and delivers top-quality work at very reasonable …",Min Industries,5,"ERA is a shop that is so Houstonian: going out on a limb to help their customers. You would not believe that Bertin, the owner would come back to his shop and helped me replace my dead battery at 9: 00 PM this past Saturday!!! He and his team are tip notch! And he knows his shit! He is a bona fide expert! Loved it!",Paula R,5,Very fare and honest owner! He helped me out of a bind twice recently with my cylinder coil repair on my car. Separate issues. He was even kind enough to fix my car at the end of the day phone call from me which got me on the road with …,Alyia Allen,5,"Berlin was a life saver. He was willing to give me same day service within a hour of me calling, and gave me all knowledge needed for my vehicle. Service was fast and everyone seemed so polite. I definitely found a new mechanic, I am happy to say!",KD King,4,Went for an oil change and to check out I'd this could potentially be my new mechanic. He was very communicative. Gave me a good rate so far so good. Made an appointment to check out other issues. So far so good. 4 stars cause this was a …,https://www.facebook.com/61565195864333/posts/a-lifetime-of-passion-dedication-and-experience-goes-into-era-auto-repair-and-ma/122161625090506528,https://www.instagram.com/er_automotive,
4b,No Website + Good,New Prince Autos,"9725 Bissonnet St # 1, Houston, TX 77036",Houston,Texas,(713) 771-6700,,4.8,143,Auto repair shop,Monday: 9 AM to 6 PM | Tuesday: 9 AM to 6 PM | Wednesday: 9 AM to 6 PM | Thursday: 9 AM to 6 PM | Friday: 9 AM to 6 PM | Saturday: 9 AM to 3 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=New%20Prince%20Autos&query_place_id=ChIJ60cOCKfCQIYR5-rA4C1bH98,Westside,no,auto repair shop,auto_repair,2026-03-11T16:23:05.008Z,ChIJ60cOCKfCQIYR5-rA4C1bH98,Syed Ahmad,5,"An Honest and Affordable Gem in the Auto Industry

In this industry, it is incredibly difficult to find an honest shop owner who …",Umer Imran,1,Went to get my car checked after hearing good reviews. He Made me wait for 1 hour and was dealing with customers who came after me.,MARO WORLD,5,"I had an amazing experience at New Prince Auto, thanks to Mr. Bilal! From start to finish, his exceptional service exceeded all my expectations. His professionalism, attention to detail, and genuine care for customer satisfaction truly …",Farrukh Khan,5,"I have used this place for close to 20 years, first with the father, and now his son. They are honest and affordable - attributes that are becoming rare to find these days. Because of the volume of business, they may sometimes take extra …",Adana G-O,5,I am sooo grateful to have come to Texas and found honest mechanics who do an excellent job at reasonable prices. Thank you! Thank you! Thank you Bilal for your continued service and your dedicated team,https://www.facebook.com/people/New-Prince-Automobiles/61585167983186,https://www.instagram.com/princecustoms,
4b,No Website + Good,Adan's auto repair,"8424 S Breeze Dr # 103, Houston, TX 77071",Houston,Texas,(713) 505-7328,,4.8,27,Auto repair shop,Monday: 8 AM to 6 PM | Tuesday: 8 AM to 6 PM | Wednesday: 8 AM to 6 PM | Thursday: 8 AM to 6 PM | Friday: 8 AM to 5 PM | Saturday: 8 AM to 4 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Adan's%20auto%20repair&query_place_id=ChIJS0Sr8zPoQIYR_vE6uUM8oxo,Brays Oaks,no,auto repair shop,auto_repair,2026-03-11T16:23:05.008Z,ChIJS0Sr8zPoQIYR_vE6uUM8oxo,Stephanie Barahona,5,"The best mechanic shop in town ! These guys are very hardworking and are great at what they do
They’re honest and reasonable …",Eva Scarlette,5,This place saved my CIVIC. Honda did a terrible job at trying to repair my car and Eric and his family brought my car back to life. The work they do is not only honest but they are great at what they do. Will continue to use them in the future.,Abel Soto,5,"Adan and his family have been friends with our families for over a decade. Not only are they skilled mechanics, but they are also honest and reliable, traits that are an absolute must in this profession. We always come to them whenever we need any repairs or maintenance and strongly recommend everyone else does as well.",Jason Juarez,5,"I was on a vacation in Houston TX, when my truck broke down and needed some fixing. Took my truck to this local shop and the guys were great, told me exactly what had happened, clear with costs and honest with repairs. I dropped it off, …",Jesus Cruz,5,"Estos waches saben lo que hacen, si tenen prolemas con su carro, vangan porque ellos tenen la solución. …",https://www.facebook.com/p/Adan-C-AutoCare-100063298775685,,Glenn@adamsautomotivehouston.com
4b,No Website + Good,Pintos Auto Shop LLC,"7740 W Indian School Rd #5B, Phoenix, AZ 85033",Phoenix,Arizona,(602) 332-3159,,4.8,26,Auto repair shop,Monday: 9 AM to 6 PM | Tuesday: 9 AM to 6 PM | Wednesday: 9 AM to 6 PM | Thursday: 9 AM to 6 PM | Friday: 9 AM to 6 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Pintos%20Auto%20Shop%20LLC&query_place_id=ChIJbQRm3aQVK4cRQlmz5fX2Gjw,National Emblem West,no,auto repair shop,auto_repair,2026-03-11T16:22:19.718Z,ChIJbQRm3aQVK4cRQlmz5fX2Gjw,David Orozco,5,Took my truck there to get my AC fixed. It's been out for a few years because I couldn't afford the quotes I had gotten in the past from other mechanics but I finally gave in and took it to get fixed. They fixed the AC on the same day and …,Isaac Ramirez,5,"Excellent service and fair pricing. To anyone needing auto repair services, I highly recommend this shop. The owner Ulysses is an honest and reasonable person. Our family has used Ulysses and his father's services for two generations going on three, as my son recently had his car serviced and prep for emission testing.",Syl Syl,5,"Always ready to help friendly honest, reliable, fast service",Randi Juarez,5,"The used tire was $60, I have off road tires and they tried to replace closely to what I had. For $60 I think it was a fair price, there is a lot of tread in the used tire. They replaced my tire within 10 minutes and had me back in the road. The workers were all friendly.",Chris Talon-Macias,5,"They are nice guys, do a fabulous job. Ulises is a trustworthy man, and runs a great company.",https://www.facebook.com/pintosauto/videos/1011719897216742,https://www.instagram.com/pintos_auto_shop_llc,
4b,No Website + Good,MHS Auto Repair,"6425 W Van Buren St a, Phoenix, AZ 85043",Phoenix,Arizona,(623) 478-9047,,4.8,12,Auto repair shop,Monday: 8 AM to 6 PM | Tuesday: 8 AM to 6 PM | Wednesday: 8 AM to 6 PM | Thursday: 8 AM to 6 PM | Friday: 8 AM to 6 PM | Saturday: 8 AM to 6 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=MHS%20Auto%20Repair&query_place_id=ChIJMzLuw7EVK4cRhgTGvLdiv7w,Van Buren Acres,no,auto repair shop,auto_repair,2026-03-11T16:22:19.723Z,ChIJMzLuw7EVK4cRhgTGvLdiv7w,Kaylee Masters,5,While on vacation in Arizona my family and I stopped at this shop due to a broken wheel bearing on my boyfriend’s F150. We were about to break down and stopped at the closest shop we could find. We explained to them what we thought the …,Jeffery B Alexander,5,The owner is a great mechanic and he does a great job with your car and I would like everyone to know that you can trust him to do a great job and he is very reliable and highly motivated and reasonable price,Dave,5,"I had an emergency because of a broken brake line and they made room for me, diagnosed and fixed the problem very quickly and reasonable.  Thank you guys, from Dave in the van!",Cole Rhodes,5,"These guys are awesome!! Very professional and super nice, would highly recommend",Freddy Lopez,5,Great hard-working honest mechanic with fairly priced services.,https://www.facebook.com/p/MHS-Auto-Tire-Service-100067579542502,,mhsauto@outlook.com
4b,No Website + Good,Eric Auto Repair and Sales LLC,"2117 W Camelback Rd, Phoenix, AZ 85015",Phoenix,Arizona,(623) 792-0896,,4.8,90,"Auto repair shop, Brake shop, Oil change service, Smog inspection station, Transmission shop",Monday: 8 AM to 5 PM | Tuesday: 8 AM to 5 PM | Wednesday: 8 AM to 5 PM | Thursday: 8 AM to 5 PM | Friday: 8 AM to 5 PM | Saturday: 8 AM to 5 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Eric%20Auto%20Repair%20and%20Sales%20LLC&query_place_id=ChIJMcsA8CQTK4cRnE7Ts0HURcY,Alhambra,no,auto repair shop,auto_repair,2026-03-11T16:22:25.633Z,ChIJMcsA8CQTK4cRnE7Ts0HURcY,Clark Montover,5,"I can not recommend these guys enough. Tuan and his crew are some of the most friendly, dependable and knowledgeable mechanics I have met. They are trust worthy and experienced mechanics who are looking to help you. Because they realize …",Felicia Diallo,5,This is the only place that I take my vehicle and will be my vehicle doctor for all my future vehicles. Very professional staff&amp; friendly. Eric has gone above and beyond the call of duty. He has given me perks&amp; discount also have made …,Organic Timout,5,These guys were awesome! I honestly cannot say enough about this place . They helped my parents over Memorial Day weekend when every other shop was closed. My parents truck broke down and they needed to drive home that day. At first I was …,Charlene Wilson,5,Thank you Eric so much for fixing my brakes. You as well as your team did an amazing job with my car. So if anyone is looking to get their car fixed go here I promise you won’t regret it and the prices are amazing !! Thanks again see you some other time for repairs !!,Nathan Nguyen,5,"I got a free diagnostic &amp; quote to replace a 2016 Honda Civic’s evaporator and condenser for $900. Him and his staff did a UV test for any leaks in the engine and front. When they cannot see anything, Eric gave me an honest opinion to just get the Freon instead for $300.",https://www.facebook.com/p/Erics-West-Side-Auto-Repair-LLC-61579597196027,,
4b,No Website + Good,4J's Auto Repair,"7823 N 27th Ave, Phoenix, AZ 85051",Phoenix,Arizona,(602) 242-3941,,4.8,98,Auto repair shop,Monday: 7:30 AM to 4:30 PM | Tuesday: 7:30 AM to 4:30 PM | Wednesday: 7:30 AM to 4:30 PM | Thursday: 7:30 AM to 4:30 PM | Friday: 7:30 AM to 4:30 PM | Saturday: 7:30 AM to 1 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=4J's%20Auto%20Repair&query_place_id=ChIJISYQJ1ptK4cR2s5mrUoKrbU,Alhambra,no,auto repair shop,auto_repair,2026-03-11T16:22:25.634Z,ChIJISYQJ1ptK4cR2s5mrUoKrbU,Luis Rangel,5,"I heard about this mechanic shop through a friend and will forever be thankful. They don't fix anything unless it needs to be fixed. Their prices are fair and if they say they'll be done by a certain day, it will be. I owe them more than this review. My truck is now over 400,000 miles and still running well thanks to them.",Desayvion King,5,Got me in and out with a new radiator and they saw I was low on cash and took almost $70 bucks off for me. Extra fast and reliable man thanks a lot again✅,Alvina Roque,5,We have taken all our vehicles here to be repaired and serviced. Honest and reliable.,Joe Hernandez,5,I always bring both of my vehicles here when I need repairs. They are honest and straightforward with pricing for vehicle repair. They do not try to upsell you and play mind games. I saved $1400 coming here VS having repairs at a Big Brand Shop.,LisaAnn Navarro,1,Paid a lot of money to have something repaired and they did a quick fix which led to losing out on a lot of money . I wish it could have been resolved but I spent too much money for my car not to be repaired  they did a faulty mechanic  . I …,https://www.facebook.com/p/4Js-auto-repair-100042616494683,,
4b,No Website + Good,Fenix Auto Repair and Auto Body,"4001 S Central Ave, Phoenix, AZ 85040",Phoenix,Arizona,(602) 405-8813,,4.8,24,Auto body shop,Monday: 8 AM to 5:30 PM | Tuesday: 8 AM to 5:30 PM | Wednesday: 8 AM to 5:30 PM | Thursday: 8 AM to 5:30 PM | Friday: 8 AM to 5:30 PM | Saturday: 8 AM to 3 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Fenix%20Auto%20Repair%20and%20Auto%20Body&query_place_id=ChIJpxrOjbcRK4cRp0MW7Lb04T4,Eleven Palms,no,auto repair shop,auto_repair,2026-03-11T16:22:32.646Z,ChIJpxrOjbcRK4cRp0MW7Lb04T4,Yatzil Mendez,5,"Pablo did the complete exhaust in my 96 bronco and showed me his work, was done in a timely manner and very  thorough and friendly, explained the different routes i could’ve gone and explained …",Sean Whitley,1,Took my car in and paid for brake job. Did not get a receipt. Brakes did not feel right. They were not sensitive and almost had to put brake pedal to the floor to brake completely. Brought my vehicle to another place for an inspection. …,Las Ventanas,5,"Gave a Diagnostic for free and fixed my problem in a timely manner
Albert makes you feel comfortable I know I can trust this guy with my cars with no problem!! He is my one and only mechanic from now on definitely recommend this place.",Erick Guevara,5,They took my car in and had it ready in little time. Even with a heat surge coming through they did their best and had it back to me in good time. Now a month later I am very happy with how much better my car is driving.,Jamillah Hines,5,"They were great in fixing my car and the price was reasonable, they also helped me find reasonable towing because I couldn’t drive my car to their shop. I am so satisfied with their work and will use them again😎 …",https://www.facebook.com/garysupullit/posts/fenix-upull-makes-fixing-your-car-affordable-/1328804589288564,https://www.instagram.com/fenix_auto_repair,alfred.fernandez@fixauto.com
4b,No Website + Good,All Out Auto Repair LLC,"335 N 25th Ave A, Phoenix, AZ 85009",Phoenix,Arizona,(623) 204-4001,,4.8,24,Auto repair shop,Monday: 8 AM to 5:30 PM | Tuesday: 8 AM to 5:30 PM | Wednesday: 8 AM to 5:30 PM | Thursday: 8 AM to 5:30 PM | Friday: 8 AM to 5:30 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=All%20Out%20Auto%20Repair%20LLC&query_place_id=ChIJb5fYvtwTK4cRf0WVoXuNn64,Wood Place,no,auto repair shop,auto_repair,2026-03-11T16:22:33.089Z,ChIJb5fYvtwTK4cRf0WVoXuNn64,abel cordova,5,"My son purchase a Ford 150 at auction just like every auction vehicle it need some work.  All out auto repair did a AWESOME job on repairs.  Run like new, KID was very happy with service provided.  Thank you Hector",Alex Sanchez,5,They are very knowledgeable and 100% reliable and trustworthy mechanics. Four thumbs up.And thanks for being the best.And did a great job getting straight to the problem so I can pass the emissions. I will come here now on.,Lisa Lisa Jamm,5,"I highly recommend this mechanic and his employees!! He greets u with a cheerful attitude. Tells the details of wat is wrong with ur auto, too. Very honest and a hard worker. He knows every car🚗🚙🚐 and will find the problem to have it …",J C,5,Had the alternator replaced  on my 2007 Lexus. The repairs were done right and on time. If you need any repairs on your vehicles. Just ask for Hector!!!,Sergio Salas,5,All out auto repair has experienced and knowledgeable technicians and fair prices.  I am always satisfied with their work and recommendations.,https://www.facebook.com/AllOutTuning,https://www.instagram.com/allouttuning,Phoenixprecisionauto@gmail.com
4b,No Website + Good,RAFI AUTO REPAIR,"4202E E University Dr, Phoenix, AZ 85034",Phoenix,Arizona,(602) 775-4492,,4.8,61,"Auto repair shop, Car repair and maintenance service",Monday: 8 AM to 5 PM | Tuesday: 8 AM to 5 PM | Wednesday: 8 AM to 5 PM | Thursday: 8 AM to 5 PM | Friday: 8 AM to 5 PM | Saturday: 8 AM to 12 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=RAFI%20AUTO%20REPAIR&query_place_id=ChIJWTvM8aHKD4gRhFFpJrCJXgY,Okemah Haven,no,auto repair shop,auto_repair,2026-03-11T16:22:33.683Z,ChIJWTvM8aHKD4gRhFFpJrCJXgY,Greg Ward,5,I originally took my BMW 320i to Midas for a variety of repairs. Midas screwed up my car 6 ways from Sunday. …,Uriel Valenzuela,5,My experience at Rafi’s Auto Repair was incredibly amazing. Great people to work with. The owners definitely take there time to explain every situation going on with your vehicle and give you the options on what you’d like to do to move …,Zach Hayes,5,My car is back in tip top shape thanks to Rafi. Super fair pricing and his team was awesome at communicating with me and keeping me in the loop! Will definitely bring our other vehicles in for service when needed.,J San,5,"if I could give Rafi and Brenda1 million stars I would they were amazing and very professional! After taking my car to several mechanics and spending over 4000 and repairs and still not being able to pinpoint the issue, I took my car into …",Sikander Khan,5,Extremely nice and honest people. They use only OEM products. I went in for an oil and filter change for my Audi. The owner Rafi showed me the oil and filter he was using prior to the job. His wife who runs the office is an exceptionally …,https://www.facebook.com/rafiauto,https://www.instagram.com/rafilawgroup,bmw042475@gmail.com
4b,No Website + Good,Chukis Auto Repair,"2301 N 27th Ave Unit #6, Phoenix, AZ 85009",Phoenix,Arizona,(602) 488-1459,https://www.facebook.com/pages/El-Chukii-Auto-Repair/231951923532132?ref=br_tf,4.8,70,Auto repair shop,Monday: 8 AM to 6 PM | Tuesday: 8 AM to 6 PM | Wednesday: 8 AM to 6 PM | Thursday: 8 AM to 6 PM | Friday: 8 AM to 6 PM | Saturday: 9 AM to 5 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Chukis%20Auto%20Repair&query_place_id=ChIJYVJwFeAUK4cRIKmLtKEFPUI,Grand Central Industrial District,no,auto repair shop,auto_repair,2026-03-11T16:22:34.277Z,ChIJYVJwFeAUK4cRIKmLtKEFPUI,Anatta Vela,5,My alternator went out on my CRV and he was able to fix it day of for a very fair price! Very kind and communicative. The car is happy too. Thanks so much!,Caleb Benson,5,"Great experience for a PPI (pre purchase inspection) on an out of state private sellers car! I was misquoted with the original cost lower than they would have done, but still honored the original price. Lot of respect for that. …",Corey,5,"I called several mobile mechanics and no luck until I landed on this place. The Lead mechanic was friendly, respectful and seemed knowledgeable and was able to get my car repaired same day, which is next to impossible now a days. There was …",catherine bodelson,5,"We called Chuki’s to have them check out a car we were considering purchasing, and Boni was beyond helpful! He was very professional truly went above and beyond to help us with our decision and I was incredibly grateful for his advice and …",Ernesto Juarez xotlanihua,5,"Good quality and fast service, drive in for an oil change with no previous appointment and my car get care in no time.",https://www.facebook.com/p/Chucks-Auto-100057511986979,,isTreyday63@gmail.com
