segment,segment_name,name,address,city,state,phone,website,rating,review_count,categories,hours,google_maps_url,neighborhood,has_website,search_term,vertical,scraped_at,place_id,review1_name,review1_stars,review1_text,review2_name,review2_stars,review2_text,review3_name,review3_stars,review3_text,review4_name,review4_stars,review4_text,review5_name,review5_stars,review5_text,facebook_url,instagram_url,email
4b,No Website + Good,Rivas Auto Express,"1 N 35th Ave #10, Phoenix, AZ 85009",Phoenix,Arizona,(602) 803-9579,,4.7,86,Auto repair shop,Monday: 8 AM to 5 PM | Tuesday: 8 AM to 5 PM | Wednesday: 8 AM to 5 PM | Thursday: 8 AM to 5 PM | Friday: 8 AM to 5 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Rivas%20Auto%20Express&query_place_id=ChIJHVvKg_ETK4cRr6Rz7lAxnTU,Wormsers,no,auto repair shop,auto_repair,2026-03-11T16:22:33.089Z,ChIJHVvKg_ETK4cRr6Rz7lAxnTU,David Schmidt,5,I really like Mister Rivas &amp; his son !... I bring my uncle's truck &amp; car here for oil changes faithfully!!.. we trust them ..I don't feel or get the vibe that there hustlers or con artists but rather that they do good work and take care of …,Self Made,5,"THIS IS THE BEST MECHANIC SHOP IN ALL OF AZ. DAVID RIVAS IS A MASTER AND MAGICIAN WITH ALL AUTOMOTIVE ISSUES. THIS IS THE ONLY PLACE I TAKE MY BMW. GREAT PEOPLE, HONEST WORK, GREAT PRICES.",Evelin Zamora,5,"Rivas Auto Shop has been my go-to for car repairs for quite some time now. Triny, in particular, stands out as one of the best mechanics in town. He’s incredibly honest and transparent about the work your car requires, avoiding any unnecessary jargon or overcharging.",Nicolas Hayes,5,"Best repair shop in Az, had my brakes, rotors turned, coil overs installed, all repairs came out fantastic. Would recommend this shop to everyone.",Marilyn Dominguez,5,I took my car to David Rivas. Rivas auto Xpress. Hands-down I give this guy more than five stars. He fix the catalytic converter and gave me a fair price. He looked around different places to get me a good price on it. Tough to trust a …,https://www.facebook.com/p/Rivas-Auto-Express-100089697491739,,Firm@lawofficeskkr.com
4b,No Website + Good,G & S Auto Care,"13601 N 32nd St, Phoenix, AZ 85032",Phoenix,Arizona,(602) 482-2130,,4.8,85,"Auto repair shop, Auto air conditioning service, Mechanic, Diagnostic center, Oil change service, Small engine repair service",Monday: 8 AM to 5 PM | Tuesday: 8 AM to 5 PM | Wednesday: 8 AM to 5 PM | Thursday: 8 AM to 5 PM | Friday: 8 AM to 5 PM | Saturday: 9 AM to 2 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=G%20%26%20S%20Auto%20Care&query_place_id=ChIJ7bilHTpyK4cRSkvH4EP0Ug8,Paradise Valley Oasis,no,auto repair shop,auto_repair,2026-03-11T16:22:41.097Z,ChIJ7bilHTpyK4cRSkvH4EP0Ug8,William Radtke,5,The team at G&amp;S took care of my vehicle with great care. I came to them for a second opinion and they worked with me to make sure my car got what it really needed at a fair price! Thank you for being honest and providing great service! I will recommend this business to my friends and family.,Damian Alarcon,5,G&amp;S auto is always where i choose to go friendly service with a smile! People who are definitely customer first driven they always let you know what you need never trying to sell you stuff you don’t need for a quick buck.,K. Richard,5,"The G &amp; S Team completed an engine rebuild and performance cam installation in my Camaro with skill, precision, and overall excellence. My car is a total beast and a blast to drive! They consistently provide quality of craftsmanship, honesty, and fair pricing and are my first choice in auto service and repair.",Darcy Briggs,5,Top notch!!  Called on Labor Day.  Did a new headlight bulb change and new battery install on our BMW  saved us tons of cash.  These guys are the real deal!!!  Thanks for the quick response and speedy installation!!  HIGHLY RECOMMEND,K Richard,5,"G &amp; S did an excellent job installing my new shifter! They are fair, knowledgeable, and professional. I highly recommend this team!!",https://www.facebook.com/p/G-S-Auto-Care-61566965799739,,gandsautos@hotmail.com
4b,No Website + Good,Fixers Automotive,"147 E 11th St, Houston, TX 77008",Houston,Texas,(713) 880-9502,,4.7,85,Auto repair shop,Monday: 7 AM to 7 PM | Tuesday: 7 AM to 7 PM | Wednesday: 7 AM to 7 PM | Thursday: 7 AM to 7 PM | Friday: 7 AM to 7 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Fixers%20Automotive&query_place_id=ChIJtcc74l7HQIYR0ImY6y6WeyE,Greater Heights,no,auto repair shop,auto_repair,2026-03-11T16:22:13.947Z,ChIJtcc74l7HQIYR0ImY6y6WeyE,Larry Harris,5,Tarfin was awesome! I had the simplest of car issues - the old plastic wiper blade assembly was melted / bonded in the metal J-hook wiper arm and I was having no luck in trying to fix it myself. Tarfin had it fixed in minutes with no charge - I will definitely be back!,William Miller,5,the folks that own this place helped me out.. and they weren't even open yet.  my car had a flat.. and i pulled off in their parking area to get off the road.. the man without even hesitation jacked it up.. and put my spare on for me.. …,Pilar Rubio Beltran,5,"Was driving by when my car flashed a low tire pressure warning. I stopped by and a kind man offered to fill the tires for me. 5-star service, will definitely be coming here for my future car repair needs.",Shayne B,5,"Hands-down, the best mechanic in the Heights area. I’ve been going  there for  years! Honest reliable service works on all models vehicles as well.",McKenzie King,5,"I had such an incredible experience here! The owner was SO friendly, trustworthy, and such an honest person. He went above and beyond to fix my car in less than a day at such an affordable price. He explained all of the fixes to me and …",https://www.facebook.com/FixersAuto,https://www.instagram.com/jnt.automotive,fixersautomotive@gmail.com
4b,No Website + Good,Babylon automotive,"10522 Belknap Rd C, Sugar Land, TX 77498",Sugar Land,Texas,(832) 904-7577,,4.7,85,"Used car dealer, Auto body shop, Mechanic",Monday: 9 AM to 7 PM | Tuesday: 9 AM to 7 PM | Wednesday: 9 AM to 7 PM | Thursday: 9 AM to 7 PM | Friday: 9 AM to 7 PM | Saturday: 9 AM to 5 PM | Sunday: 9 AM to 5 PM,https://www.google.com/maps/search/?api=1&query=Babylon%20automotive&query_place_id=ChIJrUiPaWfnQIYRVLDgRnJ_Bik,Westside,no,auto repair shop,auto_repair,2026-03-11T16:22:59.955Z,ChIJrUiPaWfnQIYRVLDgRnJ_Bik,Oliver Wesley,1,"When I picked up my car from being repaired from a frontal collision, the headlight wasn't replaced, it's was glued back together, the front hood wasn't fully painted, and my car's bumper emblem wasn't replaced. My license plate was also …",Brad Henry,5,"Henry is a really great guy , and not because he had my last name either. 😂 very easy guy to work with and he is fast at the entire process. I’d recommend him if you need a vehicle. I live over two hrs away and had zero issues with the …",Kayla Gilmer,5,I had the most easier and best experience ever. Henry was great at explaining all details with the car with me and helping me pick what’s more fit for my kids and he sold me well!! Thank you for blessing me,Skyler Brown,5,Henry is a great guy to work with! He came to the shop on a Sunday to make sure I could look at the Nissan Rogue I bought. Fastest process and best prices around !,Elizabeth Babalola,5,"Vico Auto is the best dealer I've ever encountered; excellent customer service, nice selections of cars and great deals. He is very helpful, and accommodating. My husband and I purchased over 3 cars from him in a period of one year plus, …",https://www.facebook.com/p/Babylon-Automotive-61576985153309,,ap@babylon-auto.com
4b,No Website + Good,General Mechanics & Transmissions Paint and Body Shop,"5521 Glenmont Dr A, Houston, TX 77081",Houston,Texas,(713) 668-4338,,4.6,84,"Auto repair shop, Auto body shop, Auto tune up service, Towing service",Monday: 8 AM to 7 PM | Tuesday: 8 AM to 7 PM | Wednesday: 8 AM to 7 PM | Thursday: 8 AM to 7 PM | Friday: 8 AM to 7 PM | Saturday: 8 AM to 6 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=General%20Mechanics%20%26%20Transmissions%20Paint%20and%20Body%20Shop&query_place_id=ChIJYzW4cIDBQIYRDoWhWckalz8,Gulfton,no,auto repair shop,auto_repair,2026-03-11T16:23:00.756Z,ChIJYzW4cIDBQIYRDoWhWckalz8,Ruben Ibarra,5,I’ve taken my cars to Ruben and his team for over 16 years and I have never been disappointed with the work or the service they provide. Ive had BMW’s to Volkswagens and others in between. …,Derrick Hanna,5,"I had an issue with my car's transmission.  The car was stranded, I looked up for the closest mechanic and General Mechanics had great reviews, so I had it towed there after hours.  I was expecting to get my car back 2-3 days later. …",Dena Fardjami,5,I cannot say enough nice things about this shop the mechanics and the owner are amazing. My car was in a different shop for 14 weeks...yep you read that correctly..14 weeks! I got it back after basically demanding it be returned in whatever …,Ernesto Guerra,5,This was my first time with this place so as many people I was weary. From the moment I called and spoke to Ruben I felt at ease. I had my radiator replaced and a couple new tires. The service was top notch and Ruben is a fair and personable owner. I will be a customer for good!,B. A,1,Rubin Seems nice at first but he'll rip you off and does not really fix your car problem ( one problem comes just right after another) .. here are issues I found in a long run of going there …,https://www.facebook.com/generalmechanics66,,mobilemechanic2018@outlook.com
4b,No Website + Good,P & S Complete Auto Repair,"10110 Kleckley Dr, Houston, TX 77075",Houston,Texas,(713) 941-2220,,4.6,81,Auto repair shop,Monday: 8 AM to 6 PM | Tuesday: 8 AM to 6 PM | Wednesday: 8 AM to 6 PM | Thursday: 8 AM to 6 PM | Friday: 8 AM to 6 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=P%20%26%20S%20Complete%20Auto%20Repair&query_place_id=ChIJbal6C2GXQIYRmpm3VfpXXTc,South Belt / Ellington,no,auto repair shop,auto_repair,2026-03-11T16:23:01.348Z,ChIJbal6C2GXQIYRmpm3VfpXXTc,rana allen,5,"I have been using these guys for better than 25 years and several different vehicles. They are always on point ,knowledgeable,and never tries to ""up sale"" me. To say that they are the best is an understatement. …",Kronk,1,"Thank you for your false generic response.  As to your request, I did speak to you when I was a customer. We are beyond that point. I am giving my honest review and hope people are not as unfortunate as I was.",Phana Su,5,I’ve been coming here for the last 15yrs and I’ve received nothing but good experiences. Sam and Phil are very knowledgeable and helpful.,Pete Lininger,5,Sam and his team are always professional honest and reasonable. They are a great place to get your vehicle repaired.,Idris El Bukhari,1,"I came here once before and they did good work. This time I came for a vehicle inspection at opening time 8am not knowing the guy who does them doesn't arrive until 9am.So, I went out for breakfast and came back over to the shop at exactly …",https://www.facebook.com/pages/P-S-Complete-Auto-Repair-Body-Shop/126992947355783,,psautosales@comcast.net
4b,No Website + Good,West Bellfort Auto Repair,"4081 W Bellfort Ave, Houston, TX 77025",Houston,Texas,(713) 432-1868,,4.5,81,Auto repair shop,Monday: 8 AM to 4:30 PM | Tuesday: 8 AM to 4:30 PM | Wednesday: 8 AM to 4:30 PM | Thursday: 8 AM to 4:30 PM | Friday: 8 AM to 4:30 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=West%20Bellfort%20Auto%20Repair&query_place_id=ChIJUwedn3nqQIYRnOjmZu-eTxk,Willow Meadows/ Willowbend Area,no,auto repair shop,auto_repair,2026-03-11T16:22:58.225Z,ChIJUwedn3nqQIYRnOjmZu-eTxk,Josh Francis,5,"Nidal and his team are extremely talented, experienced and when it comes to honesty and price, the best I’ve dealt with. I have a fleet of vehicles and deal with repair shops all the time. There are many good ones and many bad ones. That said, West Belfort Auto Repair is the best I’ve worked with and I will use them every chance I get",munchichi8,1,"I used this place awhile back.

I saw some good reviews on a website to come here for my European vehicle. …",ErrandSprinnter Runner,5,"Went for an oil change, got an oil change, they finished fast and I was able to get to all my appointments in time. I had gone to another local shop but the owner was not organized or handling his business with resolution. I feel confident …",Mary Beth,5,"First of all, they will fix your car. Nidal knows what he is doing, and you can rest assured he will get your car repaired. Secondly, he is 100% honest. He will assess your problem and give you a fair price for the work.  They are always busy, but any wait is worth it.",G Orthodontics,5,"Nidal is the best mechanic you would ever find.  He is knowledgeable, honest, fast and always takes care of my cars and family and friends car with exceptional service and care.  I have been taking our family cars there for over 10 years. …",https://www.facebook.com/p/Auto-Expert-61578704964717,,info@certifiedauto.com
4b,No Website + Good,Auto Repair / BA Auto Retail LLC #B,"2148 W Encanto Blvd, Phoenix, AZ 85009",Phoenix,Arizona,(623) 570-0190,,5,78,"Car repair and maintenance service, Auto body shop, Auto bodywork mechanic, Auto painting, Car dealer, Engine rebuilding service, Mechanic, Notary public",Monday: 9 AM to 5 PM | Tuesday: 9 AM to 5 PM | Wednesday: 9 AM to 5 PM | Thursday: 9 AM to 5 PM | Friday: 9 AM to 5 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Auto%20Repair%20%2F%20BA%20Auto%20Retail%20LLC%20%23B&query_place_id=ChIJ-aK7shUTK4cRUzCmcZMZNDk,Encanto Village,no,auto repair shop,auto_repair,2026-03-11T16:22:44.902Z,ChIJ-aK7shUTK4cRUzCmcZMZNDk,Juan Iván Coronado,5,"I had an amazing experience with this shop! I brought in my truck thinking I’d have to spend a good amount on repairs, but the team here went above and beyond to help me out, and they didn’t even charge me for it. That kind of honesty and …",angel lopez,5,"⭐️⭐️⭐️⭐️⭐️
Title: They Brought My DTS Back From the Dead
I don’t usually write long reviews, but this shop absolutely deserves it. …",Dinah A,5,"They were really nice, friendly, and honest and changed my oil and fixed my tire sensors for a very reasonable price. I didn't feel like I was being taken advantage of and I really appreciate that after several negative experiences from my car dealership. I'll be going here in the future. They made me tea! ☕😺 …",Marsa Decker,5,Baker has been amazing  to work with. He always keeps his word and goes above and beyond in service!! Not only has he been professional and has the highest integrity but he is impersonally. I feel like I have made a lifelong friend!! Trust any type of service to Baker !!,Ahmad Ziara,5,"I can’t recommend this shop highly enough! I purchased a Chevy Spark from them, and it has honestly been one of the best decisions I’ve ever made. The car was in fantastic condition when I bought it, and even now, after 9 months of driving, …",https://www.facebook.com/p/BA-Auto-Sales-LLC-100075867820784,,baker@baautoretail.com
4b,No Website + Good,Rudy's Auto Body Shop,"7906 N 68th Ave unit b, Glendale, AZ 85303, USA",Phoenix,AZ,(602) 754-2784,,4.7,77,"car_repair, service, point_of_interest, establishment",Monday: 8:00 AM – 5:00 PM | Tuesday: 8:00 AM – 5:00 PM | Wednesday: 8:00 AM – 5:00 PM | Thursday: 8:00 AM – 5:00 PM | Friday: 8:00 AM – 5:00 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=7664586435733346110&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,no,"auto body shop Glendale, AZ",auto_repair,2026-03-11T15:49:16.102399,ChIJ4-KNj1lqK4cRPtcpLMEUXmo,Loralai Ellis,5,Rudy’s auto body did a great job doing the body work on my car after an accident! They were very communicative during the whole process. Very good quality work at a good price and it got done fast ! Got my car back looking better than when I bought it from the dealership. Thank you guys so much,Kip Kloesel,5,"Raul was great! Professional, friendly, and quick to get the job done and a Great Job it is. Got my Tacoma’s roof painted, looks like new! Highly Recommend them",Annette Cascino,5,Our car has been in the shop almost 2.5 months for repaint on our classic. She turned out beautiful! And my husband is very picky!!! Great job guys...thanks Rudy! Annette &amp; John,Christopher Brandy,5,Awesome service and my Camry never looked better.   Raul even shined up an old head light and made it look new matching the head light he replaced.   Great price and great service.   I'll definitely be using this shop in the future.,Kelly Murphy,5,"I took my truck in to have a door replaced. I wanted to pay out of my pocket since I did not want my insurance rate to increase for such a small amount. The repair was done 24 days early, the cost was really reasonable, and the work was …",https://www.facebook.com/MaynardRudy/posts/at-rudys/3289482531374557,https://www.instagram.com/rudys_bodyshop,rudeboyautobody@gmail.com
4b,No Website + Good,Advanced Auto Center,"8331 Beechnut St, Houston, TX 77036",Houston,Texas,(713) 772-2009,,4.8,74,Auto repair shop,Monday: 8 AM to 6 PM | Tuesday: 8 AM to 6 PM | Wednesday: 8 AM to 6 PM | Thursday: 8 AM to 6 PM | Friday: 8 AM to 6 PM | Saturday: 8 AM to 6 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Advanced%20Auto%20Center&query_place_id=ChIJC5AUzpPCQIYRGoz3hH1OOm8,Sharpstown,no,auto repair shop,auto_repair,2026-03-11T16:23:01.862Z,ChIJC5AUzpPCQIYRGoz3hH1OOm8,Jeri Porter,1,"May 2025 I had an oil change at this location,  5 months ago I returned to Houston and took my 2014 Jetta to my trusted VW dealer for an oil change and due to the damage of the oil drain plug that would not come out the oil pan had to be …",James,5,"WOW 10 stars on this 5 star scale sounds more about right.

Sure it's a small shop with 2 lifts but they are fast, super honest, I'd trust …",Khalil Said,5,Jamal and the his teams are really the professional mechanic shop. they are honest and fast services. they tell exactly what the car needs and very good price.,Jennifer R,5,"My experience on 07/15 was anything but average, it was exceptional! As someone who finds it hard to trust others, especially when it comes to a car I’ve worked so hard to earn, Jamal made a lasting impression. He was not only professional …",Salam Alhasan,5,I usually do not rate store  but a friend of mine  referred me to Jamal and I was soo glad that he did Jamal is very honest person he did a great job on my car at a fraction of the price that I was quoted  I brought the parts with me he …,https://www.facebook.com/p/Advance-Auto-Center-100044280115870,,adam.advancedautorepair@gmail.com
4b,No Website + Good,Hi-Tec Auto Repair,"5905 Schumacher Ln, Houston, TX 77057",Houston,Texas,(713) 266-7709,,4.7,73,"Auto repair shop, Auto air conditioning service, Brake shop, Car repair and maintenance service, Oil change service, Vehicle inspection service",Monday: 8 AM to 6 PM | Tuesday: 8 AM to 6 PM | Wednesday: 8 AM to 6 PM | Thursday: 8 AM to 6 PM | Friday: 8 AM to 6 PM | Saturday: 9 AM to 4 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Hi-Tec%20Auto%20Repair&query_place_id=ChIJfbmosdbDQIYRPf0P5fozgsI,Westside,no,auto repair shop,auto_repair,2026-03-11T16:22:59.456Z,ChIJfbmosdbDQIYRPf0P5fozgsI,Ali Ravassipour,5,"I usually don’t write reviews, but I feel it’s important to share my experience. Hi Tec Automotive Repair is one of the most honest shop I’ve met. They take the time to properly diagnose the issue, explains what’s actually needed, and never …",Cazizeh,5,"Matt and Zach have taken care of my Honda Accord for well over 10 years now and I would not dream of going to another mechanic.  Excellent and prompt service, reasonable prices. They provide ‘Good’, ‘Better’ and ‘Best’ repair options …",Joseph McDonnell,4,"I have gone here multiple times , and have always revived excellent service. They are to the point and recommend the best course of action for the problem you have : they dont cut corners. I will definitely recommend them to anyone . …",Chih Hua Chi,5,They are very honest and very reasonable price. They did good job on all my car services. I had been referring friends to come here for the services.,Aladdin Qallab,5,"Great people honest and  very helpful
I have Been taking my car to them for past two years …",https://www.facebook.com/p/Hi-Tech-Wheel-Alignment-And-Complete-service-repairs-100057377892572,,Autohitechperformance@gmail.com
4b,No Website + Good,B & B Automotive & Tire,"13716 Hempstead Rd, Houston, TX 77040",Houston,Texas,(713) 462-6145,,4.9,72,"Auto repair shop, Tire shop",Monday: 8 AM to 6 PM | Tuesday: 8 AM to 6 PM | Wednesday: 8 AM to 6 PM | Thursday: 8 AM to 6 PM | Friday: 8 AM to 6 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=B%20%26%20B%20Automotive%20%26%20Tire&query_place_id=ChIJs_9kH3rFQIYRtK0p2yGGMMw,Fairbanks / Northwest Crossing,no,auto repair shop,auto_repair,2026-03-11T16:22:57.998Z,ChIJs_9kH3rFQIYRtK0p2yGGMMw,Mama Joy,5,"Everyone at B&amp;B is fabulous.  The service is perfection, and the quality is top-notch.  They helped me through this repair and did everything they could for me. They were able to fix my car, and it runs great. ABS sensors are expensive, but …",Patti Hebert,5,I have had multiple cars worked on by them. They are honest and do great work. I have never had any problems with anything  after they fixed it.,Nox Fenrir,5,Took my 95 Ford F150 there to have the brake fluid flush procedure and have the joints regressed. They did an excellent job. If you want someone who’s knowledgeable and won’t keep you coming back to fix the same problem over and over again come to B&amp;B. They know what they’re doing.,Angee G,5,So!!!! I just have to give this review. I called last minute and short notice being I was traveling out of town. Let me tell you Tim and the entire team went so over and beyond to get my truck fixed so that I can travel safely.  Gosh they …,Richard Thomas,5,"I've been reading the reviews and haven't seen a bad one. You aren't going to get a bad review from me either.  Every review I've read is correct. I won't take my vehicles anywhere else. One review I read said, ""Awesome old school shop full …",https://www.facebook.com/tireprofessionals/videos/bb-tire-gets-you-back-to-life/751045055543038,https://www.instagram.com/bandb_automotive,Programs@bbbnp.org
4b,No Website + Good,Flop Shop Automotive,"4019 N 10th St, Phoenix, AZ 85014",Phoenix,Arizona,(623) 332-6854,,4.8,72,Auto repair shop,,https://www.google.com/maps/search/?api=1&query=Flop%20Shop%20Automotive&query_place_id=ChIJ8cUBL6pvK4cR-YbwibRCOt8,Encanto Village,no,auto repair shop,auto_repair,2026-03-11T16:22:48.530Z,ChIJ8cUBL6pvK4cR-YbwibRCOt8,Kevin Fung,5,Filip is one of the best! His shop was suggested in one of my Subaru groups and I was glad that I went with him. I initially just needed Subaru parts for my upcoming build. His prices were the best I have seen after months of research. …,ian lee,5,"Filip was extremely helpful, I needed some advice and he talked with me on the phone for over 25 minutes. I told him I was hoping to do an engine rebuild myself and he was extremely informative and talked me through the whole process. Most …",Vicente Orellana,5,"Had some major work done on the car, turbo replacement, 30k mile service, and some upgrades. Front start to finish Filip was on it. He gave me a lot of useful information about my car, some stuff I wasn’t even aware of. Sometimes even off …",Aya Hardwick,5,I completely destroyed my engine last summer from lack of coolant and Flop Shop was able to walk me through the mechanics of what happened to my car and also what it would need to be drive-able again. A full core replacement later and it …,Christopher Miranda,5,"Had a valve cover gasket job, plugs, and an oil change done by Filip at Flop shop on my 02' WRX. Let me start by saying working on older Subarus like mine is a pain but Filip got the work done in a timely manner and was always communicating …",https://www.facebook.com/FlopShopAutomotive,https://www.instagram.com/flopshopauto,flopshopauto@gmail.com
4b,No Website + Good,C.A.R.S. Auto Repair,"7543 N 67th Ave #2, Glendale, AZ 85301, USA",Phoenix,AZ,(623) 931-8000,,4.8,71,"car_repair, service, point_of_interest, establishment",Monday: 9:00 AM – 5:00 PM | Tuesday: 9:00 AM – 5:00 PM | Wednesday: 9:00 AM – 5:00 PM | Thursday: 9:00 AM – 5:00 PM | Friday: 9:00 AM – 5:00 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=6879822936131318484&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,no,"auto repair shop Glendale, AZ",auto_repair,2026-03-11T15:49:13.042029,ChIJZ1D4H_hqK4cR1DKxcYIKel8,Jimi Lee Jarvis,5,"I have taken my car here a few times and they are AMAZING. They get the job done, they are not overpriced like most places and they are incredibly friendly and helpful. I highly recommend them to anyone. ❤️",C Sanchez,5,"John and his crew are the Best. I don't trust my cars with anyone! I'm Glad I found them. I've been going there for all my automotive needs and I consider John ""My Mechanic"" and the guy I recommend to others. It takes alot of confidence for …",Dan Fitch,5,I put my 2006 dodge ram 1500 in here because of the engine light was on. They pulled the codes and did some trouble shooting on it. Said its a electrical issues and recommended I take it to a electrical specialist and gave me two different …,li li,5,Thanks to my friend Brian for recommending this store and John. My General Motors broke down. It took me an hour to help me make a test quotation. The next day I drove here and helped me solve the problem in an hour. It was honest and fast. …,Nick Johnson,5,"These guys are great! I had the pleasure of speaking with Janet as a point of contact and she was friendly and knowledgeable. The work was done in an effective and timely manner, and were honest about what the issue was. I had a small part …",,,ScottsdaleMuffler@hotmail.com
4b,No Website + Good,Chukis Auto Repair,"2301 N 27th Ave Unit #6, Phoenix, AZ 85009",Phoenix,Arizona,(602) 488-1459,https://www.facebook.com/pages/El-Chukii-Auto-Repair/231951923532132?ref=br_tf,4.8,70,Auto repair shop,Monday: 8 AM to 6 PM | Tuesday: 8 AM to 6 PM | Wednesday: 8 AM to 6 PM | Thursday: 8 AM to 6 PM | Friday: 8 AM to 6 PM | Saturday: 9 AM to 5 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Chukis%20Auto%20Repair&query_place_id=ChIJYVJwFeAUK4cRIKmLtKEFPUI,Grand Central Industrial District,no,auto repair shop,auto_repair,2026-03-11T16:22:34.277Z,ChIJYVJwFeAUK4cRIKmLtKEFPUI,Anatta Vela,5,My alternator went out on my CRV and he was able to fix it day of for a very fair price! Very kind and communicative. The car is happy too. Thanks so much!,Caleb Benson,5,"Great experience for a PPI (pre purchase inspection) on an out of state private sellers car! I was misquoted with the original cost lower than they would have done, but still honored the original price. Lot of respect for that. …",Corey,5,"I called several mobile mechanics and no luck until I landed on this place. The Lead mechanic was friendly, respectful and seemed knowledgeable and was able to get my car repaired same day, which is next to impossible now a days. There was …",catherine bodelson,5,"We called Chuki’s to have them check out a car we were considering purchasing, and Boni was beyond helpful! He was very professional truly went above and beyond to help us with our decision and I was incredibly grateful for his advice and …",Ernesto Juarez xotlanihua,5,"Good quality and fast service, drive in for an oil change with no previous appointment and my car get care in no time.",https://www.facebook.com/p/Chucks-Auto-100057511986979,,isTreyday63@gmail.com
4b,No Website + Good,Mario's Auto Repair,"6005 Milwee St # 711, Houston, TX 77092",Houston,Texas,(713) 683-0712,,4.6,68,"Auto repair shop, Auto air conditioning service, Engine rebuilding service, Transmission shop, Wheel alignment service",Monday: 8:30 AM to 6 PM | Tuesday: 8:30 AM to 6 PM | Wednesday: 8:30 AM to 6 PM | Thursday: 8:30 AM to 6 PM | Friday: 8:30 AM to 6 PM | Saturday: 8:30 AM to 3 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Mario's%20Auto%20Repair&query_place_id=ChIJ3WxXF9bFQIYR_q8Fo1RplrQ,Spring Branch East,no,auto repair shop,auto_repair,2026-03-11T16:22:57.998Z,ChIJ3WxXF9bFQIYR_q8Fo1RplrQ,Conrad Davis,5,No bad cars just bad owners. For that statement to be true the car owner must value regular maintenance and have a positive relationship with their mechanic. And that’s exactly what you’ll find at Mario’s Auto repair. They will provide …,Carlos Sánchez,5,"Edwin and Mario are excellent mechanics. They are 100% honest, reliable and friendly. Their equipment is top level and they provide outstanding customer service at very fair prices. Highly recommend for all types of cars and any type of work, no matter how easy or complex the job is",Mengying Li,5,"Excellent customer service! They took me in as walk-in for wheel alignment and I was out less than 30 min! The mechanic was very friendly, honest and professional. He diagnosed the problem in my car, showed me the faulty parts, and wrote …",Jennifer OBrien,5,Great service - took me as walk-in for state inspection and very patiently waited for me to get an updated card from my insurance company. Checked my alignment for free and can display the results-great to be able to see it on the computer screen.,Jesus Lara,5,"Mr. Mario and Edwin did an excellent job, 100% recommending. Don't hesitate to bring your car in for top-notch professional service.",https://www.facebook.com/p/Marios-Auto-Repair-100028842716086,https://www.instagram.com/mario_03_ss,mariosautomotive@comcast.net
4b,No Website + Good,Chuck's Auto,"4545 N 7th St #3827, Phoenix, AZ 85014",Phoenix,Arizona,(602) 433-0518,,4.8,64,Auto repair shop,Monday: 8 AM to 5:30 PM | Tuesday: 8 AM to 5:30 PM | Wednesday: 8 AM to 5:30 PM | Thursday: 8 AM to 5:30 PM | Friday: 8 AM to 5:30 PM | Saturday: 8 AM to 12 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Chuck's%20Auto&query_place_id=ChIJ-4ITUJESK4cRi0Dij9cOmUs,Camelback East Village,no,auto repair shop,auto_repair,2026-03-11T16:22:47.425Z,ChIJ-4ITUJESK4cRi0Dij9cOmUs,Scott A Stevens,5,"Chuck's Auto provides quality work by honest folks.

Chuck's saved me from almost paying thousands of dollars on a repair I didn't …",Caitlin,5,"I highly, highly, highly recommend this place! After letting my old car go far too long without maintenance, I ended up having some major issues. They were friendly, honest, and thorough in explaining what was going on to me, someone who is …",Autumn Conner,5,"Found this place on Reddit after searching for trustworthy mechanics in my area. The A/C in my car wasn't blowing cold air. They were my ""second opinion"" and the first guy had told me I would have to replace the entire A/C system and quoted …",Angela De Nuccio,5,I am semi-new to Arizona and needed to find a local mechanic after the dealership quoted me almost $700 to replace one part that was causing my check engine light to go off. I needed to make sure my car was not only safe to drive without …,Tim G.,1,I stopped in in-person and they told me to call them next week to make an appt. since they were booked up.  I called 5 days later and no answer.  Called again later the same day and no answer.  Left a message asking for contact.  Several business days later and no call back.,https://www.facebook.com/p/Chucks-Auto-100057511986979,https://www.instagram.com/heyyochuck,spencer@chucksspeedcenter.com
