name,address,area,city,phone,website,rating,review_count,categories,hours,google_maps_url,search_term,scraped_at,facebook_url,instagram_url,tiktok_url,google_review_count,doctor_count,staff_count,site_score,has_online_booking,comments,segment,segment_name,practice_type,review_recency,latest_review_age
Day Break Massage And Wellness,"
1222 Kenilworth Ave, Charlotte, NC 28204, United States",Central Charlotte,Charlotte,+1 704-333-7722,http://dbmassage.com/?y_source=1_MjA2NTA5ODgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,4.8,227,Massage spa,Show open hours for the week,https://www.google.com/maps/place/Day+Break+Massage+And+Wellness/data=!4m7!3m6!1s0x88569f904eb918ab:0xd9a5cf4b1dee830e!8m2!3d35.2059943!4d-80.8409669!16s%2Fg%2F1tls3j_m!19sChIJqxi5TpCfVogRDoPuHUvPpdk?authuser=0&hl=en&rclk=1,med spa Myers Park Charlotte NC,2026-03-04T20:34:01.434790,https://www.facebook.com/DayBreakMassage,https://www.instagram.com/daybreakmassage,,227,,,9,yes,Has online booking; No SSL; Has online booking,1,Leaky Funnel,Group,Fresh,7d ago
LPG Massage & Spa,"
2919 Colony Rd, Charlotte, NC 28211, United States",Central Charlotte,Charlotte,+1 704-277-2711,https://lpg-charlotte.com/,4.9,10,Massage spa,Show open hours for the week,https://www.google.com/maps/place/LPG+Massage+%26+Spa/data=!4m7!3m6!1s0x88569f02ed7d72af:0x12b800ef5ce38677!8m2!3d35.1656288!4d-80.829107!16s%2Fg%2F11xcrxrxzc!19sChIJr3J97QKfVogRd4bjXO8AuBI?authuser=0&hl=en&rclk=1,med spa Myers Park Charlotte NC,2026-03-04T20:34:08.364958,https://www.facebook.com/tr,https://www.instagram.com/lpg_charlotte,,10,,,10,yes,Has online booking; Has online booking,2,"Warm Digital, No Proof",Group,Fresh,180d ago
Toska Spa & Facial Bar - Charlotte,"
4401 Barclay Downs Dr Unit 110, Charlotte, NC 28209, United States",Central Charlotte,Charlotte,+1 704-332-8500,https://toskaspa.com/,4.9,485,Spa,Show open hours for the week,https://www.google.com/maps/place/Toska+Spa+%26+Facial+Bar+-+Charlotte/data=!4m7!3m6!1s0x88569f97680844e3:0x6e5bf6da4201aacb!8m2!3d35.1526027!4d-80.835833!16s%2Fg%2F11c575b_l8!19sChIJ40QIaJefVogRy6oBQtr2W24?authuser=0&hl=en&rclk=1,med spa Myers Park Charlotte NC,2026-03-04T20:34:18.526480,https://www.facebook.com/toskaspa,https://www.instagram.com/toska_spa,https://www.tiktok.com/@toska_spa,485,,,10,yes,Has online booking; Has online booking,1,Leaky Funnel,Group,Fresh,30d ago
Woodhouse Spa - SouthPark,"
4625 Piedmont Row Dr #125, Charlotte, NC 28210, United States",Central Charlotte,Charlotte,+1 704-520-8448,https://southpark.woodhousespas.com/,4.7,429,Day spa,Show open hours for the week,https://www.google.com/maps/place/Woodhouse+Spa+-+SouthPark/data=!4m7!3m6!1s0x88569fbec38d9dd3:0xfcaa6cb83d412a16!8m2!3d35.1527868!4d-80.8396589!16s%2Fg%2F11vlr0r8mq!19sChIJ052Nw76fVogRFipBPbhsqvw?authuser=0&hl=en&rclk=1,med spa Myers Park Charlotte NC,2026-03-04T20:34:24.354026,https://www.facebook.com/tr,,,429,,,10,yes,Has online booking; Facebook only; Has online booking,1,Leaky Funnel,Group,Fresh,21d ago
Cool Renewal Med Spa,"
7510 Pineville-Matthews Rd #4b, Charlotte, NC 28226, United States",Central Charlotte,Charlotte,+1 704-543-2800,https://coolrenewalspa.com/,4.7,129,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Cool+Renewal+Med+Spa/data=!4m7!3m6!1s0x88569da82bece403:0xab18d1d05905d364!8m2!3d35.088048!4d-80.845544!16s%2Fg%2F11b61qx4mt!19sChIJA-TsK6idVogRZNMFWdDRGKs?authuser=0&hl=en&rclk=1,med spa Myers Park Charlotte NC,2026-03-04T20:34:39.794299,,,,129,,,0,no,Website error: Page.goto: net::ERR_NAME_NOT_RESOLVED at https://c,1,Leaky Funnel,Group,Fresh,30d ago
Le Belle Aesthetic & Laser,"
6324 Fairview Rd #160, Charlotte, NC 28210, United States",Central Charlotte,Charlotte,+1 980-328-1866,http://lebelleaesthetic.com/,4.7,74,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Le+Belle+Aesthetic+%26+Laser/data=!4m7!3m6!1s0x88569f20abc18e6d:0xc6de222637dc4961!8m2!3d35.1491413!4d-80.8358483!16s%2Fg%2F11rlr06xg8!19sChIJbY7BqyCfVogRYUncNyYi3sY?authuser=0&hl=en&rclk=1,med spa Myers Park Charlotte NC,2026-03-04T20:34:44.813443,,,,74,,,0,no,Website timeout,1,Leaky Funnel,Group,Fresh,180d ago
Skin Muse Aesthetics,"
423 S Sharon Amity Rd C, Charlotte, NC 28211, United States",Central Charlotte,Charlotte,+1 980-880-7499,https://www.skinmuseaesthetics.com/,5.0,10,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Skin+Muse+Aesthetics/data=!4m7!3m6!1s0x885427b8bf5f88cd:0xa55d0a6336c5358!8m2!3d35.1733486!4d-80.8038002!16s%2Fg%2F11kbyh6638!19sChIJzYhfv7gnVIgRWFNsM6bQVQo?authuser=0&hl=en&rclk=1,med spa Myers Park Charlotte NC,2026-03-04T20:34:50.717564,http://www.facebook.com/2008/fbml,https://www.instagram.com/p/C5jq_jbppoS,,10,,,10,yes,Has online booking; Has online booking,2,"Warm Digital, No Proof",Group,Recent,9mo ago
Skin Pharm,"
4600 Park Rd STE 450, Charlotte, NC 28209, United States",Central Charlotte,Charlotte,+1 980-880-3899,https://skinpharm.com/,5.0,416,Skin care clinic,Show open hours for the week,https://www.google.com/maps/place/Skin+Pharm/data=!4m7!3m6!1s0x88569f666bbf979b:0xd05d2e6330eea128!8m2!3d35.1682941!4d-80.8513528!16s%2Fg%2F11rnnwhcy5!19sChIJm5e_a2afVogRKKHuMGMuXdA?authuser=0&hl=en&rclk=1,med spa Myers Park Charlotte NC,2026-03-04T20:34:58.411743,https://www.facebook.com/skinpharm.co,https://www.instagram.com/skin_pharm,https://www.tiktok.com/@skin_pharm,416,,,9,yes,Has online booking; Has online booking,1,Leaky Funnel,Unknown,Fresh,30d ago
QC Medispa,"
2711 Randolph Rd STE 207, Charlotte, NC 28207, United States",Central Charlotte,Charlotte,+1 980-216-4763,https://qcmedispa.com/,5.0,19,Medical spa,Show open hours for the week,https://www.google.com/maps/place/QC+Medispa/data=!4m7!3m6!1s0x88569fbaad4f8361:0x1dbb34cd4907d420!8m2!3d35.2010847!4d-80.8129937!16s%2Fg%2F11tj6ks3p_!19sChIJYYNPrbqfVogRINQHSc00ux0?authuser=0&hl=en&rclk=1,med spa Myers Park Charlotte NC,2026-03-04T20:35:09.279886,https://www.facebook.com/qcmedispa,https://www.instagram.com/Qc_medispa_clt,https://www.tiktok.com/@qc.medispa,19,,,9,no,,2,"Warm Digital, No Proof",Group,Recent,12mo ago
VIP Beauty & Wellness by Patricia Bain,"
Located inside JonRic Medspa, 1600 E Woodlawn Rd #360, Charlotte, NC 28209, United States",Central Charlotte,Charlotte,+1 803-322-8905,https://vipbeauty.glossgenius.com/,5.0,78,Lymph drainage therapist,Show open hours for the week,https://www.google.com/maps/place/VIP+Beauty+%26+Wellness+by+Patricia+Bain/data=!4m7!3m6!1s0x88569fd310a0205d:0xb5bfefb525361c3a!8m2!3d35.171873!4d-80.849032!16s%2Fg%2F11h6p4jt53!19sChIJXSCgENOfVogROhw2JbXvv7U?authuser=0&hl=en&rclk=1,med spa Myers Park Charlotte NC,2026-03-04T20:35:24.426686,https://www.facebook.com/vipbeautyandwellness,https://www.instagram.com/beautybypatriciabain,,78,,,7,yes,Has online booking; Has online booking; Thin content,1,Leaky Funnel,Group,Fresh,60d ago
SOesthetic Med Spa,"
10614 Providence Rd Suite 35, Charlotte, NC 28277, United States",Central Charlotte,Charlotte,+1 980-505-7816,https://www.soestheticmedspa.com/,5.0,16,Medical spa,Show open hours for the week,https://www.google.com/maps/place/SOesthetic+Med+Spa/data=!4m7!3m6!1s0x8854278f1bc07665:0x7ad3107ac7403ca6!8m2!3d35.0664277!4d-80.7715023!16s%2Fg%2F11spbjb26f!19sChIJZXbAG48nVIgRpjxAx3oQ03o?authuser=0&hl=en&rclk=1,med spa Myers Park Charlotte NC,2026-03-04T20:35:30.811398,http://www.facebook.com/2008/fbml,https://www.instagram.com/soesthetic.np,,16,6,,10,yes,Has online booking; Large team (6 providers); Has online booking,2,"Warm Digital, No Proof",Group,Aging,2yr 0mo ago
Your Best You Medical Spa - Dr. Alexis McRae MD,"
300 E John St STE 118, Matthews, NC 28105, United States",Central Charlotte,Charlotte,+1 704-635-1229,http://www.yourbestyoumedispa.com/,5.0,63,Medical office,Show open hours for the week,https://www.google.com/maps/place/Your+Best+You+Medical+Spa+-+Dr.+Alexis+McRae+MD/data=!4m7!3m6!1s0x885423efd1c59e29:0x8d220bf982cfa12b!8m2!3d35.1143654!4d-80.7204272!16s%2Fg%2F11f2clk6wy!19sChIJKZ7F0e8jVIgRK6HPgvkLIo0?authuser=0&hl=en&rclk=1,med spa Myers Park Charlotte NC,2026-03-04T20:35:37.329840,,,,63,,,0,no,Website timeout,1,Leaky Funnel,Group,Fresh,30d ago
Sweet Serenity Spa,"
6832 Carnegie Blvd Suite #200 Room 35, Charlotte, NC 28211, United States",Central Charlotte,Charlotte,+1 828-280-1602,http://www.sweetserenityspaclt.com/,5.0,59,Facial spa,Show open hours for the week,https://www.google.com/maps/place/Sweet+Serenity+Spa/data=!4m7!3m6!1s0x88569e1644f3d767:0x24689721b12cb43c!8m2!3d35.1501981!4d-80.8248888!16s%2Fg%2F11c7s_qc74!19sChIJZ9fzRBaeVogRPLQssSGXaCQ?authuser=0&hl=en&rclk=1,med spa Myers Park Charlotte NC,2026-03-04T20:36:02.405037,http://www.facebook.com/2008/fbml,http://instagram.com/sweetserenityspaclt,,59,,,9,yes,Has online booking; No SSL; Has online booking,1,Leaky Funnel,Group,Fresh,7d ago
The Sage HeadSpa - Charlotte,"
Loft 12 Salon Lofts, 720 Gov Morrison St Suitee 170, Charlotte, NC 28211, United States",Central Charlotte,Charlotte,+1 770-561-7128,https://thesageheadspa.com/charlotte-nc/,4.9,58,Spa,Show open hours for the week,https://www.google.com/maps/place/The+Sage+HeadSpa+-+Charlotte/data=!4m7!3m6!1s0x88569fbd7908c605:0xd241d4c145e8a465!8m2!3d35.1567647!4d-80.8241844!16s%2Fg%2F11wr2whdvn!19sChIJBcYIeb2fVogRZaToRcHUQdI?authuser=0&hl=en&rclk=1,med spa Myers Park Charlotte NC,2026-03-04T20:36:17.355297,https://www.facebook.com/tr,https://www.instagram.com/sageheadspa,https://www.tiktok.com/@thesageheadspa,58,,,10,yes,Has online booking; Has online booking,1,Leaky Funnel,Group,Fresh,14d ago
Valencia Voci Medical Aesthetics & Wellness,"
2620 E 7th St #300, Charlotte, NC 28204, United States",Central Charlotte,Charlotte,+1 704-371-3052,https://valenciavoci.com/,5.0,68,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Valencia+Voci+Medical+Aesthetics+%26+Wellness/data=!4m7!3m6!1s0x88569fe2976b82ad:0x3ff9c39f843a437d!8m2!3d35.2038821!4d-80.8108626!16s%2Fg%2F11bzrkn1h2!19sChIJrYJrl-KfVogRfUM6hJ_D-T8?authuser=0&hl=en&rclk=1,med spa Elizabeth Charlotte NC,2026-03-04T20:39:16.571845,https://www.facebook.com/valenciavocimedicalaestheticsandwellness,https://www.instagram.com/valenciavociaesthetics,,68,1,,9,no,Single practitioner,1,Leaky Funnel,Solo,Fresh,180d ago
Charlotte Skin and Laser,"
130 Providence Rd, Charlotte, NC 28207, United States",Central Charlotte,Charlotte,+1 704-333-9113,https://charlotteskinandlaser.com/,4.8,1371,Dermatologist,Show open hours for the week,https://www.google.com/maps/place/Charlotte+Skin+and+Laser/data=!4m7!3m6!1s0x88569ff1bd86c6c9:0x3a9647af896c1204!8m2!3d35.2084291!4d-80.8252573!16s%2Fg%2F1tdc5ycr!19sChIJycaGvfGfVogRBBJsia9Hljo?authuser=0&hl=en&rclk=1,med spa Elizabeth Charlotte NC,2026-03-04T20:42:47.592847,https://www.facebook.com/charlotteskinandlaser,https://www.instagram.com/charlotteskinandlaser,,1371,19,,10,yes,Has online booking; Large team (19 providers); Has online booking,1,Leaky Funnel,Group,Fresh,7d ago
Elizabeth City Med Spa,"
203 W Main St, Elizabeth City, NC 27909, United States",Central Charlotte,Charlotte,+1 252-340-6155,http://www.ecitymedspa.com/,4.9,251,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Elizabeth+City+Med+Spa/data=!4m7!3m6!1s0x89a54569a36141eb:0x78f7a2841768ea4f!8m2!3d36.3001762!4d-76.2249805!16s%2Fg%2F11swfrk5tb!19sChIJ60Fho2lFpYkRT-poF4Si93g?authuser=0&hl=en&rclk=1,med spa Elizabeth Charlotte NC,2026-03-04T20:42:55.044320,https://www.facebook.com/ECityMedSpa,https://www.instagram.com/ecitymedspa,,251,4,,9,yes,Has online booking; No SSL; Has online booking,1,Leaky Funnel,Group,Fresh,30d ago
BelCorpo MedSpa Ballantyne,"
17136 Carolina Academy Rd, Charlotte, NC 28277, United States",Central Charlotte,Charlotte,+1 704-236-6460,http://www.belcorpomedspa.com/,4.5,24,Medical spa,Show open hours for the week,https://www.google.com/maps/place/BelCorpo+MedSpa+Ballantyne/data=!4m7!3m6!1s0x885682e2371b8115:0xdd0cfde5baea2c5e!8m2!3d35.0177667!4d-80.8513795!16s%2Fg%2F11b88l4hd6!19sChIJFYEbN-KCVogRXizquuX9DN0?authuser=0&hl=en&rclk=1,med spa Elizabeth Charlotte NC,2026-03-04T20:43:10.395465,https://www.facebook.com/BelCorpoMedSpaCharlotte,https://www.instagram.com/belcorpomedspa,,24,1,,8,yes,Has online booking; Single practitioner; No SSL; Has online booking,1,Leaky Funnel,Solo,Recent,12mo ago
Oasis Body Sculpting,"
227 W 4th St Suite #213, Charlotte, NC 28202, United States",Central Charlotte,Charlotte,+1 704-898-5299,https://www.vagaro.com/oasisbodysculpting,5.0,56,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Oasis+Body+Sculpting/data=!4m7!3m6!1s0x88569f0f4427bf2f:0x13d04c49b38da7c6!8m2!3d35.2252955!4d-80.8426364!16s%2Fg%2F11p0t_s09n!19sChIJL78nRA-fVogRxqeNs0lM0BM?authuser=0&hl=en&rclk=1,med spa Elizabeth Charlotte NC,2026-03-04T20:43:25.599935,https://www.facebook.com/vagaropro,https://www.instagram.com/vagaropro,,56,1,,10,yes,Has online booking; Single practitioner; Has online booking,1,Leaky Funnel,Solo,Fresh,30d ago
Nuance Facial Plastics - Dr. Summit Kundaria,"
1918 Randolph Rd #550, Charlotte, NC 28207, United States",Central Charlotte,Charlotte,+1 704-593-6802,https://nuancefacialplastics.com/,4.9,72,Plastic surgery clinic,Show open hours for the week,https://www.google.com/maps/place/Nuance+Facial+Plastics+-+Dr.+Summit+Kundaria/data=!4m7!3m6!1s0x8854207d06d13d71:0x810cc791a29852c9!8m2!3d35.2095101!4d-80.8249399!16s%2Fg%2F11c37h7sdc!19sChIJcT3RBn0gVIgRyVKYopHHDIE?authuser=0&hl=en&rclk=1,med spa Elizabeth Charlotte NC,2026-03-04T20:43:48.040747,https://www.facebook.com/nuancefp,https://www.instagram.com/nuancefacialplastics,,72,4,,9,no,,1,Leaky Funnel,Group,Fresh,180d ago
ABK SKIN,"
1133 Metropolitan Ave #150, Charlotte, NC 28204, United States",Central Charlotte,Charlotte,+1 980-408-9672,http://www.abkskinn.com/,5.0,8,Medical spa,Show open hours for the week,https://www.google.com/maps/place/ABK+SKIN/data=!4m7!3m6!1s0x88569fe3ea7b55ff:0xfb48abf48299918c!8m2!3d35.21163!4d-80.8355799!16s%2Fg%2F11w9t6fz9x!19sChIJ_1V76uOfVogRjJGZgvSrSPs?authuser=0&hl=en&rclk=1,med spa Elizabeth Charlotte NC,2026-03-04T20:44:10.239096,https://www.facebook.com/profile.php,https://www.instagram.com/abk_skin,,8,,,7,yes,Has online booking; No SSL; Has online booking,2,"Warm Digital, No Proof",Unknown,Recent,7mo ago
The Medical Spa,"
530 S New Hope Rd #4, Gastonia, NC 28054, United States",Central Charlotte,Charlotte,+1 704-884-2179,https://medicalspagaston.com/,4.4,124,Medical spa,Show open hours for the week,https://www.google.com/maps/place/The+Medical+Spa/data=!4m7!3m6!1s0x8856bf9828fe403d:0x469638cd1c0eb91e!8m2!3d35.2573356!4d-81.1486282!16s%2Fg%2F1tcvcl_l!19sChIJPUD-KJi_VogRHrkOHM04lkY?authuser=0&hl=en&rclk=1,med spa Elizabeth Charlotte NC,2026-03-04T20:44:17.113367,,,,124,,,0,no,Website timeout,1,Leaky Funnel,Group,Fresh,30d ago
CenterPeace Wellness,"
312 N Myers St #113, Charlotte, NC 28202, United States",Central Charlotte,Charlotte,+1 980-279-6405,https://centerpeacewellness.info/,5.0,41,Lymph drainage therapist,Show open hours for the week,https://www.google.com/maps/place/CenterPeace+Wellness/data=!4m7!3m6!1s0x8856a1358e226de3:0x5ff91582091a6056!8m2!3d35.22292!4d-80.83339!16s%2Fg%2F11vzcwkpvl!19sChIJ420ijjWhVogRVmAaCYIV-V8?authuser=0&hl=en&rclk=1,med spa Elizabeth Charlotte NC,2026-03-04T20:44:24.539315,https://www.facebook.com/profile.php,https://www.instagram.com/centerpeacewellness,,41,1,,9,yes,Has online booking; Single practitioner; Has online booking,1,Leaky Funnel,Solo,Fresh,60d ago
REFRESH SPA & WELLNESS,"
1819 Sardis Rd N Suite 350, Charlotte, NC 28270, United States",Central Charlotte,Charlotte,+1 704-912-1155,,4.7,13,Lymph drainage therapist,Show open hours for the week,https://www.google.com/maps/place/REFRESH+SPA+%26+WELLNESS/data=!4m7!3m6!1s0x885421430ebb8019:0xbc36ea0df7415261!8m2!3d35.1414672!4d-80.7348891!16s%2Fg%2F11lm5wr4l8!19sChIJGYC7DkMhVIgRYVJB9w3qNrw?authuser=0&hl=en&rclk=1,med spa Elizabeth Charlotte NC,2026-03-04T20:44:32.824919,,,,13,,,0,,No website,4b,Invisible Good - High Reviews,Group,Stale,3yr ago
True REST Float Spa,"
906 Pecan Ave, Charlotte, NC 28205, United States",Central Charlotte,Charlotte,+1 704-526-0402,https://www.truerest.com/locations/charlotte,4.8,520,Spa,Show open hours for the week,https://www.google.com/maps/place/True+REST+Float+Spa/data=!4m7!3m6!1s0x8856a14be858bd81:0x6ace08825eaf09d1!8m2!3d35.216898!4d-80.8146097!16s%2Fg%2F11gjmwyg7j!19sChIJgb1Y6EuhVogR0QmvXoIIzmo?authuser=0&hl=en&rclk=1,med spa Elizabeth Charlotte NC,2026-03-04T20:44:41.294695,https://www.facebook.com/TrueREST,https://www.instagram.com/truerestclt,,520,,,10,yes,Has online booking; Has online booking,1,Leaky Funnel,Group,Fresh,14d ago
Vanessa Briceno Studio,"
900 Metropolitan Ave STE 1B Suite 108, Charlotte, NC 28204, United States",Central Charlotte,Charlotte,+1 704-649-1824,,5.0,12,Day spa,Show open hours for the week,https://www.google.com/maps/place/Vanessa+Briceno+Studio/data=!4m7!3m6!1s0x8856a949d63a1d73:0x949a8db5f8d37d28!8m2!3d35.2142785!4d-80.834346!16s%2Fg%2F11vct8d_2q!19sChIJcx061kmpVogRKH3T-LWNmpQ?authuser=0&hl=en&rclk=1,med spa Elizabeth Charlotte NC,2026-03-04T20:44:48.613106,,,,12,,,0,,No website,4b,Invisible Good - High Reviews,Group,Recent,12mo ago
Silent Moment Massage Spa Charlotte,"
4310 Park Rd UNIT 102, Charlotte, NC 28209, United States",Central Charlotte,Charlotte,+1 704-245-6825,https://silentmomentspa.com/?utm_campaign=gmb_charlotte,4.6,344,Massage spa,Show open hours for the week,https://www.google.com/maps/place/Silent+Moment+Massage+Spa+Charlotte/data=!4m7!3m6!1s0x88569f7976d9350d:0x591b86f0b8a2163a!8m2!3d35.1730236!4d-80.8515354!16s%2Fg%2F11ldsj89m8!19sChIJDTXZdnmfVogROhaiuPCGG1k?authuser=0&hl=en&rclk=1,med spa Elizabeth Charlotte NC,2026-03-04T20:44:56.120372,https://www.facebook.com/people/Silent-Moment-Spa-Fort-Lauderdale/61579913890842,https://www.instagram.com/silentmomentspafortlauderdale,https://www.tiktok.com/@silentmomentspa,344,,,9,yes,Has online booking; Has online booking,1,Leaky Funnel,Group,Fresh,14d ago
Spa Therapy Studio by Alana,"
2030 E 7th St, Charlotte, NC 28204, United States",Central Charlotte,Charlotte,+1 704-689-1400,https://busiussa.org/details/spa-therapy-studio-by-alana-ChIJJR0,5.0,4,Spa,Show open hours for the week,https://www.google.com/maps/place/Spa+Therapy+Studio+by+Alana/data=!4m7!3m6!1s0x88569ff962221d25:0x58e39550f33a12da!8m2!3d35.2115334!4d-80.8173844!16s%2Fg%2F11cn9l0lws!19sChIJJR0iYvmfVogR2hI681CV41g?authuser=0&hl=en&rclk=1,med spa Elizabeth Charlotte NC,2026-03-04T20:45:10.256635,,,,4,,,7,no,No social media,2,"Warm Digital, No Proof",Group,Fresh,150d ago
Preserve Skin Studio,"
1419 E 7th St Ste F, Charlotte, NC 28204, United States",Central Charlotte,Charlotte,+1 704-388-2950,http://www.preserveskinstudio.com/,5.0,51,Spa,Show open hours for the week,https://www.google.com/maps/place/Preserve+Skin+Studio/data=!4m7!3m6!1s0x8856a11cf82aaf09:0xd1aa54060087ce10!8m2!3d35.2181204!4d-80.8250065!16s%2Fg%2F11fstx3qn2!19sChIJCa8q-ByhVogREM6HAAZUqtE?authuser=0&hl=en&rclk=1,med spa Elizabeth Charlotte NC,2026-03-04T20:45:26.919863,https://www.facebook.com/Preserveskinstudio,https://www.instagram.com/preserveskinstudio,,51,,,8,yes,Has online booking; No SSL; Has online booking,1,Leaky Funnel,Group,Fresh,21d ago
Parvin's Spa,"
1218 Kenilworth Ave, Charlotte, NC 28204, United States",Central Charlotte,Charlotte,+1 704-737-3719,http://www.parvinsspa.com/,4.3,22,Day spa,Show open hours for the week,https://www.google.com/maps/place/Parvin%27s+Spa/data=!4m7!3m6!1s0x88569f7840a31b43:0x826f5689a59c1b9c!8m2!3d35.2061147!4d-80.8408821!16s%2Fg%2F1xgrnn4j!19sChIJQxujQHifVogRnBucpYlWb4I?authuser=0&hl=en&rclk=1,med spa Elizabeth Charlotte NC,2026-03-04T20:45:33.249058,,,,22,,,0,no,Website error: Page.goto: net::ERR_NAME_NOT_RESOLVED at http://ww,1,Leaky Funnel,Group,Stale,6yr ago
Nourish Skin and Massage,"
1511 E 7th St, Charlotte, NC 28204, United States",Central Charlotte,Charlotte,+1 980-486-3335,http://www.nourishbodyworks.com/,5.0,118,Massage therapist,Show open hours for the week,https://www.google.com/maps/place/Nourish+Skin+and+Massage/data=!4m7!3m6!1s0x88569f0d46ef0c03:0x21a3df8a37920c40!8m2!3d35.2171025!4d-80.8234406!16s%2Fg%2F11q2y2yxm4!19sChIJAwzvRg2fVogRQAySN4rfoyE?authuser=0&hl=en&rclk=1,med spa Elizabeth Charlotte NC,2026-03-04T20:45:49.227933,,https://www.instagram.com/nourishskin_massage,,118,,,8,yes,Has online booking; No SSL; Has online booking,1,Leaky Funnel,Unknown,Fresh,30d ago
FANOUS MEDSPA - Charlotte,"
10926 S Tryon St suite d, Charlotte, NC 28273, United States",Central Charlotte,Charlotte,+1 980-414-0591,https://www.fanousmedspa.com/,5.0,52,Medical spa,Show open hours for the week,https://www.google.com/maps/place/FANOUS+MEDSPA+-+Charlotte/data=!4m7!3m6!1s0x88569bbd029bfa29:0x48a16cbeb7340216!8m2!3d35.1173334!4d-80.9592065!16s%2Fg%2F11wmxy2j4x!19sChIJKfqbAr2bVogRFgI0t75soUg?authuser=0&hl=en&rclk=1,med spa Downtown Charlotte NC,2026-03-04T21:07:00.978709,https://www.facebook.com/fanousmedspa,https://www.instagram.com/fanousmedspa,https://www.tiktok.com/@fanousmedspa,52,8,,10,yes,Has online booking; Large team (8 providers); Has online booking,1,Leaky Funnel,Group,Fresh,21d ago
Katura® Day Spa,"
758 Tyvola Rd, Charlotte, NC 28217, United States",Central Charlotte,Charlotte,+1 919-867-2022,https://www.katuradayspa.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=4698104835859595128,4.9,135,Day spa,Show open hours for the week,https://www.google.com/maps/place/Katura%C2%AE+Day+Spa/data=!4m7!3m6!1s0x88569fc7dcc3fe33:0xf5cd4972a9be408c!8m2!3d35.163226!4d-80.8824091!16s%2Fg%2F11fjmv7jtd!19sChIJM_7D3MefVogRjEC-qXJJzfU?authuser=0&hl=en&rclk=1,med spa Downtown Charlotte NC,2026-03-04T21:32:06.352597,http://www.facebook.com/katuradayspa,https://instagram.com/katuradayspa,,135,,,9,yes,Has online booking,1,Leaky Funnel,Group,Fresh,14d ago
My Body Spa,"
8517 Davis Lake Pkwy Suite D4, Charlotte, NC 28269, United States",Central Charlotte,Charlotte,+1 980-207-2477,http://mybodyspastudio.com/,4.4,100,Medical spa,Show open hours for the week,https://www.google.com/maps/place/My+Body+Spa/data=!4m7!3m6!1s0x88542033261aaaab:0xb3d751667e3c6c12!8m2!3d35.3350025!4d-80.8129934!16s%2Fg%2F11ggb31rqb!19sChIJq6oaJjMgVIgREmw8fmZR17M?authuser=0&hl=en&rclk=1,med spa Downtown Charlotte NC,2026-03-04T21:32:17.822973,,,,100,,,4,no,No social media; No SSL; Thin content,1,Leaky Funnel,Group,Fresh,150d ago
Magnolia Medspa - Mint Hill Location,"
5829 Phyliss Ln B, Mint Hill, NC 28227, United States",East,Charlotte,+1 704-878-1120,https://www.medspamagnolia.com/,5.0,215,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Magnolia+Medspa+-+Mint+Hill+Location/data=!4m7!3m6!1s0x8854232b6a2336a5:0xc8de16518325211a!8m2!3d35.16712!4d-80.66532!16s%2Fg%2F11kjdx63jd!19sChIJpTYjaisjVIgRGiElg1EW3sg?authuser=0&hl=en&rclk=1,med spa Downtown Charlotte NC,2026-03-04T21:32:30.450221,,,,215,,,0,no,Website timeout,1,Leaky Funnel,Group,Fresh,14d ago
beem Light Sauna - Southend,"
1422 S Tryon St Suite 170, Charlotte, NC 28203, United States",Central Charlotte,Charlotte,+1 704-350-2512,https://beemlightsauna.com/southend-clt/,4.7,154,Health spa,Open · Closes 8 pm,https://www.google.com/maps/place/beem+Light+Sauna+-+Southend/data=!4m7!3m6!1s0x88569fecbf1ab1e7:0x955310d53b9270e0!8m2!3d35.2171822!4d-80.8556694!16s%2Fg%2F11rqs7ldgw!19sChIJ57Eav-yfVogR4HCSO9UQU5U?authuser=0&hl=en&rclk=1,med spa Downtown Charlotte NC,2026-03-04T21:33:39.212007,,,,154,,,0,no,Website timeout,1,Leaky Funnel,Unknown,Fresh,90d ago
Sauna House Charlotte,"
1500 W Morehead St H, Charlotte, NC 28208, United States",Central Charlotte,Charlotte,+1 704-248-6072,https://www.saunahouse.com/pages/charlotte,4.9,315,Sauna,Show open hours for the week,https://www.google.com/maps/place/Sauna+House+Charlotte/data=!4m7!3m6!1s0x8856a119a9a32439:0xe2558727ee617051!8m2!3d35.2297275!4d-80.8655545!16s%2Fg%2F11y92h3ylh!19sChIJOSSjqRmhVogRUXBh7ieHVeI?authuser=0&hl=en&rclk=1,med spa Downtown Charlotte NC,2026-03-04T21:34:12.562569,,https://www.instagram.com/saunahousecharlotte,,315,,,10,yes,Has online booking; Has online booking,1,Leaky Funnel,Unknown,Fresh,21d ago
