name,address,city,phone,website,rating,review_count,categories,hours,google_maps_url,search_term,scraped_at,facebook_url,instagram_url,tiktok_url,easy_url,easy_score,easy_review_count,google_review_count,facebook_review_count,madreviews_count,doctor_count,staff_count,site_score,comments,segment,segment_name
"מרפאת שיניים ד""ר חיימוב","
פינת, מזא""ה 3, חולון",חולון,03-504-3272,,4.6,9,מרפאת שיניים,,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%93%22%D7%A8+%D7%97%D7%99%D7%99%D7%9E%D7%95%D7%91%E2%80%AD/data=!4m7!3m6!1s0x151d4c8251d3eb69:0x42918c3c44ca9dab!8m2!3d32.0230083!4d34.7736666!16s%2Fg%2F11hzzx1000!19sChIJaevTUYJMHRURq53KRDyMkUI?authuser=0&hl=iw&rclk=1,מרפאת שיניים חולון בת ים,2026-02-22T19:15:56.371292,,,,,,,,,,,,0,No website,4a,Invisible Good - Some Reviews
"סירקיס אנדרי ד""ר","
אלי כהן 32, בת ים",בת ים,03-551-0789,,5.0,6,רופא שיניים,,https://www.google.com/maps/place/%D7%A1%D7%99%D7%A8%D7%A7%D7%99%D7%A1+%D7%90%D7%A0%D7%93%D7%A8%D7%99+%D7%93%22%D7%A8%E2%80%AD/data=!4m7!3m6!1s0x1502b36915a26f8b:0x37a246a093e99455!8m2!3d32.0150019!4d34.7591841!16s%2Fg%2F1tczmqhn!19sChIJi2-iFWmzAhURVZTpk6BGojc?authuser=0&hl=iw&rclk=1,מרפאת שיניים חולון בת ים,2026-02-22T19:16:19.378765,,,,,,,,,,,,0,No website,4a,Invisible Good - Some Reviews
מרפאת שיניים גולדמן,"
הכישור 47, שדרות ירושלים 159, חולון",חולון,03-658-7707,,4.6,54,מרפאת שיניים,שעות פעילות,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%92%D7%95%D7%9C%D7%93%D7%9E%D7%9F%E2%80%AD/data=!4m7!3m6!1s0x1502b4944ed91dd9:0x1f052df1c08bb7c9!8m2!3d32.0046652!4d34.8008014!16s%2Fg%2F1tg96h6z!19sChIJ2R3ZTpS0AhURybeLwPEtBR8?authuser=0&hl=iw&rclk=1,מרפאת שיניים חולון בת ים,2026-02-22T19:16:37.043921,,,,,,,,,,,,0,No website,4b,Invisible Good - High Reviews
מרפאת שיניים מורשת איתן,"
אונקלוס 9, בני ברק",בני ברק,03-619-4925,,4.4,35,רופא שיניים,,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%9E%D7%95%D7%A8%D7%A9%D7%AA+%D7%90%D7%99%D7%AA%D7%9F%E2%80%AD/data=!4m7!3m6!1s0x151d4a1f5b7ca419:0x9e8145b778f3430c!8m2!3d32.0882629!4d34.8408977!16s%2Fg%2F11h7s3x_z8!19sChIJGaR8Wx9KHRURDEPzeLdFgZ4?authuser=0&hl=iw&rclk=1,מרפאת שיניים פתח תקווה בני ברק,2026-02-22T19:18:13.802022,,,,,,,,,,,,0,No website,4b,Invisible Good - High Reviews
"דר' יוספי בנימין, 'דנטלין'","
הרב כהנמן 111, בני ברק",בני ברק,058-544-7858,,5.0,5,מרפאת שיניים,שעות פעילות,"https://www.google.com/maps/place/%D7%93%D7%A8%27+%D7%99%D7%95%D7%A1%D7%A4%D7%99+%D7%91%D7%A0%D7%99%D7%9E%D7%99%D7%9F,+%27%D7%93%D7%A0%D7%98%D7%9C%D7%99%D7%9F%27%E2%80%AD/data=!4m7!3m6!1s0x151d4b8658cf4aaf:0xe7fe09dc980ef2aa!8m2!3d32.078683!4d34.8420863!16s%2Fg%2F11s1w22f1l!19sChIJr0rPWIZLHRURqvIOmNwJ_uc?authuser=0&hl=iw&rclk=1",מרפאת שיניים פתח תקווה בני ברק,2026-02-22T19:18:27.836258,,,,,,,,,,,,0,No website,4a,Invisible Good - Some Reviews
"מרפאת שיניים ד""ר קזקוב","
חיים עוזר 27, פתח תקווה",פתח תקווה,03-917-2121,,4.9,49,מרפאת שיניים,שעות פעילות,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%93%22%D7%A8+%D7%A7%D7%96%D7%A7%D7%95%D7%91%E2%80%AD/data=!4m7!3m6!1s0x151d37127e48218b:0x7ae200bf3ab5de6e!8m2!3d32.0863557!4d34.8876041!16s%2Fg%2F11fp8byhp7!19sChIJiyFIfhI3HRURbt61Or8A4no?authuser=0&hl=iw&rclk=1,מרפאת שיניים פתח תקווה בני ברק,2026-02-22T19:20:46.784240,,,,,,,,,,,,0,No website,4b,Invisible Good - High Reviews
"דנטלוקס סנטר בע""מ","
רוטשילד 128, פתח תקווה",פתח תקווה,052-550-3710,,4.6,25,מרפאה,,https://www.google.com/maps/place/%D7%93%D7%A0%D7%98%D7%9C%D7%95%D7%A7%D7%A1+%D7%A1%D7%A0%D7%98%D7%A8+%D7%91%D7%A2%22%D7%9E%E2%80%AD/data=!4m7!3m6!1s0x151d360b24099d51:0x1eecaf2d3e77d7c8!8m2!3d32.0818082!4d34.8833211!16s%2Fg%2F1w14168b!19sChIJUZ0JJAs2HRURyNd3Pi2v7B4?authuser=0&hl=iw&rclk=1,מרפאת שיניים פתח תקווה בני ברק,2026-02-22T19:21:12.601399,,,,,,,,,,,,0,No website,4b,Invisible Good - High Reviews
"מרפאת שיניים ד""ר סקבירסקי","
רחוב זאב ז'בוטינסקי 7, בני ברק",בני ברק,03-619-1010,,4.7,15,מרפאת שיניים,שעות פעילות,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%93%22%D7%A8+%D7%A1%D7%A7%D7%91%D7%99%D7%A8%D7%A1%D7%A7%D7%99%E2%80%AD/data=!4m7!3m6!1s0x151d4a2eb75771d3:0xea4ce0c36a0b6720!8m2!3d32.0914202!4d34.8247609!16s%2Fg%2F11clzqz_lg!19sChIJ03FXty5KHRURIGcLasPgTOo?authuser=0&hl=iw&rclk=1,מרפאת שיניים פתח תקווה בני ברק,2026-02-22T19:21:54.195901,,,,,,,,,,,,0,No website,4b,Invisible Good - High Reviews
"קול השן - מרפאת שיניים מרכזית בע""מ","
המכבים 21, בני ברק",בני ברק,03-579-2955,,4.4,16,רופא שיניים,,https://www.google.com/maps/place/%D7%A7%D7%95%D7%9C+%D7%94%D7%A9%D7%9F+-+%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%9E%D7%A8%D7%9B%D7%96%D7%99%D7%AA+%D7%91%D7%A2%22%D7%9E%E2%80%AD/data=!4m7!3m6!1s0x151d4a289c574705:0x7a82e0a2d78c75f9!8m2!3d32.0927372!4d34.8290987!16s%2Fg%2F1tgn6zsv!19sChIJBUdXnChKHRUR-XWM16Lggno?authuser=0&hl=iw&rclk=1,מרפאת שיניים פתח תקווה בני ברק,2026-02-22T19:21:58.704859,,,,,,,,,,,,0,No website,4b,Invisible Good - High Reviews
דר' שמעונוב ברוך,"
הרב יעקב לנדא 9, בני ברק, 5155022",בני ברק,03-940-0045,,5.0,6,מרפאת שיניים,שעות פעילות,https://www.google.com/maps/place/%D7%93%D7%A8%27+%D7%A9%D7%9E%D7%A2%D7%95%D7%A0%D7%95%D7%91+%D7%91%D7%A8%D7%95%D7%9A%E2%80%AD/data=!4m7!3m6!1s0x151d4b3ca55c198b:0xaa93602c08e34ccc!8m2!3d32.0799457!4d34.8329146!16s%2Fg%2F11h22pkr8r!19sChIJixlcpTxLHRURzEzjCCxgk6o?authuser=0&hl=iw&rclk=1,מרפאת שיניים פתח תקווה בני ברק,2026-02-22T19:22:24.316440,,,,,,,,,,,,0,No website,4a,Invisible Good - Some Reviews
"מרפאת שיניים ד""ר גבריאל יאגודייב","
רבי עקיבא 93, בני ברק, 5154116",בני ברק,03-505-9303,,4.9,8,מרפאת שיניים,המקום ייסגר בקרוב · בשעה 20:00 · ייפתח ביום יום ב׳ בשעה 9:00,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%93%22%D7%A8+%D7%92%D7%91%D7%A8%D7%99%D7%90%D7%9C+%D7%99%D7%90%D7%92%D7%95%D7%93%D7%99%D7%99%D7%91%E2%80%AD/data=!4m7!3m6!1s0x151d4b1168cc29bb:0x5e11248733b9b6e8!8m2!3d32.0860133!4d34.831885!16s%2Fg%2F11kwjvpr_l!19sChIJuynMaBFLHRUR6La5M4ckEV4?authuser=0&hl=iw&rclk=1,מרפאת שיניים פתח תקווה בני ברק,2026-02-22T19:22:49.255908,,,,,,,,,,,,0,No website,4a,Invisible Good - Some Reviews
"מרפאת שיניים ברמת גן השתלות ציפויים ואסתטיקה - ד""ר אלי נבו","
שדרות יצחק גרשטנקורן 30, בני ברק",בני ברק,03-618-4457,,4.9,11,מרפאת שיניים,שעות פעילות,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%91%D7%A8%D7%9E%D7%AA+%D7%92%D7%9F+%D7%94%D7%A9%D7%AA%D7%9C%D7%95%D7%AA+%D7%A6%D7%99%D7%A4%D7%95%D7%99%D7%99%D7%9D+%D7%95%D7%90%D7%A1%D7%AA%D7%98%D7%99%D7%A7%D7%94+-+%D7%93%22%D7%A8+%D7%90%D7%9C%D7%99+%D7%A0%D7%91%D7%95%E2%80%AD/data=!4m7!3m6!1s0x151d4a372ba25c35:0xc177afad0ccb53f4!8m2!3d32.0815184!4d34.8268238!16s%2Fg%2F1tdj7pck!19sChIJNVyiKzdKHRUR9FPLDK2vd8E?authuser=0&hl=iw&rclk=1,מרפאת שיניים פתח תקווה בני ברק,2026-02-22T19:23:06.230065,,,,,,,,,,,,0,No website,4b,Invisible Good - High Reviews
רפואת השן,"
רבי עקיבא 65, בני ברק",בני ברק,03-619-2885,,4.0,3,מרפאת שיניים,,https://www.google.com/maps/place/%D7%A8%D7%A4%D7%95%D7%90%D7%AA+%D7%94%D7%A9%D7%9F%E2%80%AD/data=!4m7!3m6!1s0x151d4bfa8450a091:0xc77e3874ceb8455e!8m2!3d32.086637!4d34.82982!16s%2Fg%2F11h5vksb4v!19sChIJkaBQhPpLHRURXkW4znQ4fsc?authuser=0&hl=iw&rclk=1,מרפאת שיניים פתח תקווה בני ברק,2026-02-22T19:23:23.119495,,,,,,,,,,,,0,No website,4a,Invisible Good - Some Reviews
"ד""ר אורטל קסלר ברוך - טיפולי שורש - אנדודונטיה","
נורדאו 29, פתח תקווה",פתח תקווה,03-913-9913,,4.6,9,רופא שיניים,,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%90%D7%95%D7%A8%D7%98%D7%9C+%D7%A7%D7%A1%D7%9C%D7%A8+%D7%91%D7%A8%D7%95%D7%9A+-+%D7%98%D7%99%D7%A4%D7%95%D7%9C%D7%99+%D7%A9%D7%95%D7%A8%D7%A9+-+%D7%90%D7%A0%D7%93%D7%95%D7%93%D7%95%D7%A0%D7%98%D7%99%D7%94%E2%80%AD/data=!4m7!3m6!1s0x151d37647709289b:0x2e76df7c2a32f6bf!8m2!3d32.0872123!4d34.8862826!16s%2Fg%2F11ghkf2b42!19sChIJmygJd2Q3HRURv_YyKnzfdi4?authuser=0&hl=iw&rclk=1,מרפאת שיניים פתח תקווה בני ברק,2026-02-22T19:24:05.843771,,,,,,,,,,,,0,No website,4a,Invisible Good - Some Reviews
"קורף איתן, ד""ר","
הדובדבן 7, קרית אונו",קרית אונו,03-535-5532,,4.7,18,מרפאת שיניים,שעות פעילות,"https://www.google.com/maps/place/%D7%A7%D7%95%D7%A8%D7%A3+%D7%90%D7%99%D7%AA%D7%9F,+%D7%93%22%D7%A8%E2%80%AD/data=!4m7!3m6!1s0x151d35873c6d7bfd:0x7eb583d85857a762!8m2!3d32.0689397!4d34.864432!16s%2Fg%2F1tttj224!19sChIJ_XttPIc1HRURYqdXWNiDtX4?authuser=0&hl=iw&rclk=1",מרפאת שיניים פתח תקווה בני ברק,2026-02-22T19:24:18.098021,,,,,,,,,,,,0,No website,4b,Invisible Good - High Reviews
דקה עומר,"
זאב ברנדה 18, פתח תקווה",פתח תקווה,03-932-2855,,4.8,8,רופא שיניים,,https://www.google.com/maps/place/%D7%93%D7%A7%D7%94+%D7%A2%D7%95%D7%9E%D7%A8%E2%80%AD/data=!4m7!3m6!1s0x151d3674cdfd6c8d:0x5b920bef3eaaa062!8m2!3d32.0817043!4d34.8848266!16s%2Fg%2F11b6vjgbh7!19sChIJjWz9zXQ2HRURYqCqPu8Lkls?authuser=0&hl=iw&rclk=1,מרפאת שיניים פתח תקווה בני ברק,2026-02-22T19:24:55.442753,,,,,,,,,,,,0,No website,4a,Invisible Good - Some Reviews
אניחוביץ מרק,"
ההסתדרות 8, פתח תקווה",פתח תקווה,,,5.0,4,רופא שיניים,שעות פעילות,https://www.google.com/maps/place/%D7%90%D7%A0%D7%99%D7%97%D7%95%D7%91%D7%99%D7%A5+%D7%9E%D7%A8%D7%A7%E2%80%AD/data=!4m7!3m6!1s0x151d36732bb4b429:0xc9c1c6c758885365!8m2!3d32.0858557!4d34.8847782!16s%2Fg%2F1tdr5jzw!19sChIJKbS0K3M2HRURZVOIWMfGwck?authuser=0&hl=iw&rclk=1,מרפאת שיניים פתח תקווה בני ברק,2026-02-22T19:25:36.682286,,,,,,,,,,,,0,No website,4a,Invisible Good - Some Reviews
"ד""ר טנדליך משה","
שפירא 11, פתח תקווה",פתח תקווה,03-930-3628,,5.0,5,רופא,,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%98%D7%A0%D7%93%D7%9C%D7%99%D7%9A+%D7%9E%D7%A9%D7%94%E2%80%AD/data=!4m7!3m6!1s0x151d36735d6b2b13:0x44daa85a0c5ac01!8m2!3d32.0837753!4d34.8857801!16s%2Fg%2F11fnwhk_58!19sChIJEytrXXM2HRURAazFoIWqTQQ?authuser=0&hl=iw&rclk=1,מרפאת שיניים פתח תקווה בני ברק,2026-02-22T19:26:06.425928,,,,,,,,,,,,0,No website,4a,Invisible Good - Some Reviews
"אלי פרידוולד, ד""ר","
ויצמן‬ 39, תל אביב-יפו",תל אביב,03-523-5135,,4.4,31,פריאודונט,שעות פעילות,"https://www.google.com/maps/place/%D7%90%D7%9C%D7%99+%D7%A4%D7%A8%D7%99%D7%93%D7%95%D7%95%D7%9C%D7%93,+%D7%93%22%D7%A8%E2%80%AD/data=!4m7!3m6!1s0x151d4b91689375e5:0x42a7962a7ff333a2!8m2!3d32.0829606!4d34.788918!16s%2Fg%2F1vgn52dm!19sChIJ5XWTaJFLHRURojPzfyqWp0I?authuser=0&hl=iw&rclk=1",רופא שיניים תל אביב,2026-02-22T19:28:17.423740,,,,,,,,,,,,0,No website,4b,Invisible Good - High Reviews
"ד""ר גיא פרידמן מומחה לשיקום הפה","
ויצמן‬ 14, תל אביב-יפו",תל אביב,054-627-2932,,5.0,11,שיקום הפה,שעות פעילות,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%92%D7%99%D7%90+%D7%A4%D7%A8%D7%99%D7%93%D7%9E%D7%9F+%D7%9E%D7%95%D7%9E%D7%97%D7%94+%D7%9C%D7%A9%D7%99%D7%A7%D7%95%D7%9D+%D7%94%D7%A4%D7%94%E2%80%AD/data=!4m7!3m6!1s0x151d4b9829c20f99:0xd2af2490234ddca9!8m2!3d32.0813864!4d34.7892342!16s%2Fg%2F11jbttz2rd!19sChIJmQ_CKZhLHRURqdxNI5Akr9I?authuser=0&hl=iw&rclk=1,רופא שיניים תל אביב,2026-02-22T19:29:16.475990,,,,,,,,,,,,0,No website,4b,Invisible Good - High Reviews
"ד""ר דרור - ד""ר בלוך מרפאת שיניים בע""מ","
ויצמן‬ 32, תל אביב-יפו",תל אביב,03-695-2118,,4.8,5,מרפאת שיניים,,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%93%D7%A8%D7%95%D7%A8+-+%D7%93%22%D7%A8+%D7%91%D7%9C%D7%95%D7%9A+%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%91%D7%A2%22%D7%9E%E2%80%AD/data=!4m7!3m6!1s0x151d4b8d77885197:0xb8f880a95f2afdac!8m2!3d32.0847778!4d34.7896614!16s%2Fg%2F1th5ftmg!19sChIJl1GId41LHRURrP0qX6mA-Lg?authuser=0&hl=iw&rclk=1,רופא שיניים תל אביב,2026-02-22T19:31:30.277468,,,,,,,,,,,,0,No website,4a,Invisible Good - Some Reviews
הדסה דנט-על,"
דובנוב 10, תל אביב-יפו",תל אביב,03-607-7223,,4.2,9,רופא שיניים,שעות פעילות,https://www.google.com/maps/place/%D7%94%D7%93%D7%A1%D7%94+%D7%93%D7%A0%D7%98-%D7%A2%D7%9C%E2%80%AD/data=!4m7!3m6!1s0x151d4b8367c9a035:0xadb8fc66a335fb63!8m2!3d32.0749737!4d34.7838791!16s%2Fg%2F124srzld3!19sChIJNaDJZ4NLHRURY_s1o2b8uK0?authuser=0&hl=iw&rclk=1,רופא שיניים תל אביב,2026-02-22T19:32:07.118110,,,,,,,,,,,,0,No website,4a,Invisible Good - Some Reviews
ד״ר עומר קוטון - מומחה לשיקום הפה,"
רמברנדט 3, תל אביב-יפו, 6404505",תל אביב,03-523-2634,,5.0,7,שיקום הפה,שעות פעילות,https://www.google.com/maps/place/%D7%93%D7%B4%D7%A8+%D7%A2%D7%95%D7%9E%D7%A8+%D7%A7%D7%95%D7%98%D7%95%D7%9F+-+%D7%9E%D7%95%D7%9E%D7%97%D7%94+%D7%9C%D7%A9%D7%99%D7%A7%D7%95%D7%9D+%D7%94%D7%A4%D7%94%E2%80%AD/data=!4m7!3m6!1s0x151d4b71a80f29bf:0xfda6b9d738389322!8m2!3d32.082311!4d34.7819091!16s%2Fg%2F11rmrf766r!19sChIJvykPqHFLHRURIpM4ONe5pv0?authuser=0&hl=iw&rclk=1,רופא שיניים תל אביב,2026-02-22T19:32:19.906208,,,,,,,,,,,,0,No website,4a,Invisible Good - Some Reviews
"ד""ר איתי מור רופא שיניים בתל אביב",,,052-450-2251,,5.0,13,מרפאת שיניים,שעות פעילות,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%90%D7%99%D7%AA%D7%99+%D7%9E%D7%95%D7%A8+%D7%A8%D7%95%D7%A4%D7%90+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%91%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91%E2%80%AD/data=!4m7!3m6!1s0x151d4bff3f5cfb4f:0x73cf5acb4c36f32c!8m2!3d32.0879315!4d34.797246!16s%2Fg%2F11h106g9gq!19sChIJT_tcP_9LHRURLPM2TMtaz3M?authuser=0&hl=iw&rclk=1,רופא שיניים תל אביב,2026-02-22T19:33:42.598753,,,,,,,,,,,,0,No website,4b,Invisible Good - High Reviews
"ד""ר אלחנדרו אסטיין, מרפאת שיניים","
שינקין 8, תל אביב-יפו",תל אביב,03-620-1213,,5.0,216,רופא שיניים,שעות פעילות,"https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%90%D7%9C%D7%97%D7%A0%D7%93%D7%A8%D7%95+%D7%90%D7%A1%D7%98%D7%99%D7%99%D7%9F,+%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x151d4c81788c0d2b:0xf23e0b010de59f0f!8m2!3d32.0696276!4d34.7713508!16s%2Fg%2F1vb_r5yj!19sChIJKw2MeIFMHRURD5_lDQELPvI?authuser=0&hl=iw&rclk=1",רופא שיניים תל אביב,2026-02-22T19:34:43.042900,,,,,,,,,,,,0,No website,4b,Invisible Good - High Reviews
